bgp1990gj,tr2010gj,tr2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G250001003635036950122109999999999911,G2500010012200,25001012200,1.0,1.0,1.0,1.0
G250001003635036950122109999999999912,G2500010012200,25001012200,1.0,1.0,1.0,1.0
G250001003635036950122109999999999913,G2500010011801,25001011801,0.0005500537,0.0002463352,0.0008760343,0.0005240228
G250001003635036950122109999999999913,G2500010012200,25001012200,0.9994499463,0.9997536648,0.9991239657,0.9994759772
G250001003635036950122109999999999914,G2500010011802,25001011802,7.69965e-05,5.3322e-06,0.0001892212,0.0001604644
G250001003635036950122109999999999914,G2500010012200,25001012200,0.9999230035,0.9999946678,0.9998107788,0.9998395356
G250001003635120850123109999999345511,G2500010012101,25001012101,0.0,0.0,0.0,0.0
G250001003635120850123109999999345511,G2500010015300,25001015300,1.0,1.0,1.0,1.0
G250001003635120850126109999999345511,G2500010012601,25001012601,1.0,1.0,1.0,1.0
G250001003635120850126109999999345512,G2500010012601,25001012601,1.0,1.0,1.0,1.0
G250001003635120850127109999999345511,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635120850127109999999345512,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635120850127109999999345513,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635120850127109999999345513,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001003635120850127109999999345514,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635120850127109999999345516,G2500010012502,25001012502,0.0,0.0,0.0,0.0
G250001003635120850127109999999345516,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635120850127109999999345516,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001003635120850128109999999345511,G2500010012800,25001012800,1.0,1.0,1.0,1.0
G250001003635120850128109999999345512,G2500010012800,25001012800,1.0,1.0,1.0,1.0
G250001003635120850129109999999345512,G2500010012900,25001012900,1.0,1.0,1.0,1.0
G250001003635120850129109999999345513,G2500010012900,25001012900,1.0,1.0,1.0,1.0
G250001003635155150132109999999999921,G2500010013200,25001013200,1.0,1.0,1.0,1.0
G250001003635155150132109999999999921,G2500010015200,25001015200,0.0,0.0,0.0,0.0
G250001003635155150132109999999999922,G2500010013200,25001013200,0.9997971079,0.9997725149,0.9997895934,0.9997469258
G250001003635155150132109999999999922,G2500010015001,25001015001,6.203e-07,6.955e-07,6.433e-07,7.737e-07
G250001003635155150132109999999999922,G2500010015100,25001015100,0.0002022718,0.0002267896,0.0002097634,0.0002523005
G250001003635155150132109999999999923,G2500010013200,25001013200,1.0,1.0,1.0,1.0
G250001003635318200123109999999345511,G2500010012101,25001012101,0.0280936118,0.0434552871,0.024911119,0.0348098748
G250001003635318200123109999999345511,G2500010012102,25001012102,5.2791e-06,1.19516e-05,5.3889e-06,2.93566e-05
G250001003635318200123109999999345511,G2500010015300,25001015300,0.971901109,0.9565327613,0.9750834921,0.9651607686
G250001003635318200124109999999345511,G2500010012102,25001012102,8.56451e-05,7.43079e-05,7.27664e-05,6.71256e-05
G250001003635318200124109999999345511,G2500010015300,25001015300,0.9999143549,0.9999256921,0.9999272336,0.9999328744
G250001003635318200124109999999345512,G2500010012102,25001012102,0.002743992,0.0041246202,0.002538664,0.0021268136
G250001003635318200124109999999345512,G2500010015300,25001015300,0.997256008,0.9958753798,0.997461336,0.9978731864
G250001003635318200125109999999345511,G2500010012502,25001012502,1.0,1.0,1.0,1.0
G250001003635318200125109999999345512,G2500010012502,25001012502,1.0,1.0,1.0,1.0
G250001003635318200125109999999345513,G2500010012502,25001012502,1.0,1.0,1.0,1.0
G250001003635318200125109999999345514,G2500010012502,25001012502,1.0,1.0,1.0,1.0
G250001003635318200125109999999345515,G2500010012502,25001012502,1.0,1.0,1.0,1.0
G250001003635318200125109999999345515,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001003635318200126109999999345511,G2500010012601,25001012601,1.0,1.0,1.0,1.0
G250001003635318200126109999999345512,G2500010012601,25001012601,0.271009772,0.2819277108,0.2550231839,0.262195122
G250001003635318200126109999999345512,G2500010012602,25001012602,0.728990228,0.7180722892,0.7449768161,0.737804878
G250001003635318200126109999999345513,G2500010012602,25001012602,1.0,1.0,1.0,1.0
G250001003635318200126109999999345514,G2500010012602,25001012602,1.0,1.0,1.0,1.0
G250001003635318200126109999999345515,G2500010012602,25001012602,1.0,1.0,1.0,1.0
G250001003635318200126109999999345516,G2500010012602,25001012602,1.0,1.0,1.0,1.0
G250001003635318200127109999999345512,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635318200127109999999345514,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635318200127109999999345515,G2500010012700,25001012700,1.0,1.0,1.0,1.0
G250001003635318200127109999999345516,G2500010012502,25001012502,1.0,1.0,1.0,1.0
G250001003635318200127109999999345516,G2500010012700,25001012700,0.0,0.0,0.0,0.0
G250001003635318200127109999999345516,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001003635389950128109999999345511,G2500010012800,25001012800,1.0,1.0,1.0,1.0
G250001003635389950129109999999345511,G2500010012900,25001012900,1.0,1.0,1.0,1.0
G250001003635389950129109999999345513,G2500010012900,25001012900,1.0,1.0,1.0,1.0
G250001003635389950130109999999345512,G2500010013002,25001013002,1.0,1.0,1.0,1.0
G250001003635389950131109999999345511,G2500010013100,25001013100,1.0,1.0,1.0,1.0
G250001003635389950131109999999345511,G2500010015001,25001015001,0.0,0.0,0.0,0.0
G250001003635389950131109999999345512,G2500010013100,25001013100,1.0,1.0,1.0,1.0
G250001003635389950131109999999345513,G2500010013100,25001013100,1.0,1.0,1.0,1.0
G250001003635389950132109999999345512,G2500010013200,25001013200,0.9999062658,0.9999136449,0.9999104195,0.9999111511
G250001003635389950132109999999345512,G2500010015001,25001015001,9.37342e-05,8.63551e-05,8.95805e-05,8.88489e-05
G250001003635389950132109999999345512,G2500010015100,25001015100,0.0,0.0,0.0,0.0
G250001003635389950132109999999345513,G2500010013200,25001013200,1.0,1.0,1.0,1.0
G250001003635515100130109999999345511,G2500010013002,25001013002,1.0,1.0,1.0,1.0
G250001003635515100130109999999345512,G2500010013002,25001013002,1.0,1.0,1.0,1.0
G250001003635515100130109999999345513,G2500010013002,25001013002,1.0,1.0,1.0,1.0
G250001003635515100130109999999345514,G2500010013002,25001013002,1.0,1.0,1.0,1.0
G250001003635515100130109999999345514,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001003635748050122109999999999921,G2500010012200,25001012200,1.0,1.0,1.0,1.0
G250001003635748050122109999999999922,G2500010012200,25001012200,1.0,1.0,1.0,1.0
G250001003635999990122109999999999921,G2500010012200,25001012200,1.0,1.0,1.0,1.0
G250001003635999990122109999999999922,G2500010012200,25001012200,0.0,0.0,0.0,0.0
G250001003635999990127109999999345516,G2500010012502,25001012502,0.0,0.0,0.0,0.0
G250001003635999990127109999999345516,G2500010012700,25001012700,0.0,0.0,0.0,0.0
G250001003635999990127109999999345516,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001003635999990150109999999999922,G2500010013200,25001013200,0.0,0.0,0.0,0.0
G250001003635999990150109999999999922,G2500010013500,25001013500,0.0,0.0,0.0,0.0
G250001003635999990150109999999999922,G2500010013600,25001013600,0.0,0.0,0.0,0.0
G250001003635999990150109999999999922,G2500010014100,25001014100,0.0,0.0,0.0,0.0
G250001003635999990150109999999999922,G2500010015001,25001015001,0.0,0.0,0.0,0.0
G250001003635999990150109999999999922,G2500010015002,25001015002,0.0,0.0,0.0,0.0
G250001003635999990150109999999999922,G2500010015100,25001015100,0.0,0.0,0.0,0.0
G250001007175071400139109999999999921,G2500010013900,25001013900,1.0,1.0,1.0,1.0
G250001007175071400139109999999999924,G2500010013900,25001013900,1.0,1.0,1.0,1.0
G250001007175100150137109999999999911,G2500010013700,25001013700,1.0,1.0,1.0,1.0
G250001007175100150137109999999999912,G2500010013700,25001013700,1.0,1.0,1.0,1.0
G250001007175100150137109999999999913,G2500010013700,25001013700,1.0,1.0,1.0,1.0
G250001007175100150137109999999999914,G2500010013700,25001013700,1.0,1.0,1.0,1.0
G250001007175426700139109999999999922,G2500010013900,25001013900,1.0,1.0,1.0,1.0
G250001007175426700139109999999999922,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001007175426700139109999999999923,G2500010013900,25001013900,1.0,1.0,1.0,1.0
G250001007175544500139109999999999912,G2500010013900,25001013900,1.0,1.0,1.0,1.0
G250001007175544500139109999999999912,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001007175544500140109999999999911,G2500010014002,25001014002,1.0,1.0,1.0,1.0
G250001007175544500140109999999999911,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001007175544500140109999999999912,G2500010014002,25001014002,1.0,1.0,1.0,1.0
G250001007175544500140109999999999913,G2500010014002,25001014002,1.0,1.0,1.0,1.0
G250001007175544500140109999999999914,G2500010014002,25001014002,1.0,1.0,1.0,1.0
G250001007175544500140109999999999916,G2500010014002,25001014002,1.0,0.0,1.0,1.0
G250001007175544500140109999999999916,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001007175589650138109999999999911,G2500010013800,25001013800,1.0,1.0,1.0,1.0
G250001007175589650138109999999999912,G2500010013800,25001013800,1.0,1.0,1.0,1.0
G250001007175589650138109999999999913,G2500010013300,25001013300,0.0004151461,0.0003755991,0.0004654348,0.0005036808
G250001007175589650138109999999999913,G2500010013800,25001013800,0.9995848539,0.9996244009,0.9995345652,0.9994963192
G250001007175589650138109999999999913,G2500010014100,25001014100,0.0,0.0,0.0,0.0
G250001007175999990137109999999999921,G2500010013700,25001013700,1.0,1.0,1.0,1.0
G250001007175999990138109999999999921,G2500010013800,25001013800,1.0,1.0,1.0,1.0
G250001007175999990138109999999999923,G2500010013300,25001013300,0.0,0.0,0.0,0.0
G250001007175999990138109999999999923,G2500010013800,25001013800,1.0,1.0,1.0,1.0
G250001007175999990138109999999999923,G2500010014100,25001014100,0.0,0.0,0.0,0.0
G250001007175999990139109999999999923,G2500010013900,25001013900,1.0,1.0,1.0,1.0
G250001007175999990139109999999999924,G2500010013900,25001013900,1.0,1.0,1.0,1.0
G250001007175999990140109999999999924,G2500010014002,25001014002,1.0,1.0,1.0,1.0
G250001007175999990140109999999999925,G2500010014002,25001014002,0.9954535507,0.9964802984,0.9953310917,0.994633587
G250001007175999990140109999999999925,G2500010014300,25001014300,0.0045464493,0.0035197016,0.0046689083,0.005366413
G250001007175999990140109999999999926,G2500010014002,25001014002,1.0,1.0,1.0,1.0
G250001007175999990140109999999999926,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001007175999990141109999999999922,G2500010013600,25001013600,0.0,0.0,0.0,0.0
G250001007175999990141109999999999922,G2500010013900,25001013900,0.0,0.0,0.0,0.0
G250001007175999990141109999999999922,G2500010014002,25001014002,1.12625e-05,1.12625e-05,1.12625e-05,1.12625e-05
G250001007175999990141109999999999922,G2500010014100,25001014100,0.9999887375,0.9999887375,0.9999887375,0.9999887375
G250001007980079450108109999999999921,G2500010010800,25001010800,1.0,1.0,1.0,1.0
G250001007980079450108109999999999922,G2500010010800,25001010800,1.0,1.0,1.0,1.0
G250001007980079450108109999999999923,G2500010010800,25001010800,1.0,1.0,1.0,1.0
G250001007980079450108109999999999923,G2500010011400,25001011400,0.0,0.0,0.0,0.0
G250001007980079450108109999999999924,G2500010010800,25001010800,1.0,1.0,1.0,1.0
G250001007980079450109109999999999921,G2500010010400,25001010400,0.0,0.0,0.0,0.0
G250001007980079450109109999999999921,G2500010010900,25001010900,1.0,0.0,1.0,1.0
G250001007980999990104109999999999924,G2500010010400,25001010400,0.9996167874,0.9992495419,0.9994371564,0.999052053
G250001007980999990104109999999999924,G2500010010900,25001010900,0.0003832126,0.0007504581,0.0005628436,0.000947947
G250001007980999990108109999999999923,G2500010010800,25001010800,0.0,0.0,0.0,0.0
G250001007980999990108109999999999923,G2500010011400,25001011400,0.0,0.0,0.0,0.0
G250001007980999990108109999999999925,G2500010010800,25001010800,0.9886973192,0.9995307699,0.9996200486,0.9993444817
G250001007980999990108109999999999925,G2500010010900,25001010900,0.0111445928,0.0002097806,0.0001695425,0.0003246261
G250001007980999990108109999999999925,G2500010011400,25001011400,0.000158088,0.0002594495,0.0002104089,0.0003308922
G250001007980999990108109999999999926,G2500010010800,25001010800,0.9889793516,0.9867563443,0.9886910764,0.9873118663
G250001007980999990108109999999999926,G2500010011400,25001011400,0.0110206484,0.0132436557,0.0113089236,0.0126881337
G250001007980999990109109999999999921,G2500010010400,25001010400,0.0,0.0,0.0,0.0
G250001007980999990109109999999999921,G2500010010900,25001010900,1.0,1.0,1.0,1.0
G250001007980999990109109999999999922,G2500010010400,25001010400,9.78456e-05,9.68839e-05,9.99228e-05,0.0001275756
G250001007980999990109109999999999922,G2500010010900,25001010900,0.9930320541,0.9927739825,0.9902233581,0.9897405145
G250001007980999990109109999999999922,G2500010011100,25001011100,0.0068701002,0.0071291336,0.0096767191,0.0101319099
G250001007980999990109109999999999923,G2500010010900,25001010900,1.0,1.0,1.0,1.0
G250001007980999990109109999999999924,G2500010010900,25001010900,1.0,1.0,1.0,1.0
G250001012995129600106109999999999923,G2500010010600,25001010600,1.0,1.0,1.0,1.0
G250001012995129600106109999999999924,G2500010010600,25001010600,1.0,1.0,1.0,1.0
G250001012995129600107109999999999925,G2500010010700,25001010700,1.0,0.0,1.0,1.0
G250001012995129600107109999999999926,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995129600107109999999999927,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995755050107109999999999921,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995755050107109999999999924,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995755050107109999999999925,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995999990106109999999999921,G2500010010600,25001010600,0.9999090932,0.9998957747,0.999907515,0.9998997299
G250001012995999990106109999999999921,G2500010011100,25001011100,9.09068e-05,0.0001042253,9.2485e-05,0.0001002701
G250001012995999990106109999999999922,G2500010010600,25001010600,0.9990974864,0.9991191848,0.9991757548,0.9992290522
G250001012995999990106109999999999922,G2500010011100,25001011100,0.0009025136,0.0008808152,0.0008242452,0.0007709478
G250001012995999990106109999999999923,G2500010010600,25001010600,1.0,1.0,1.0,1.0
G250001012995999990106109999999999924,G2500010010600,25001010600,0.0,0.0,0.0,0.0
G250001012995999990107109999999999921,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995999990107109999999999922,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995999990107109999999999923,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001012995999990107109999999999926,G2500010010700,25001010700,1.0,1.0,1.0,1.0
G250001016775167400113109999999345511,G2500010011300,25001011300,0.999938402,0.9999440097,0.9999311689,0.9999588572
G250001016775167400113109999999345511,G2500010011801,25001011801,6.1598e-05,5.59903e-05,6.88311e-05,4.11428e-05
G250001016775167400113109999999345512,G2500010011300,25001011300,1.0,1.0,1.0,1.0
G250001016775167400113109999999345513,G2500010011300,25001011300,1.0,1.0,1.0,1.0
G250001016775167400113109999999345514,G2500010011300,25001011300,0.9996909026,0.9996998235,0.9995601723,0.9995220276
G250001016775167400113109999999345514,G2500010011802,25001011802,0.0003090974,0.0003001765,0.0004398277,0.0004779724
G250001016775167400114109999999345511,G2500010010800,25001010800,0.0,0.0,0.0,0.0
G250001016775167400114109999999345511,G2500010011400,25001011400,1.0,1.0,1.0,1.0
G250001016775168100115109999999999915,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001016775168100116109999999999911,G2500010011002,25001011002,0.0027903655,0.0033207958,0.0029305708,0.0027463887
G250001016775168100116109999999999911,G2500010011600,25001011600,0.9972096345,0.9966792042,0.9970694292,0.9972536113
G250001016775168100116109999999999912,G2500010011002,25001011002,0.0253590158,0.0150807512,0.0219115334,0.0266919696
G250001016775168100116109999999999912,G2500010011600,25001011600,0.9746409842,0.9849192488,0.9780884666,0.9733080304
G250001016775168100116109999999999913,G2500010011600,25001011600,1.0,1.0,1.0,1.0
G250001016775168100116109999999999914,G2500010011600,25001011600,1.0,1.0,1.0,1.0
G250001016775168100116109999999999915,G2500010011600,25001011600,1.0,1.0,1.0,1.0
G250001016775168100116109999999999916,G2500010011600,25001011600,1.0,1.0,1.0,1.0
G250001016775168100116109999999999917,G2500010011600,25001011600,1.0,1.0,1.0,1.0
G250001016775168100116109999999999918,G2500010011600,25001011600,1.0,1.0,1.0,1.0
G250001016775168100116109999999999919,G2500010011002,25001011002,0.0001442438,0.0001020261,0.0001767495,0.0001394357
G250001016775168100116109999999999919,G2500010011600,25001011600,0.9998557562,0.9998979739,0.9998232505,0.9998605643
G250001016775188400113109999999999913,G2500010011300,25001011300,0.9536082474,0.9482758621,0.950617284,0.9115646259
G250001016775188400113109999999999913,G2500010011400,25001011400,0.0463917526,0.0517241379,0.049382716,0.0884353741
G250001016775188400114109999999999911,G2500010010800,25001010800,0.0,0.0,0.0,0.0
G250001016775188400114109999999999911,G2500010011400,25001011400,1.0,1.0,1.0,1.0
G250001016775188400114109999999999912,G2500010011400,25001011400,1.0,1.0,1.0,1.0
G250001016775188400114109999999999913,G2500010011400,25001011400,1.0,1.0,1.0,1.0
G250001016775188400114109999999999914,G2500010011400,25001011400,1.0,1.0,1.0,1.0
G250001016775636550114109999999345514,G2500010011400,25001011400,1.0,1.0,1.0,1.0
G250001016775636550115109999999345511,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001016775636550115109999999345512,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001016775636550115109999999345513,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001016775636550115109999999345514,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001016775758200115109999999345514,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001016775758200115109999999345515,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001016775758200117109999999345511,G2500010011700,25001011700,1.0,1.0,1.0,1.0
G250001016775758200117109999999345512,G2500010011700,25001011700,1.0,1.0,1.0,1.0
G250001016775758200117109999999345513,G2500010011700,25001011700,1.0,1.0,1.0,1.0
G250001016775758200117109999999345514,G2500010011700,25001011700,1.0,1.0,1.0,1.0
G250001016775758200117109999999345515,G2500010011700,25001011700,1.0,1.0,1.0,1.0
G250001016775758200117109999999345516,G2500010011700,25001011700,1.0,1.0,1.0,1.0
G250001016775825950115109999999345513,G2500010011500,25001011500,1.0,1.0,1.0,1.0
G250001019295475900103109999999999922,G2500010010206,25001010206,7.2554e-06,1.07509e-05,9.493e-06,2.6067e-05
G250001019295475900103109999999999922,G2500010010306,25001010306,0.9999927446,0.9999892491,0.999990507,0.999973933
G250001019295475900103109999999999923,G2500010010306,25001010306,1.0,1.0,1.0,1.0
G250001019295475900103109999999999924,G2500010010304,25001010304,0.1226330454,0.1134221058,0.1467374825,0.1922454302
G250001019295475900103109999999999924,G2500010010306,25001010306,0.8773669546,0.8865778942,0.8532625175,0.8077545698
G250001019295475900103109999999999925,G2500010010304,25001010304,1.0,1.0,1.0,1.0
G250001019295999990103109999999999921,G2500010010306,25001010306,1.0,1.0,1.0,1.0
G250001019295999990103109999999999926,G2500010010304,25001010304,1.0,1.0,1.0,1.0
G250001019295999990103109999999999927,G2500010010304,25001010304,0.9996207672,0.9996481866,0.9995863934,0.9995633054
G250001019295999990103109999999999927,G2500010010400,25001010400,0.0003792328,0.0003518134,0.0004136066,0.0004366946
G250001019295999990103109999999999928,G2500010010304,25001010304,0.3103583903,0.2974662116,0.3183341721,0.3279539076
G250001019295999990103109999999999928,G2500010010306,25001010306,0.6896416097,0.7025337884,0.6816658279,0.6720460924
G250001019295999990103109999999999928,G2500010010500,25001010500,0.0,0.0,0.0,0.0
G250001023105189800145109999999999911,G2500010014500,25001014500,1.0,1.0,1.0,1.0
G250001023105189800145109999999999912,G2500010014500,25001014500,1.0,1.0,1.0,1.0
G250001023105189800145109999999999913,G2500010014500,25001014500,1.0,1.0,1.0,1.0
G250001023105189800145109999999999913,G2500010015200,25001015200,0.0,0.0,0.0,0.0
G250001023105189800145109999999999914,G2500010014500,25001014500,1.0,1.0,1.0,1.0
G250001023105189800145109999999999914,G2500010015002,25001015002,0.0,0.0,0.0,0.0
G250001023105189800145109999999999914,G2500010015100,25001015100,0.0,0.0,0.0,0.0
G250001023105189800146109999999999911,G2500010014600,25001014600,1.0,1.0,1.0,1.0
G250001023105189800146109999999999912,G2500010014600,25001014600,1.0,1.0,1.0,1.0
G250001023105189800146109999999999913,G2500010014600,25001014600,1.0,1.0,1.0,1.0
G250001023105189800146109999999999914,G2500010011600,25001011600,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010011700,25001011700,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010013002,25001013002,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010013200,25001013200,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010014500,25001014500,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010014600,25001014600,1.0,1.0,1.0,1.0
G250001023105189800146109999999999914,G2500010014700,25001014700,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010014800,25001014800,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010014900,25001014900,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010015200,25001015200,0.0,0.0,0.0,0.0
G250001023105189800146109999999999914,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105189800147109999999999912,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105189800147109999999999913,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105189800147109999999999914,G2500010011600,25001011600,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010011700,25001011700,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010013002,25001013002,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010013200,25001013200,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010014500,25001014500,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010014600,25001014600,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105189800147109999999999914,G2500010014800,25001014800,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010014900,25001014900,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010015200,25001015200,0.0,0.0,0.0,0.0
G250001023105189800147109999999999914,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105230700148109999999999911,G2500010014800,25001014800,1.0,1.0,1.0,1.0
G250001023105230700148109999999999912,G2500010014800,25001014800,1.0,1.0,1.0,1.0
G250001023105230700148109999999999913,G2500010014800,25001014800,1.0,1.0,1.0,1.0
G250001023105230700148109999999999914,G2500010014800,25001014800,1.0,1.0,1.0,1.0
G250001023105230700148109999999999915,G2500010014800,25001014800,1.0,1.0,1.0,1.0
G250001023105230700149109999999999914,G2500010014900,25001014900,0.0,0.0,0.0,0.0
G250001023105230700149109999999999915,G2500010014900,25001014900,1.0,1.0,1.0,1.0
G250001023105230700149109999999999915,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105230700149109999999999916,G2500010014900,25001014900,1.0,1.0,1.0,1.0
G250001023105230700149109999999999917,G2500010014900,25001014900,1.0,1.0,1.0,1.0
G250001023105477300143109999999999911,G2500010014300,25001014300,1.0,1.0,1.0,1.0
G250001023105477300143109999999999911,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105477300143109999999999912,G2500010014002,25001014002,4.709e-07,5.555e-07,4.828e-07,3.211e-07
G250001023105477300143109999999999912,G2500010014300,25001014300,0.9999995291,0.9999994445,0.9999995172,0.9999996789
G250001023105477300143109999999999912,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105477300143109999999999913,G2500010014300,25001014300,1.0,1.0,1.0,1.0
G250001023105477300143109999999999914,G2500010014300,25001014300,1.0,1.0,1.0,1.0
G250001023105477300143109999999999914,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105477300143109999999999915,G2500010014300,25001014300,1.0,1.0,1.0,1.0
G250001023105692050147109999999999921,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105692050147109999999999925,G2500010011600,25001011600,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010011700,25001011700,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010013002,25001013002,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010013200,25001013200,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010014500,25001014500,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010014600,25001014600,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105692050147109999999999925,G2500010014800,25001014800,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010014900,25001014900,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010015200,25001015200,0.0,0.0,0.0,0.0
G250001023105692050147109999999999925,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105692050147109999999999926,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105692050148109999999999923,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105692050148109999999999923,G2500010014800,25001014800,0.0,0.0,0.0,0.0
G250001023105759600143109999999999925,G2500010014300,25001014300,1.0,1.0,1.0,1.0
G250001023105759600143109999999999926,G2500010014300,25001014300,0.9841772152,0.9875,0.9854014599,0.9887640449
G250001023105759600143109999999999926,G2500010014402,25001014402,0.0158227848,0.0125,0.0145985401,0.0112359551
G250001023105759600143109999999999926,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105759600144109999999999922,G2500010014402,25001014402,1.0,1.0,1.0,1.0
G250001023105759600144109999999999922,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105999990144109999999999921,G2500010014002,25001014002,1.42e-08,1.3e-08,1.2e-08,8.9e-09
G250001023105999990144109999999999921,G2500010014100,25001014100,0.0,0.0,0.0,0.0
G250001023105999990144109999999999921,G2500010014402,25001014402,0.9999999858,0.999999987,0.999999988,0.9999999911
G250001023105999990144109999999999922,G2500010014402,25001014402,1.0,1.0,1.0,1.0
G250001023105999990144109999999999922,G2500010990000,25001990000,0.0,0.0,0.0,0.0
G250001023105999990145109999999999923,G2500010014500,25001014500,1.0,1.0,1.0,1.0
G250001023105999990145109999999999923,G2500010015200,25001015200,0.0,0.0,0.0,0.0
G250001023105999990145109999999999924,G2500010014500,25001014500,0.9948069017,0.9946437825,0.9941911588,0.9939622339
G250001023105999990145109999999999924,G2500010015002,25001015002,0.0,0.0,0.0,0.0
G250001023105999990145109999999999924,G2500010015100,25001015100,0.0051930983,0.0053562175,0.0058088412,0.0060377661
G250001023105999990146109999999999921,G2500010014500,25001014500,8.45924e-05,8.39021e-05,8.33812e-05,8.76786e-05
G250001023105999990146109999999999921,G2500010014600,25001014600,0.9999154076,0.9999160979,0.9999166188,0.9999123214
G250001023105999990146109999999999922,G2500010014600,25001014600,1.0,1.0,1.0,1.0
G250001023105999990147109999999999921,G2500010014700,25001014700,1.0,1.0,1.0,1.0
G250001023105999990148109999999999921,G2500010014800,25001014800,1.0,1.0,1.0,1.0
G250001023105999990148109999999999922,G2500010014800,25001014800,1.0,1.0,1.0,1.0
G250001023105999990149109999999999921,G2500010014900,25001014900,1.0,1.0,1.0,1.0
G250001023105999990149109999999999922,G2500010014900,25001014900,1.0,1.0,1.0,1.0
