"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/ Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Statistical Area- Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Area","New England City and Town Combined Statistical Area","New England City and Town Area Division","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is  Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income Below Poverty Level","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income At or Above Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income Below Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income Below Poverty Level","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income Below Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"ACSSF","ma","140","00","0001687",,,,,"25","017",,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300","Census Tract 3533",,,"Census Tract 3533, Middlesex County, Massachusetts","25017353300","474775","73225",,,,,,,,4456,4456,3018,290,0,664,0,82,402,67.73,6.51,0,14.9,0,1.84,9.02,4456,3923,2683,274,0,664,0,0,302,533,335,16,0,0,0,82,100,88.04,60.21,6.15,0,14.9,0,0,6.78,11.96,7.52,0.36,0,0,0,1.84,2.24,4456,24308.33,0.183311660131244,0.211584,0.1833117,0.02827233,86.64,13.36,3018,229,2789,7.59,92.41,290,25,265,8.62,91.38,0,0,0,,,664,15,649,2.26,97.74,0,0,0,,,82,39,43,47.56,52.44,402,38,364,9.45,90.55,533,177,356,33.21,66.79,2683,143,2540,5.33,94.67,73129.4150052466,83255.1390346275,26064.7901364113,,82376.962224554,,31091.017838405,24362.8646379853,43646.1201469045,85962.9380902413,4456,198,287,163,114,20,0,27,233,567,621,225,433,372,289,174,55,138,132,76,102,98,115,17,4.44,6.44,3.66,2.56,0.45,0,0.61,5.23,12.72,13.94,5.05,9.72,8.35,6.49,3.9,1.23,3.1,2.96,1.71,2.29,2.2,2.58,0.38,140722
"ACSSF","ma","140","00","0001691",,,,,"25","017",,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900","Census Tract 3539",,,"Census Tract 3539, Middlesex County, Massachusetts","25017353900","323192","52563",,,,,,,,6259,6259,3550,276,91,1735,8,264,335,56.72,4.41,1.45,27.72,0.13,4.22,5.35,6259,5715,3240,258,91,1735,8,138,245,544,310,18,0,0,0,126,90,91.31,51.77,4.12,1.45,27.72,0.13,2.2,3.91,8.69,4.95,0.29,0,0,0,2.01,1.44,6259,50158.22,0.124785134139618,0.1450798,0.1247851,0.02029469,86.01,13.99,1442,291,1151,20.18,79.82,112,24,88,21.43,78.57,75,75,0,100,0,1011,264,747,26.11,73.89,0,0,0,,,131,32,99,24.43,75.57,170,54,116,31.76,68.24,233,107,126,45.92,54.08,1332,227,1105,17.04,82.96,36741.0755508919,47687.40818468,21800.55613851,,22066.4165792235,,35623.2056663169,19227.7806925498,17079.963273872,50826.4454354669,6259,230,113,74,53,1188,604,792,731,976,530,270,152,136,118,3,0,28,22,132,55,33,8,11,3.67,1.81,1.18,0.85,18.98,9.65,12.65,11.68,15.59,8.47,4.31,2.43,2.17,1.89,0.05,0,0.45,0.35,2.11,0.88,0.53,0.13,0.18,71037
"ACSSF","ma","140","00","0001693",,,,,"25","017",,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100","Census Tract 3541",,,"Census Tract 3541, Middlesex County, Massachusetts","25017354100","633922","47168",,,,,,,,2619,2619,2116,47,10,356,0,43,47,80.79,1.79,0.38,13.59,0,1.64,1.79,2619,2414,1976,47,0,356,0,9,26,205,140,0,10,0,0,34,21,92.17,75.45,1.79,0,13.59,0,0.34,0.99,7.83,5.35,0,0.38,0,0,1.3,0.8,2619,10700.34,0.2447586629745,0.2629703,0.2447587,0.01821167,93.07,6.93,1890,95,1795,5.03,94.97,12,12,0,100,0,10,0,10,0,100,310,14,296,4.52,95.48,0,0,0,,,35,0,35,0,100,24,3,21,12.5,87.5,159,6,153,3.77,96.23,1770,92,1678,5.2,94.8,87236.7654774397,95269.1002098636,3623.65687303253,,36205.1678908709,,31164.2864637985,252142.460650577,46053.517838405,98214.4989506821,2619,125,34,113,19,146,70,60,146,470,314,124,42,130,51,27,27,52,37,72,184,116,107,153,4.77,1.3,4.31,0.73,5.57,2.67,2.29,5.57,17.95,11.99,4.73,1.6,4.96,1.95,1.03,1.03,1.99,1.41,2.75,7.03,4.43,4.09,5.84,121551
"ACSSF","ma","140","00","0001694",,,,,"25","017",,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200","Census Tract 3542",,,"Census Tract 3542, Middlesex County, Massachusetts","25017354200","1572744","86953",,,,,,,,3257,3257,2535,127,0,96,9,166,324,77.83,3.9,0,2.95,0.28,5.1,9.95,3257,2933,2460,127,0,96,0,104,146,324,75,0,0,0,9,62,178,90.05,75.53,3.9,0,2.95,0,3.19,4.48,9.95,2.3,0,0,0,0.28,1.9,5.47,3257,5363.613,0.607239879103687,0.6408126,0.6072399,0.03357274,94.76,5.24,2471,44,2427,1.78,98.22,122,9,113,7.38,92.62,0,0,0,,,95,0,95,0,100,9,0,9,0,100,166,0,166,0,100,324,0,324,0,100,318,1,317,0.31,99.69,2402,43,2359,1.79,98.21,118523.51521511,118936.959601259,86868.3289611752,,120031.802203568,,44469.8688352571,165245.870933893,64979.8504721931,121864.564533054,3257,306,245,155,72,29,27,13,46,51,163,313,156,182,110,195,98,107,21,387,168,204,76,133,9.4,7.52,4.76,2.21,0.89,0.83,0.4,1.41,1.57,5,9.61,4.79,5.59,3.38,5.99,3.01,3.29,0.64,11.88,5.16,6.26,2.33,4.08,173577
"ACSSF","ma","140","00","0001777",,,,,"25","017",,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100","Census Tract 3731",,,"Census Tract 3731, Middlesex County, Massachusetts","25017373100","1648775","69057",,,,,,,,4479,4479,3292,254,3,507,0,190,233,73.5,5.67,0.07,11.32,0,4.24,5.2,4479,4141,3157,254,0,507,0,0,223,338,135,0,3,0,0,190,10,92.45,70.48,5.67,0,11.32,0,0,4.98,7.55,3.01,0,0.07,0,0,4.24,0.22,4479,7035.864,0.63659561357041,0.6632587,0.6365956,0.02666306,95.98,4.02,3287,82,3205,2.49,97.51,253,0,253,0,100,3,0,3,0,100,507,0,507,0,100,0,0,0,,,188,8,180,4.26,95.74,233,1,232,0.43,99.57,335,9,326,2.69,97.31,3153,82,3071,2.6,97.4,69590.5403987408,71628.4548793284,85805.9338929696,,55073.9323189927,,101638.237145855,28772.5891920252,83824.5409233998,71886.9884575026,4479,219,238,217,118,2,0,0,164,433,416,278,469,384,344,166,110,215,99,95,230,145,42,95,4.89,5.31,4.84,2.63,0.04,0,0,3.66,9.67,9.29,6.21,10.47,8.57,7.68,3.71,2.46,4.8,2.21,2.12,5.14,3.24,0.94,2.12,128019
"ACSSF","ma","140","00","0001781",,,,,"25","017",,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500","Census Tract 3735",,,"Census Tract 3735, Middlesex County, Massachusetts","25017373500","3383235","10729",,,,,,,,5988,5988,4908,180,0,658,0,68,174,81.96,3.01,0,10.99,0,1.14,2.91,5988,5767,4786,174,0,658,0,11,138,221,122,6,0,0,0,57,36,96.31,79.93,2.91,0,10.99,0,0.18,2.3,3.69,2.04,0.1,0,0,0,0.95,0.6,5988,4584.029,1.30627439200491,1.310417,1.306274,0.00414249,99.68,0.32,4320,131,4189,3.03,96.97,112,28,84,25,75,0,0,0,,,526,17,509,3.23,96.77,0,0,0,,,55,0,55,0,100,110,9,101,8.18,91.82,145,18,127,12.41,87.59,4241,113,4128,2.66,97.34,89316.5477439664,99775.1206715635,30727.814795383,,51237.796432319,,2042.10125918153,33051.4769150052,37136.7261280168,101257.240293809,5988,119,295,550,320,705,97,99,149,251,222,126,352,491,387,455,100,158,189,192,204,258,174,95,1.99,4.93,9.19,5.34,11.77,1.62,1.65,2.49,4.19,3.71,2.1,5.88,8.2,6.46,7.6,1.67,2.64,3.16,3.21,3.41,4.31,2.91,1.59,205226
"ACSSF","ma","140","00","0001782",,,,,"25","017",,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600","Census Tract 3736",,,"Census Tract 3736, Middlesex County, Massachusetts","25017373600","3007639","92136",,,,,,,,6510,6510,5089,163,8,737,0,122,391,78.17,2.5,0.12,11.32,0,1.87,6.01,6510,6170,4935,146,8,734,0,21,326,340,154,17,0,3,0,101,65,94.78,75.81,2.24,0.12,11.27,0,0.32,5.01,5.22,2.37,0.26,0,0.05,0,1.55,1,6510,5605.999,1.16125595948707,1.19683,1.161256,0.03557391,97.03,2.97,2371,234,2137,9.87,90.13,42,0,42,0,100,0,0,0,,,147,21,126,14.29,85.71,0,0,0,,,16,15,1,93.75,6.25,210,0,210,0,100,46,15,31,32.61,67.39,2350,234,2116,9.96,90.04,49973.389296957,56180.2885624344,8055.36201469045,,30683.8536201469,,11624.5907660021,34909.3599160546,11795.2019937041,57281.4113326338,6510,95,260,181,146,1831,510,977,548,154,67,127,228,227,217,210,79,56,47,49,200,114,108,79,1.46,3.99,2.78,2.24,28.13,7.83,15.01,8.42,2.37,1.03,1.95,3.5,3.49,3.33,3.23,1.21,0.86,0.72,0.75,3.07,1.75,1.66,1.21,215881
"ACSSF","ma","140","00","0001842",,,,,"25","021",,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300","Census Tract 4003",,,"Census Tract 4003, Norfolk County, Massachusetts","25021400300","526027","0",,,,,,,,4140,4140,2877,76,0,898,0,29,260,69.49,1.84,0,21.69,0,0.7,6.28,4140,3899,2712,74,0,898,0,20,195,241,165,2,0,0,0,9,65,94.18,65.51,1.79,0,21.69,0,0.48,4.71,5.82,3.99,0.05,0,0,0,0.22,1.57,4140,20384.03,0.203100168803871,0.2031002,0.2031002,0,100,0,2844,126,2718,4.43,95.57,69,13,56,18.84,81.16,0,0,0,,,893,101,792,11.31,88.69,0,0,0,,,29,0,29,0,100,260,0,260,0,100,233,2,231,0.86,99.14,2687,126,2561,4.69,95.31,71706.9569779643,77295.259706191,100280.674186779,,52247.8567681007,,282971.804826863,45149.1736621196,44950.3016789087,78980.4380902413,4140,128,245,224,148,92,10,33,512,462,439,231,279,204,183,272,60,165,54,126,108,18,79,68,3.09,5.92,5.41,3.57,2.22,0.24,0.8,12.37,11.16,10.6,5.58,6.74,4.93,4.42,6.57,1.45,3.99,1.3,3.04,2.61,0.43,1.91,1.64,127173
"ACSSF","ma","140","00","0001846",,,,,"25","021",,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600","Census Tract 4006",,,"Census Tract 4006, Norfolk County, Massachusetts","25021400600","1226101","553",,,,,,,,5372,5372,3900,187,0,703,0,8,574,72.6,3.48,0,13.09,0,0.15,10.69,5372,4814,3467,179,0,703,0,8,457,558,433,8,0,0,0,0,117,89.61,64.54,3.33,0,13.09,0,0.15,8.51,10.39,8.06,0.15,0,0,0,0,2.18,5372,11347.69,0.473400262858361,0.4736138,0.4734003,0.0002135145,99.95,0.05,3856,129,3727,3.35,96.65,174,0,174,0,100,0,0,0,,,703,9,694,1.28,98.72,0,0,0,,,8,0,8,0,100,570,13,557,2.28,97.72,542,11,531,2.03,97.97,3431,118,3313,3.44,96.56,94876.5897166841,102916.251311647,52078.2922350472,,109900.844700944,,,36883.426023085,100177.051416579,101132.68363064,5372,324,210,281,127,89,47,110,559,482,229,503,397,242,446,197,148,178,166,102,345,101,65,24,6.03,3.91,5.23,2.36,1.66,0.87,2.05,10.41,8.97,4.26,9.36,7.39,4.5,8.3,3.67,2.76,3.31,3.09,1.9,6.42,1.88,1.21,0.45,147815
