"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is  Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income in 2015 Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income in 2015 At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2015 Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2015 At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2015 Below Poverty Level","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2015 Below Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2015 Below Poverty Level","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2015 Below Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2015 Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2015 At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2015 Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2015 At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2015 Below Poverty Level","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2015 Below Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2015 Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2015 At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2015 Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2015 At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2015 Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2015 At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2015 Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2015 At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2015 Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2015 At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2015 Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2015 At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2015 Below Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2015 Below Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2015 At or Above Poverty Level","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2015 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"25017353300","Census Tract 3533, Middlesex County, Massachusetts","Census Tract 3533, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001644",,,,,"25","017",,,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300",,,"474775","50195",3562,3562,2758,255,0,387,0,9,153,77.43,7.16,0,10.86,0,0.25,4.3,3562,3404,2628,255,0,387,0,9,125,158,130,0,0,0,0,0,28,95.56,73.78,7.16,0,10.86,0,0.25,3.51,4.44,3.65,0,0,0,0,0,0.79,3562,19431.39,0.183311660131244,0.2026921,0.1833117,0.0193804,90.44,9.56,2758,183,2575,6.64,93.36,255,28,227,10.98,89.02,0,0,0,,,387,26,361,6.72,93.28,0,0,0,,,9,0,9,0,100,153,60,93,39.22,60.78,158,68,90,43.04,56.96,2628,126,2502,4.79,95.21,69473.3447979364,74226.1220980224,39349.9312123818,,73809.8538263113,,,21410.369733448,38794.1444539983,75565.2708512468,3562,210,108,164,42,12,7,30,167,618,598,247,212,160,233,120,84,74,49,102,130,107,21,67,5.9,3.03,4.6,1.18,0.34,0.2,0.84,4.69,17.35,16.79,6.93,5.95,4.49,6.54,3.37,2.36,2.08,1.38,2.86,3.65,3,0.59,1.88,106772
"25017353900","Census Tract 3539, Middlesex County, Massachusetts","Census Tract 3539, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001650",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900",,,"323192","67863",6353,6353,4170,439,4,1356,8,71,305,65.64,6.91,0.06,21.34,0.13,1.12,4.8,6353,5658,3603,421,4,1346,8,7,269,695,567,18,0,10,0,64,36,89.06,56.71,6.63,0.06,21.19,0.13,0.11,4.23,10.94,8.92,0.28,0,0.16,0,1.01,0.57,6353,50911.51,0.124785134139618,0.1509872,0.1247851,0.02620205,82.65,17.35,1796,399,1397,22.22,77.78,139,58,81,41.73,58.27,4,0,4,0,100,661,98,563,14.83,85.17,2,2,0,100,0,20,0,20,0,100,121,36,85,29.75,70.25,360,222,138,61.67,38.33,1469,180,1289,12.25,87.75,22954.2218400688,23890.8254514187,13547.0163370593,,26608.0051590714,,8265.89853826311,10587.3946689596,13063.2760103181,25672.5451418745,6353,226,48,5,7,1164,925,1046,637,858,789,213,71,71,28,37,42,27,22,13,69,5,32,18,3.56,0.76,0.08,0.11,18.32,14.56,16.46,10.03,13.51,12.42,3.35,1.12,1.12,0.44,0.58,0.66,0.42,0.35,0.2,1.09,0.08,0.5,0.28,56086
"25017354100","Census Tract 3541, Middlesex County, Massachusetts","Census Tract 3541, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001652",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100",,,"587524","51685",2769,2769,2272,78,0,285,0,23,111,82.05,2.82,0,10.29,0,0.83,4.01,2769,2620,2173,78,0,285,0,0,84,149,99,0,0,0,0,23,27,94.62,78.48,2.82,0,10.29,0,0,3.03,5.38,3.58,0,0,0,0,0.83,0.98,2769,12206.61,0.226844294259278,0.2468,0.2268443,0.01995569,91.91,8.09,2072,84,1988,4.05,95.95,39,4,35,10.26,89.74,0,0,0,,,226,13,213,5.75,94.25,0,0,0,,,0,0,0,,,98,19,79,19.39,80.61,95,4,91,4.21,95.79,2004,80,1924,3.99,96.01,114000.326741187,125463.714531384,24097.8159931212,,93152.6053310404,,14921.6165090284,16615.2794496991,35030.5760963027,129125.503009458,2769,85,51,17,14,111,44,35,205,407,350,179,81,76,84,144,88,160,56,199,151,52,105,75,3.07,1.84,0.61,0.51,4.01,1.59,1.26,7.4,14.7,12.64,6.46,2.93,2.74,3.03,5.2,3.18,5.78,2.02,7.19,5.45,1.88,3.79,2.71,134181
"25017354200","Census Tract 3542, Middlesex County, Massachusetts","Census Tract 3542, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001653",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200",,,"1572498","59366",3319,3319,3003,14,0,158,0,81,63,90.48,0.42,0,4.76,0,2.44,1.9,3319,3213,2993,14,0,158,0,0,48,106,10,0,0,0,0,81,15,96.81,90.18,0.42,0,4.76,0,0,1.45,3.19,0.3,0,0,0,0,2.44,0.45,3319,5466.57,0.607144897968639,0.6300662,0.6071449,0.02292134,96.36,3.64,2973,180,2793,6.05,93.95,14,0,14,0,100,0,0,0,,,158,0,158,0,100,0,0,0,,,81,0,81,0,100,46,0,46,0,100,106,0,106,0,100,2963,180,2783,6.07,93.93,138161.040412726,146110.163370593,,,62026.2596732588,,,52726.5520206363,137305.631986242,144052.837489252,3319,136,282,214,125,65,20,17,15,105,200,150,322,160,178,295,107,166,83,176,196,118,86,103,4.1,8.5,6.45,3.77,1.96,0.6,0.51,0.45,3.16,6.03,4.52,9.7,4.82,5.36,8.89,3.22,5,2.5,5.3,5.91,3.56,2.59,3.1,173883
"25017373100","Census Tract 3731, Middlesex County, Massachusetts","Census Tract 3731, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001726",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100",,,"1655248","68991",4971,4971,3664,266,0,780,0,29,232,73.71,5.35,0,15.69,0,0.58,4.67,4971,4736,3530,266,0,780,0,15,145,235,134,0,0,0,0,14,87,95.27,71.01,5.35,0,15.69,0,0.3,2.92,4.73,2.7,0,0,0,0,0.28,1.75,4971,7778.188,0.639094852949126,0.6657324,0.6390948,0.02663757,96,4,3646,193,3453,5.29,94.71,266,65,201,24.44,75.56,0,0,0,,,779,0,779,0,100,0,0,0,,,25,10,15,40,60,231,0,231,0,100,229,20,209,8.73,91.27,3514,183,3331,5.21,94.79,57026.4660361135,64964.1530524506,51258.1771281169,,33985.3310404127,,,17969.2949269132,18378.7016337059,66402.7944969906,4971,171,327,302,276,50,39,0,130,352,462,305,382,554,328,248,83,191,112,74,108,133,98,246,3.44,6.58,6.08,5.55,1.01,0.78,0,2.62,7.08,9.29,6.14,7.68,11.14,6.6,4.99,1.67,3.84,2.25,1.49,2.17,2.68,1.97,4.95,93814
"25017373500","Census Tract 3735, Middlesex County, Massachusetts","Census Tract 3735, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001730",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500",,,"3382829","10729",6197,6197,5092,116,0,598,0,151,240,82.17,1.87,0,9.65,0,2.44,3.87,6197,5800,4904,116,0,582,0,12,186,397,188,0,0,16,0,139,54,93.59,79.14,1.87,0,9.39,0,0.19,3,6.41,3.03,0,0,0.26,0,2.24,0.87,6197,4744.596,1.30611763452186,1.31026,1.306118,0.00414249,99.68,0.32,4528,172,4356,3.8,96.2,88,2,86,2.27,97.73,0,0,0,,,439,16,423,3.64,96.36,0,0,0,,,128,3,125,2.34,97.66,178,0,178,0,100,291,16,275,5.5,94.5,4390,156,4234,3.55,96.45,97813.8950988822,106984.37661221,54653.5081685297,,81692.6483233018,,13089.5786758384,17571.3241616509,27986.0361134996,109828.495270851,6197,299,442,420,359,597,157,121,243,267,151,147,415,326,479,417,251,202,147,142,227,116,111,161,4.82,7.13,6.78,5.79,9.63,2.53,1.95,3.92,4.31,2.44,2.37,6.7,5.26,7.73,6.73,4.05,3.26,2.37,2.29,3.66,1.87,1.79,2.6,202511
"25017373600","Census Tract 3736, Middlesex County, Massachusetts","Census Tract 3736, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001731",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600",,,"3008901","92136",6222,6222,4985,313,0,659,0,83,182,80.12,5.03,0,10.59,0,1.33,2.93,6222,5708,4619,266,0,659,0,4,160,514,366,47,0,0,0,79,22,91.74,74.24,4.28,0,10.59,0,0.06,2.57,8.26,5.88,0.76,0,0,0,1.27,0.35,6222,5355.745,1.16174322043191,1.197317,1.161743,0.03557391,97.03,2.97,2356,188,2168,7.98,92.02,98,25,73,25.51,74.49,0,0,0,,,160,13,147,8.12,91.88,0,0,0,,,13,0,13,0,100,41,13,28,31.71,68.29,138,9,129,6.52,93.48,2240,188,2052,8.39,91.61,54000.5159071367,62745.5803955288,30504.2304385211,,16629.0025795357,,16920.6190885641,7120.01719690456,24582.6999140155,65343.826311264,6222,72,208,269,123,1584,483,972,549,239,113,83,142,275,211,206,84,125,83,105,159,72,38,27,1.16,3.34,4.32,1.98,25.46,7.76,15.62,8.82,3.84,1.82,1.33,2.28,4.42,3.39,3.31,1.35,2.01,1.33,1.69,2.56,1.16,0.61,0.43,193798
"25021400300","Census Tract 4003, Norfolk County, Massachusetts","Census Tract 4003, Norfolk County, Massachusetts","ma","140","00","ACSSF","0001784",,,,,"25","021",,,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300",,,"526013","0",4403,4403,3554,3,0,589,18,116,123,80.72,0.07,0,13.38,0.41,2.63,2.79,4403,4092,3338,2,0,589,18,30,115,311,216,1,0,0,0,86,8,92.94,75.81,0.05,0,13.38,0.41,0.68,2.61,7.06,4.91,0.02,0,0,0,1.95,0.18,4403,21679.54,0.203094763373421,0.2030948,0.2030948,0,100,0,3516,356,3160,10.13,89.87,3,3,0,100,0,0,0,0,,,589,46,543,7.81,92.19,18,0,18,0,100,116,60,56,51.72,48.28,123,11,112,8.94,91.06,311,61,250,19.61,80.39,3300,356,2944,10.79,89.21,65509.6474634566,71535.2450558899,,,44950.1117798796,,20667.0335339639,35547.4806534824,31862.8202923474,73609.7248495271,4403,203,278,215,161,47,118,74,421,620,512,192,229,235,182,205,30,96,195,113,137,65,41,34,4.61,6.31,4.88,3.66,1.07,2.68,1.68,9.56,14.08,11.63,4.36,5.2,5.34,4.13,4.66,0.68,2.18,4.43,2.57,3.11,1.48,0.93,0.77,136306
"25021400600","Census Tract 4006, Norfolk County, Massachusetts","Census Tract 4006, Norfolk County, Massachusetts","ma","140","00","ACSSF","0001787",,,,,"25","021",,,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600",,,"1226212","553",4965,4965,3796,26,14,919,0,52,158,76.46,0.52,0.28,18.51,0,1.05,3.18,4965,4636,3531,14,14,919,0,0,158,329,265,12,0,0,0,52,0,93.37,71.12,0.28,0.28,18.51,0,0,3.18,6.63,5.34,0.24,0,0,0,1.05,0,4965,10487,0.473443120199785,0.4736566,0.4734431,0.0002135145,99.95,0.05,3747,486,3261,12.97,87.03,26,0,26,0,100,14,0,14,0,100,914,11,903,1.2,98.8,0,0,0,,,52,0,52,0,100,153,0,153,0,100,329,14,315,4.26,95.74,3482,472,3010,13.56,86.44,73276.9389509888,82145.5116079106,,,49541.6423043852,,,30203.4651762683,44808.3061049011,84203.981083405,4965,265,335,225,78,48,165,208,301,341,495,476,279,284,241,253,94,138,71,181,151,102,70,164,5.34,6.75,4.53,1.57,0.97,3.32,4.19,6.06,6.87,9.97,9.59,5.62,5.72,4.85,5.1,1.89,2.78,1.43,3.65,3.04,2.05,1.41,3.3,106354
