"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is  Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income Below Poverty Level","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income At or Above Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income Below Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income Below Poverty Level","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income Below Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"25017353300","Census Tract 3533","Census Tract 3533, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001644",,,,,"25","017",,,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300",,,"474775","73045",4113,4113,2942,280,0,650,0,49,192,71.53,6.81,0,15.8,0,1.19,4.67,4113,3835,2727,269,0,650,0,9,180,278,215,11,0,0,0,40,12,93.24,66.3,6.54,0,15.8,0,0.22,4.38,6.76,5.23,0.27,0,0,0,0.97,0.29,4113,22437.2,0.183311660131244,0.2115145,0.1833117,0.02820283,86.67,13.33,2942,206,2736,7,93,280,41,239,14.64,85.36,0,0,0,,,650,40,610,6.15,93.85,0,0,0,,,49,0,49,0,100,192,45,147,23.44,76.56,278,86,192,30.94,69.06,2727,143,2584,5.24,94.76,73498.8642509465,84572.2471606274,20266.1357490535,,67093.069226609,,,6660.4299621417,46464.4023796647,87277.2038939968,4113,223,155,239,107,13,0,11,237,587,751,199,359,189,255,156,77,75,33,129,144,95,38,41,5.42,3.77,5.81,2.6,0.32,0,0.27,5.76,14.27,18.26,4.84,8.73,4.6,6.2,3.79,1.87,1.82,0.8,3.14,3.5,2.31,0.92,1,121526
"25017353900","Census Tract 3539","Census Tract 3539, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001650",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900",,,"323193","50874",6117,6117,3788,443,16,1489,7,125,249,61.93,7.24,0.26,24.34,0.11,2.04,4.07,6117,5521,3360,405,16,1482,7,49,202,596,428,38,0,7,0,76,47,90.26,54.93,6.62,0.26,24.23,0.11,0.8,3.3,9.74,7,0.62,0,0.11,0,1.24,0.77,6117,49020.11,0.124785520241793,0.1444281,0.1247855,0.01964256,86.4,13.6,1498,297,1201,19.83,80.17,192,57,135,29.69,70.31,0,0,0,,,685,260,425,37.96,62.04,0,0,0,,,49,10,39,20.41,79.59,94,46,48,48.94,51.06,258,130,128,50.39,49.61,1277,191,1086,14.96,85.04,23655.1541373716,26528.4288804759,19913.3153055706,,20697.7203893997,,17679.8647917793,9317.91238507301,15299.6755002704,27620.3380205517,6117,220,45,21,35,1256,719,1001,757,834,516,183,120,75,37,19,0,50,55,72,56,0,28,18,3.6,0.74,0.34,0.57,20.53,11.75,16.36,12.38,13.63,8.44,2.99,1.96,1.23,0.6,0.31,0,0.82,0.9,1.18,0.92,0,0.46,0.29,50078
"25017354100","Census Tract 3541","Census Tract 3541, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001652",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100",,,"587524","45639",2855,2855,2228,103,0,406,0,44,74,78.04,3.61,0,14.22,0,1.54,2.59,2855,2623,2106,60,0,406,0,0,51,232,122,43,0,0,0,44,23,91.87,73.77,2.1,0,14.22,0,0,1.79,8.13,4.27,1.51,0,0,0,1.54,0.81,2855,12585.73,0.226844294259278,0.2444656,0.2268443,0.01762132,92.79,7.21,2010,124,1886,6.17,93.83,71,52,19,73.24,26.76,0,0,0,,,350,12,338,3.43,96.57,0,0,0,,,26,0,26,0,100,60,17,43,28.33,71.67,191,54,137,28.27,71.73,1902,117,1785,6.15,93.85,91880.0540832883,99412.2850189291,15246.806381828,,60777.9069767442,,23479.2833964305,183091.15197404,47234.7809626825,101831.316928069,2855,121,37,95,9,181,57,93,125,444,252,229,74,133,77,48,54,149,60,156,152,103,98,108,4.24,1.3,3.33,0.32,6.34,2,3.26,4.38,15.55,8.83,8.02,2.59,4.66,2.7,1.68,1.89,5.22,2.1,5.46,5.32,3.61,3.43,3.78,118152
"25017354200","Census Tract 3542","Census Tract 3542, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001653",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200",,,"1572737","83253",3456,3456,3103,137,0,130,10,37,39,89.79,3.96,0,3.76,0.29,1.07,1.13,3456,3382,3055,137,0,130,0,21,39,74,48,0,0,0,10,16,0,97.86,88.4,3.96,0,3.76,0,0.61,1.13,2.14,1.39,0,0,0,0.29,0.46,0,3456,5691.351,0.607237176388462,0.6393813,0.6072372,0.03214416,94.97,5.03,3056,27,3029,0.88,99.12,137,10,127,7.3,92.7,0,0,0,,,129,0,129,0,100,10,0,10,0,100,37,0,37,0,100,39,0,39,0,100,67,1,66,1.49,98.51,3015,26,2989,0.86,99.14,128497.852893456,132717.67171444,134787.1200649,,84402.8501892915,,,23745.7869118442,26993.4613304489,134530.327203894,3456,216,242,229,156,78,14,24,74,91,202,234,225,175,182,273,144,148,34,200,170,149,82,114,6.25,7,6.63,4.51,2.26,0.41,0.69,2.14,2.63,5.84,6.77,6.51,5.06,5.27,7.9,4.17,4.28,0.98,5.79,4.92,4.31,2.37,3.3,180591
"25017373100","Census Tract 3731","Census Tract 3731, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001726",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100",,,"1648775","69057",5027,5027,3497,342,0,910,0,23,255,69.56,6.8,0,18.1,0,0.46,5.07,5027,4865,3390,342,0,910,0,19,204,162,107,0,0,0,0,4,51,96.78,67.44,6.8,0,18.1,0,0.38,4.06,3.22,2.13,0,0,0,0,0.08,1.01,5027,7896.693,0.63659561357041,0.6632587,0.6365956,0.02666306,95.98,4.02,3490,128,3362,3.67,96.33,341,0,341,0,100,0,0,0,,,910,0,910,0,100,0,0,0,,,21,2,19,9.52,90.48,255,0,255,0,100,157,13,144,8.28,91.72,3386,117,3269,3.46,96.54,61609.7863710114,68436.3764196863,81518.7858301785,,38213.5830178475,,,24768.6425094646,25268.2017306652,69503.4694429421,5027,172,364,295,264,13,17,0,149,488,437,329,322,481,424,180,73,221,127,94,128,229,65,155,3.42,7.24,5.87,5.25,0.26,0.34,0,2.96,9.71,8.69,6.54,6.41,9.57,8.43,3.58,1.45,4.4,2.53,1.87,2.55,4.56,1.29,3.08,99804
"25017373500","Census Tract 3735","Census Tract 3735, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001730",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500",,,"3382801","10729",5880,5880,4870,119,0,557,0,179,155,82.82,2.02,0,9.47,0,3.04,2.64,5880,5524,4713,112,0,557,0,16,126,356,157,7,0,0,0,163,29,93.95,80.15,1.9,0,9.47,0,0.27,2.14,6.05,2.67,0.12,0,0,0,2.77,0.49,5880,4501.929,1.30610682366096,1.310249,1.306107,0.00414249,99.68,0.32,4265,184,4081,4.31,95.69,62,7,55,11.29,88.71,0,0,0,,,411,20,391,4.87,95.13,0,0,0,,,169,7,162,4.14,95.86,107,0,107,0,100,280,20,260,7.14,92.86,4167,164,4003,3.94,96.06,95945.5813953488,107468.891292591,22454.2698756084,,63866.9740400216,,10806.8793942672,3906.91995673337,21714.1022174148,109696.946998378,5880,253,323,425,296,659,136,135,225,246,70,153,341,353,436,349,149,222,202,237,171,183,220,96,4.3,5.49,7.23,5.03,11.21,2.31,2.3,3.83,4.18,1.19,2.6,5.8,6,7.41,5.94,2.53,3.78,3.44,4.03,2.91,3.11,3.74,1.63,194962
"25017373600","Census Tract 3736","Census Tract 3736, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001731",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600",,,"3008076","92136",6333,6333,4749,283,7,916,0,119,259,74.99,4.47,0.11,14.46,0,1.88,4.09,6333,5920,4494,250,7,916,0,13,240,413,255,33,0,0,0,106,19,93.48,70.96,3.95,0.11,14.46,0,0.21,3.79,6.52,4.03,0.52,0,0,0,1.67,0.3,6333,5452.786,1.16142468613754,1.196999,1.161425,0.03557391,97.03,2.97,2157,184,1973,8.53,91.47,131,29,102,22.14,77.86,0,0,0,,,279,29,250,10.39,89.61,0,0,0,,,21,12,9,57.14,42.86,103,14,89,13.59,86.41,98,27,71,27.55,72.45,2095,184,1911,8.78,91.22,48220.9518658734,55618.3126014062,32834.9594375338,,31898.4207679827,,11045.3299080584,4041.79015684154,23701.5494862088,56923.8561384532,6333,106,241,231,105,1776,426,837,585,194,122,94,185,255,195,231,80,107,68,42,196,96,77,84,1.67,3.81,3.65,1.66,28.04,6.73,13.22,9.24,3.06,1.93,1.48,2.92,4.03,3.08,3.65,1.26,1.69,1.07,0.66,3.09,1.52,1.22,1.33,216062
"25021400300","Census Tract 4003","Census Tract 4003, Norfolk County, Massachusetts","ma","140","00","ACSSF","0001784",,,,,"25","021",,,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300",,,"526027","0",4294,4294,3229,54,0,754,11,121,125,75.2,1.26,0,17.56,0.26,2.82,2.91,4294,3918,2964,52,0,754,11,23,114,376,265,2,0,0,0,98,11,91.24,69.03,1.21,0,17.56,0.26,0.54,2.65,8.76,6.17,0.05,0,0,0,2.28,0.26,4294,21142.28,0.203100168803871,0.2031002,0.2031002,0,100,0,3189,238,2951,7.46,92.54,54,12,42,22.22,77.78,0,0,0,,,747,54,693,7.23,92.77,11,0,11,0,100,121,78,43,64.46,35.54,125,6,119,4.8,95.2,368,80,288,21.74,78.26,2932,238,2694,8.12,91.88,69903.7641968632,76897.5932936723,92661.2222823148,,54549.0616549486,,18294.8729042726,23514.8891292591,31574.7322877231,80399.9026500811,4294,196,245,206,110,55,42,76,629,501,415,215,212,244,172,255,51,124,90,134,118,47,109,48,4.56,5.71,4.8,2.56,1.28,0.98,1.77,14.65,11.67,9.66,5.01,4.94,5.68,4.01,5.94,1.19,2.89,2.1,3.12,2.75,1.09,2.54,1.12,133100
"25021400600","Census Tract 4006","Census Tract 4006, Norfolk County, Massachusetts","ma","140","00","ACSSF","0001787",,,,,"25","021",,,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600",,,"1226102","553",5283,5283,4216,177,8,771,0,0,111,79.8,3.35,0.15,14.59,0,0,2.1,5283,4843,3820,170,8,771,0,0,74,440,396,7,0,0,0,0,37,91.67,72.31,3.22,0.15,14.59,0,0,1.4,8.33,7.5,0.13,0,0,0,0,0.7,5283,11159.68,0.473400648960536,0.4736142,0.4734007,0.0002135145,99.95,0.05,4168,217,3951,5.21,94.79,165,0,165,0,100,8,0,8,0,100,771,13,758,1.69,98.31,0,0,0,,,0,0,0,,,111,0,111,0,100,426,10,416,2.35,97.65,3779,207,3572,5.48,94.52,87008.5424553813,91907.0281233099,38654.8783126014,,83647.5770686858,,,,81926.6333153056,92008.4505137912,5283,327,298,277,154,103,78,88,427,346,337,448,396,321,445,299,172,158,105,136,155,102,20,91,6.19,5.64,5.24,2.92,1.95,1.48,1.67,8.08,6.55,6.38,8.48,7.5,6.08,8.42,5.66,3.26,2.99,1.99,2.57,2.93,1.93,0.38,1.72,146623
