"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is  Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income in 2010 Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income in 2010 At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2010 Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2010 At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 Below Poverty Level","Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 At or Above Poverty Level","% Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 Below Poverty Level","% Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2010 Below Poverty Level","American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2010 At or Above Poverty Level","% American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2010 Below Poverty Level","% American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2010 At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2010 Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2010 At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2010 Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2010 At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2010 Below Poverty Level","Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2010 At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2010 Below Poverty Level","% Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2010 At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2010 Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2010 At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2010 Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2010 At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2010 Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2010 At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2010 Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2010 At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2010 Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2010 At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2010 Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2010 At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 Below Poverty Level","White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 Below Poverty Level","% White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2010 At or Above Poverty Level","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2010 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"25017353300","Census Tract 3533, Middlesex County, Massachusetts","Census Tract 3533, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003473",,,,,"25","017",,,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300",,,"474790","50244",4369,4369,3368,224,0,300,0,300,177,77.09,5.13,0,6.87,0,6.87,4.05,4369,3955,3282,175,0,300,0,32,166,414,86,49,0,0,0,268,11,90.52,75.12,4.01,0,6.87,0,0.73,3.8,9.48,1.97,1.12,0,0,0,6.13,0.25,4369,23832.97,0.183317451663869,0.2027168,0.1833175,0.01939932,90.43,9.57,3368,247,3121,7.33,92.67,224,46,178,20.54,79.46,0,0,0,,,300,25,275,8.33,91.67,0,0,0,,,300,92,208,30.67,69.33,177,0,177,0,100,414,115,299,27.78,72.22,3282,235,3047,7.16,92.84,57496.3483146067,61491.329588015,34883.8576779026,,69186.1516853933,,26076.9662921348,43523.8764044944,43043.1835205993,60642.0224719101,4369,115,121,150,79,9,6,170,195,799,534,352,327,363,301,228,119,178,93,39,44,0,56,91,2.63,2.77,3.43,1.81,0.21,0.14,3.89,4.46,18.29,12.22,8.06,7.48,8.31,6.89,5.22,2.72,4.07,2.13,0.89,1.01,0,1.28,2.08,117715
"25017353900","Census Tract 3539, Middlesex County, Massachusetts","Census Tract 3539, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003479",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900",,,"323187","67860",3378,3378,2009,263,0,927,0,23,156,59.47,7.79,0,27.44,0,0.68,4.62,3378,3131,1820,263,0,927,0,0,121,247,189,0,0,0,0,23,35,92.69,53.88,7.79,0,27.44,0,0,3.58,7.31,5.6,0,0,0,0,0.68,1.04,3378,27070.95,0.124783203628743,0.1509841,0.1247832,0.02620089,82.65,17.35,1444,245,1199,16.97,83.03,142,58,84,40.85,59.15,0,0,0,,,730,286,444,39.18,60.82,0,0,0,,,8,0,8,0,100,108,28,80,25.93,74.07,154,34,120,22.08,77.92,1316,211,1105,16.03,83.97,30794.2322097378,36612.3595505618,26735.7397003745,,22078.2490636704,,,16189.138576779,17607.5561797753,38720.6835205993,3378,171,77,27,9,197,277,306,308,855,463,171,147,64,50,20,21,18,44,39,29,38,36,11,5.06,2.28,0.8,0.27,5.83,8.2,9.06,9.12,25.31,13.71,5.06,4.35,1.89,1.48,0.59,0.62,0.53,1.3,1.15,0.86,1.12,1.07,0.33,47376
"25017354100","Census Tract 3541, Middlesex County, Massachusetts","Census Tract 3541, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003481",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100",,,"587466","51689",3141,3141,2491,196,7,258,0,85,104,79.31,6.24,0.22,8.21,0,2.71,3.31,3141,2843,2363,182,7,258,0,11,22,298,128,14,0,0,0,74,82,90.51,75.23,5.79,0.22,8.21,0,0.35,0.7,9.49,4.08,0.45,0,0,0,2.36,2.61,3141,13847.87,0.226821900333129,0.2467791,0.2268219,0.01995724,91.91,8.09,2347,166,2181,7.07,92.93,155,131,24,84.52,15.48,7,0,7,0,100,258,83,175,32.17,67.83,0,0,0,,,85,39,46,45.88,54.12,83,0,83,0,100,256,99,157,38.67,61.33,2240,120,2120,5.36,94.64,101347.743445693,122155.767790262,12907.7247191011,,32659.7191011236,,21090.7116104869,3717.27528089888,77842.3595505618,119719.925093633,3141,54,102,5,31,125,41,62,234,510,425,138,115,55,178,130,114,167,43,51,147,149,179,86,1.72,3.25,0.16,0.99,3.98,1.31,1.97,7.45,16.24,13.53,4.39,3.66,1.75,5.67,4.14,3.63,5.32,1.37,1.62,4.68,4.74,5.7,2.74,84881
"25017354200","Census Tract 3542, Middlesex County, Massachusetts","Census Tract 3542, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003482",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200",,,"1572663","59367",3381,3381,3108,87,0,84,0,12,90,91.93,2.57,0,2.48,0,0.35,2.66,3381,3334,3087,87,0,84,0,12,64,47,21,0,0,0,0,0,26,98.61,91.3,2.57,0,2.48,0,0.35,1.89,1.39,0.62,0,0,0,0,0,0.77,3381,5568.103,0.607208604827513,0.6301304,0.6072086,0.02292173,96.36,3.64,3108,167,2941,5.37,94.63,87,65,22,74.71,25.29,0,0,0,,,84,45,39,53.57,46.43,0,0,0,,,12,0,12,0,100,90,18,72,20,80,47,18,29,38.3,61.7,3087,167,2920,5.41,94.59,154535.290262172,163520.262172285,10184.2134831461,,91185.9456928839,,,63522.4438202247,49415.4775280899,164169.073033708,3381,121,205,258,89,11,0,54,22,230,132,189,220,294,163,169,130,146,203,69,274,236,71,95,3.58,6.06,7.63,2.63,0.33,0,1.6,0.65,6.8,3.9,5.59,6.51,8.7,4.82,5,3.85,4.32,6,2.04,8.1,6.98,2.1,2.81,165597
"25017373100","Census Tract 3731, Middlesex County, Massachusetts","Census Tract 3731, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003555",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100",,,"1655247","68991",4569,4569,3558,118,0,644,0,149,100,77.87,2.58,0,14.09,0,3.26,2.19,4569,4442,3495,118,0,644,0,85,100,127,63,0,0,0,0,64,0,97.22,76.49,2.58,0,14.09,0,1.86,2.19,2.78,1.38,0,0,0,0,1.4,0,4569,7149.178,0.639094466846951,0.665732,0.6390945,0.02663757,96,4,3558,426,3132,11.97,88.03,118,18,100,15.25,84.75,0,0,0,,,644,10,634,1.55,98.45,0,0,0,,,149,64,85,42.95,57.05,100,0,100,0,100,127,64,63,50.39,49.61,3495,426,3069,12.19,87.81,56369.3352059925,61909.7565543071,36301.0299625468,,43477.7996254682,,23247.6029962547,15251.4138576779,12786.9288389513,62634.531835206,4569,149,294,234,153,89,8,91,441,256,373,294,236,469,386,169,130,199,82,99,125,165,44,83,3.26,6.43,5.12,3.35,1.95,0.18,1.99,9.65,5.6,8.16,6.43,5.17,10.26,8.45,3.7,2.85,4.36,1.79,2.17,2.74,3.61,0.96,1.82,98635
"25017373500","Census Tract 3735, Middlesex County, Massachusetts","Census Tract 3735, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003559",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500",,,"3382832","10727",6444,6444,5598,178,0,481,38,28,121,86.87,2.76,0,7.46,0.59,0.43,1.88,6444,6207,5369,178,0,481,38,28,113,237,229,0,0,0,0,0,8,96.32,83.32,2.76,0,7.46,0.59,0.43,1.75,3.68,3.55,0,0,0,0,0,0.12,6444,4933.701,1.30611879282838,1.310261,1.306119,0.004141718,99.68,0.32,4143,239,3904,5.77,94.23,132,0,132,0,100,0,0,0,,,385,50,335,12.99,87.01,0,0,0,,,28,0,28,0,100,103,0,103,0,100,138,0,138,0,100,4013,239,3774,5.96,94.04,70724.1198501873,71122.6217228464,117828.286516854,,64846.2172284644,,,38101.7602996255,30185.2715355805,72974.4101123595,6444,228,406,341,304,1377,465,64,134,116,255,167,377,420,441,369,167,219,68,133,83,100,118,92,3.54,6.3,5.29,4.72,21.37,7.22,0.99,2.08,1.8,3.96,2.59,5.85,6.52,6.84,5.73,2.59,3.4,1.06,2.06,1.29,1.55,1.83,1.43,175457
"25017373600","Census Tract 3736, Middlesex County, Massachusetts","Census Tract 3736, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003560",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600",,,"3008902","92136",8789,8789,7482,342,0,536,106,97,226,85.13,3.89,0,6.1,1.21,1.1,2.57,8789,8446,7242,342,0,536,106,32,188,343,240,0,0,0,0,65,38,96.1,82.4,3.89,0,6.1,1.21,0.36,2.14,3.9,2.73,0,0,0,0,0.74,0.43,8789,7565.353,1.16174360653408,1.197317,1.161744,0.03557391,97.03,2.97,2280,285,1995,12.5,87.5,5,0,5,0,100,0,0,0,,,95,8,87,8.42,91.58,0,0,0,,,0,0,0,,,54,18,36,33.33,66.67,56,7,49,12.5,87.5,2230,278,1952,12.47,87.53,38714.456928839,43977.1722846442,6527.95880149813,,13804.3539325843,6034.8127340824,344.953183520599,4070.9456928839,13436.9850187266,44815.2715355805,8789,178,201,146,236,2893,699,1982,591,157,251,135,208,179,239,147,33,101,73,100,53,54,72,61,2.03,2.29,1.66,2.69,32.92,7.95,22.55,6.72,1.79,2.86,1.54,2.37,2.04,2.72,1.67,0.38,1.15,0.83,1.14,0.6,0.61,0.82,0.69,170453
"25021400300","Census Tract 4003, Norfolk County, Massachusetts","Census Tract 4003, Norfolk County, Massachusetts","ma","140","00","ACSSF","0003613",,,,,"25","021",,,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300",,,"525897","0",3969,3969,3060,101,0,683,0,42,83,77.1,2.54,0,17.21,0,1.06,2.09,3969,3864,3027,71,0,673,0,10,83,105,33,30,0,10,0,32,0,97.35,76.27,1.79,0,16.96,0,0.25,2.09,2.65,0.83,0.76,0,0.25,0,0.81,0,3969,19546.91,0.203049975521122,0.20305,0.20305,0,100,0,3060,348,2712,11.37,88.63,101,14,87,13.86,86.14,0,0,0,,,683,108,575,15.81,84.19,0,0,0,,,42,0,42,0,100,83,27,56,32.53,67.47,105,10,95,9.52,90.48,3027,348,2679,11.5,88.5,74603.2865168539,85771.3014981273,32655.9831460674,,42391.8820224719,,14439.4662921348,9413.36142322097,35375.7584269663,86103.8014981273,3969,158,251,203,133,18,85,64,565,480,324,238,177,165,205,292,136,163,67,51,73,63,39,19,3.98,6.32,5.11,3.35,0.45,2.14,1.61,14.24,12.09,8.16,6,4.46,4.16,5.17,7.36,3.43,4.11,1.69,1.28,1.84,1.59,0.98,0.48,134630
"25021400600","Census Tract 4006, Norfolk County, Massachusetts","Census Tract 4006, Norfolk County, Massachusetts","ma","140","00","ACSSF","0003616",,,,,"25","021",,,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600",,,"1224975","2054",5336,5336,4342,37,0,617,0,130,210,81.37,0.69,0,11.56,0,2.44,3.94,5336,4945,4048,37,0,617,0,50,193,391,294,0,0,0,0,80,17,92.67,75.86,0.69,0,11.56,0,0.94,3.62,7.33,5.51,0,0,0,0,1.5,0.32,5336,11282.01,0.472965511809321,0.4737586,0.4729655,0.0007930539,99.83,0.17,4239,314,3925,7.41,92.59,19,0,19,0,100,0,0,0,,,599,0,599,0,100,0,0,0,,,113,21,92,18.58,81.42,193,0,193,0,100,357,21,336,5.88,94.12,3945,314,3631,7.96,92.04,89858.436329588,94185.9176029963,,,97544.5411985019,,33678.3895131086,17798.0898876405,28443.0711610487,98814.765917603,5336,511,309,164,104,102,53,78,251,778,415,301,389,355,256,391,150,128,118,116,159,108,63,37,9.58,5.79,3.07,1.95,1.91,0.99,1.46,4.7,14.58,7.78,5.64,7.29,6.65,4.8,7.33,2.81,2.4,2.21,2.17,2.98,2.02,1.18,0.69,151522
