"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is  Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income in 2011 Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income in 2011 At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2011 Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2011 At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 Below Poverty Level","Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 At or Above Poverty Level","% Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 Below Poverty Level","% Black or African American Alone Population for &nbsp;&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2011 Below Poverty Level","American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2011 At or Above Poverty Level","% American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2011 Below Poverty Level","% American Indian and Alaska Native Alone &nbsp; Population&nbsp;&nbsp; For&nbsp;&nbsp; Whom Poverty Status Is Determined: Income in 2011 At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2011 Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2011 At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2011 Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2011 At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2011 Below Poverty Level","Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2011 At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2011 Below Poverty Level","% Native Hawaiian and Other Pacific Islander&nbsp; Alone&nbsp;&nbsp; &nbsp;&nbsp; Population for Whom Poverty<br />&nbsp;&nbsp; Status Is Determined: Income in 2011 At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2011 Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2011 At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2011 Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2011 At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2011 Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2011 At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2011 Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2011 At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2011 Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2011 At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2011 Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2011 At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 Below Poverty Level","White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 Below Poverty Level","% White Alone, Not Hispanic or Latino Population &nbsp; For&nbsp;&nbsp; Whom&nbsp;&nbsp; Poverty Status Is Determined: Income in 2011 At or Above Poverty Level","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Per Capita Income (In 2011 Inflation Adjusted Dollars)","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2011 Inflation Adjusted Dollars)"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"25017353300","Census Tract 3533, Middlesex County, Massachusetts","Census Tract 3533, Middlesex County, Massachusetts","MA","140","00","ACSSF","0003473",,,,,"25","017",,,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300",,,"474790","50244",3956,3956,2993,235,0,302,0,228,198,75.66,5.94,0,7.63,0,5.76,5.01,3956,3603,2899,184,0,302,0,31,187,353,94,51,0,0,0,197,11,91.08,73.28,4.65,0,7.63,0,0.78,4.73,8.92,2.38,1.29,0,0,0,4.98,0.28,3956,21580.05,0.183317451663869,0.2027168,0.1833175,0.01939932,90.43,9.57,2993,158,2835,5.28,94.72,235,47,188,20,80,0,0,0,,,302,0,302,0,100,0,0,0,,,228,79,149,34.65,65.35,198,0,198,0,100,353,89,264,25.21,74.79,2899,158,2741,5.45,94.55,50939,54603,34088,,62813,,16602,36979,37130,53736,3956,113,94,177,40,11,6,131,165,775,515,321,290,311,252,181,105,157,86,12,82,42,43,47,2.86,2.38,4.47,1.01,0.28,0.15,3.31,4.17,19.59,13.02,8.11,7.33,7.86,6.37,4.58,2.65,3.97,2.17,0.3,2.07,1.06,1.09,1.19,102723
"25017353900","Census Tract 3539, Middlesex County, Massachusetts","Census Tract 3539, Middlesex County, Massachusetts","MA","140","00","ACSSF","0003479",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900",,,"323188","67860",4391,4391,2694,237,3,1175,13,30,239,61.35,5.4,0.07,26.76,0.3,0.68,5.44,4391,4105,2442,237,3,1175,13,0,235,286,252,0,0,0,0,30,4,93.49,55.61,5.4,0.07,26.76,0.3,0,5.35,6.51,5.74,0,0,0,0,0.68,0.09,4391,35188.92,0.124783589730918,0.1509845,0.1247836,0.02620089,82.65,17.35,1481,254,1227,17.15,82.85,123,62,61,50.41,49.59,3,0,3,0,100,787,298,489,37.87,62.13,13,13,0,100,0,10,0,10,0,100,121,27,94,22.31,77.69,149,38,111,25.5,74.5,1342,216,1126,16.1,83.9,20398,23458,10971,,17627,,13907,10448,15365,24270,4391,189,86,22,8,724,437,434,367,895,572,146,145,88,37,24,0,36,38,39,17,42,31,14,4.3,1.96,0.5,0.18,16.49,9.95,9.88,8.36,20.38,13.03,3.32,3.3,2,0.84,0.55,0,0.82,0.87,0.89,0.39,0.96,0.71,0.32,41348
"25017354100","Census Tract 3541, Middlesex County, Massachusetts","Census Tract 3541, Middlesex County, Massachusetts","MA","140","00","ACSSF","0003481",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100",,,"587466","51689",2971,2971,2353,175,6,263,0,64,110,79.2,5.89,0.2,8.85,0,2.15,3.7,2971,2698,2228,162,6,263,0,0,39,273,125,13,0,0,0,64,71,90.81,74.99,5.45,0.2,8.85,0,0,1.31,9.19,4.21,0.44,0,0,0,2.15,2.39,2971,13098.38,0.226821900333129,0.2467791,0.2268219,0.01995724,91.91,8.09,2261,179,2082,7.92,92.08,141,117,24,82.98,17.02,6,0,6,0,100,233,74,159,31.76,68.24,0,0,0,,,55,36,19,65.45,34.55,100,0,100,0,100,238,96,142,40.34,59.66,2160,132,2028,6.11,93.89,89299,106431,11404,,38530,,17859,8705,57054,106182,2971,67,98,5,30,72,4,36,222,495,400,121,126,48,196,144,86,169,63,68,196,118,128,79,2.26,3.3,0.17,1.01,2.42,0.13,1.21,7.47,16.66,13.46,4.07,4.24,1.62,6.6,4.85,2.89,5.69,2.12,2.29,6.6,3.97,4.31,2.66,73143
"25017354200","Census Tract 3542, Middlesex County, Massachusetts","Census Tract 3542, Middlesex County, Massachusetts","MA","140","00","ACSSF","0003482",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200",,,"1572663","59367",3444,3444,3207,72,0,78,0,11,76,93.12,2.09,0,2.26,0,0.32,2.21,3444,3423,3198,72,0,78,0,11,64,21,9,0,0,0,0,0,12,99.39,92.86,2.09,0,2.26,0,0.32,1.86,0.61,0.26,0,0,0,0,0,0.35,3444,5671.856,0.607208604827513,0.6301304,0.6072086,0.02292173,96.36,3.64,3206,141,3065,4.4,95.6,72,53,19,73.61,26.39,0,0,0,,,78,30,48,38.46,61.54,0,0,0,,,11,0,11,0,100,64,0,64,0,100,21,0,21,0,100,3197,141,3056,4.41,95.59,128053,135514,9304,,13497,,,61816,,135749,3444,124,215,351,76,14,0,63,22,187,187,210,220,296,180,181,117,128,176,120,209,213,68,87,3.6,6.24,10.19,2.21,0.41,0,1.83,0.64,5.43,5.43,6.1,6.39,8.59,5.23,5.26,3.4,3.72,5.11,3.48,6.07,6.18,1.97,2.53,142222
"25017373100","Census Tract 3731, Middlesex County, Massachusetts","Census Tract 3731, Middlesex County, Massachusetts","MA","140","00","ACSSF","0003555",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100",,,"1655248","68991",4638,4638,3618,109,0,632,0,154,125,78.01,2.35,0,13.63,0,3.32,2.7,4638,4429,3485,109,0,632,0,78,125,209,133,0,0,0,0,76,0,95.49,75.14,2.35,0,13.63,0,1.68,2.7,4.51,2.87,0,0,0,0,1.64,0,4638,7257.139,0.639094852949126,0.6657324,0.6390948,0.02663757,96,4,3613,354,3259,9.8,90.2,107,17,90,15.89,84.11,0,0,0,,,632,11,621,1.74,98.26,0,0,0,,,153,75,78,49.02,50.98,125,0,125,0,100,208,75,133,36.06,63.94,3480,354,3126,10.17,89.83,46457,51643,38197,,31906,,17316,,15096,52773,4638,148,300,226,71,77,14,85,382,309,426,356,259,367,419,220,88,239,70,111,94,137,67,173,3.19,6.47,4.87,1.53,1.66,0.3,1.83,8.24,6.66,9.18,7.68,5.58,7.91,9.03,4.74,1.9,5.15,1.51,2.39,2.03,2.95,1.44,3.73,77575
"25017373500","Census Tract 3735, Middlesex County, Massachusetts","Census Tract 3735, Middlesex County, Massachusetts","MA","140","00","ACSSF","0003559",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500",,,"3382831","10727",5716,5716,4700,228,0,520,0,37,231,82.23,3.99,0,9.1,0,0.65,4.04,5716,5541,4601,228,0,520,0,27,165,175,99,0,0,0,0,10,66,96.94,80.49,3.99,0,9.1,0,0.47,2.89,3.06,1.73,0,0,0,0,0.17,1.15,5716,4376.326,1.30611840672621,1.31026,1.306118,0.004141718,99.68,0.32,4125,227,3898,5.5,94.5,204,0,204,0,100,0,0,0,,,474,80,394,16.88,83.12,0,0,0,,,31,4,27,12.9,87.1,147,0,147,0,100,68,4,64,5.88,94.12,4067,227,3840,5.58,94.42,68861,73046,67692,,56225,,,24072,21328,74098,5716,177,391,383,351,448,267,72,160,142,390,161,364,398,501,480,175,156,99,134,88,125,111,143,3.1,6.84,6.7,6.14,7.84,4.67,1.26,2.8,2.48,6.82,2.82,6.37,6.96,8.76,8.4,3.06,2.73,1.73,2.34,1.54,2.19,1.94,2.5,137721
"25017373600","Census Tract 3736, Middlesex County, Massachusetts","Census Tract 3736, Middlesex County, Massachusetts","MA","140","00","ACSSF","0003560",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600",,,"3008902","92136",6924,6924,5783,316,0,630,38,30,127,83.52,4.56,0,9.1,0.55,0.43,1.83,6924,6661,5575,311,0,630,38,7,100,263,208,5,0,0,0,23,27,96.2,80.52,4.49,0,9.1,0.55,0.1,1.44,3.8,3,0.07,0,0,0,0.33,0.39,6924,5960.007,1.16174360653408,1.197317,1.161744,0.03557391,97.03,2.97,2345,284,2061,12.11,87.89,12,4,8,33.33,66.67,0,0,0,,,121,4,117,3.31,96.69,0,0,0,,,0,0,0,,,25,0,25,0,100,50,4,46,8,92,2303,280,2023,12.16,87.84,41177,47979,5126,,8762,4861,800,2335,13746,49144,6924,144,201,184,178,1568,823,1295,769,184,217,70,158,195,252,155,46,126,67,109,27,27,53,76,2.08,2.9,2.66,2.57,22.65,11.89,18.7,11.11,2.66,3.13,1.01,2.28,2.82,3.64,2.24,0.66,1.82,0.97,1.57,0.39,0.39,0.77,1.1,137460
"25021400300","Census Tract 4003, Norfolk County, Massachusetts","Census Tract 4003, Norfolk County, Massachusetts","MA","140","00","ACSSF","0003613",,,,,"25","021",,,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300",,,"525897","0",4137,4137,3291,96,0,617,0,41,92,79.55,2.32,0,14.91,0,0.99,2.22,4137,4000,3231,68,0,609,0,0,92,137,60,28,0,8,0,41,0,96.69,78.1,1.64,0,14.72,0,0,2.22,3.31,1.45,0.68,0,0.19,0,0.99,0,4137,20374.29,0.203049975521122,0.20305,0.20305,0,100,0,3241,359,2882,11.08,88.92,96,12,84,12.5,87.5,0,0,0,,,617,94,523,15.24,84.76,0,0,0,,,41,0,41,0,100,92,31,61,33.7,66.3,137,8,129,5.84,94.16,3181,359,2822,11.29,88.71,61498,69342,28155,,36701,,9422,,33527,69699,4137,146,235,254,165,65,104,61,488,494,404,211,194,149,269,286,145,163,74,47,70,80,16,17,3.53,5.68,6.14,3.99,1.57,2.51,1.47,11.8,11.94,9.77,5.1,4.69,3.6,6.5,6.91,3.5,3.94,1.79,1.14,1.69,1.93,0.39,0.41,111793
"25021400600","Census Tract 4006, Norfolk County, Massachusetts","Census Tract 4006, Norfolk County, Massachusetts","MA","140","00","ACSSF","0003616",,,,,"25","021",,,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600",,,"1224975","2054",5682,5682,4164,23,0,1046,0,193,256,73.28,0.4,0,18.41,0,3.4,4.51,5682,5124,3734,23,0,1046,0,74,247,558,430,0,0,0,0,119,9,90.18,65.72,0.4,0,18.41,0,1.3,4.35,9.82,7.57,0,0,0,0,2.09,0.16,5682,12013.56,0.472965511809321,0.4737586,0.4729655,0.0007930539,99.83,0.17,4023,276,3747,6.86,93.14,0,0,0,,,0,0,0,,,1037,16,1021,1.54,98.46,0,0,0,,,184,29,155,15.76,84.24,247,0,247,0,100,533,42,491,7.88,92.12,3600,263,3337,7.31,92.69,73952,79826,1887,,76594,,26918,9540,19463,86748,5682,480,352,272,127,145,70,83,311,562,499,362,433,359,305,407,133,127,122,148,174,108,88,15,8.45,6.2,4.79,2.24,2.55,1.23,1.46,5.47,9.89,8.78,6.37,7.62,6.32,5.37,7.16,2.34,2.24,2.15,2.6,3.06,1.9,1.55,0.26,138506
