"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Area (Land)","Area (Water)","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is  Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income in 2009 Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income in 2009 At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2009 Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2009 At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2009 Below Poverty Level","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2009 Below Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2009 Below Poverty Level","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2009 Below Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2009 Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2009 At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2009 Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2009 At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2009 Below Poverty Level","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2009 Below Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2009 Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2009 At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2009 Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2009 At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2009 Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2009 At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2009 Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2009 At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2009 Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2009 At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2009 Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2009 At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2009 Below Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2009 Below Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income in 2009 At or Above Poverty Level","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2009 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"25017353300","Census Tract 3533, Middlesex County, Massachusetts","Census Tract 3533, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004061",,,,,"25","017",,,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300","473193","43657      ",4974,4974,3882,253,0,323,0,384,132,78.05,5.09,0,6.49,0,7.72,2.65,4974,4468,3796,197,0,323,0,35,117,506,86,56,0,0,0,349,15,89.83,76.32,3.96,0,6.49,0,0.7,2.35,10.17,1.73,1.13,0,0,0,7.02,0.3,4974,27224.83,0.182700846490408,0.1995569,0.1827008,0.01685606,91.55,8.45,3882,305,3577,7.86,92.14,253,36,217,14.23,85.77,0,0,0,,,323,26,297,8.05,91.95,0,0,0,,,384,109,275,28.39,71.61,132,29,103,21.97,78.03,506,160,346,31.62,68.38,3796,266,3530,7.01,92.99,54365.0158629442,57038.5184010152,35211.2436548223,,64798.258248731,,37288.5247461929,36577.1097715736,46131.8432741117,56601.7956852792,4974,188,151,157,83,12,9,171,180,975,582,362,405,566,308,189,124,140,84,74,48,0,72,94,3.78,3.04,3.16,1.67,0.24,0.18,3.44,3.62,19.6,11.7,7.28,8.14,11.38,6.19,3.8,2.49,2.81,1.69,1.49,0.97,0,1.45,1.89,113966
"25017353900","Census Tract 3539, Middlesex County, Massachusetts","Census Tract 3539, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004067",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900","336705","43675      ",3191,3191,1979,273,0,753,0,60,126,62.02,8.56,0,23.6,0,1.88,3.95,3191,2948,1805,273,0,753,0,23,94,243,174,0,0,0,0,37,32,92.38,56.57,8.56,0,23.6,0,0.72,2.95,7.62,5.45,0,0,0,0,1.16,1,3191,24545.68,0.130002532830268,0.1468655,0.1300025,0.01686301,88.52,11.48,1418,205,1213,14.46,85.54,172,56,116,32.56,67.44,0,0,0,,,581,329,252,56.63,43.37,0,0,0,,,43,0,43,0,100,89,24,65,26.97,73.03,140,7,133,5,95,1312,198,1114,15.09,84.91,32959.2734771574,39412.6427664975,29324.980964467,,19899.3654822335,,38763.2550761421,14759.961928934,20575.3362944162,41325.3616751269,3191,134,99,14,0,201,273,275,254,878,369,208,138,37,48,29,25,19,43,26,28,52,41,0,4.2,3.1,0.44,0,6.3,8.56,8.62,7.96,27.51,11.56,6.52,4.32,1.16,1.5,0.91,0.78,0.6,1.35,0.81,0.88,1.63,1.28,0,41279
"25017354100","Census Tract 3541, Middlesex County, Massachusetts","Census Tract 3541, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004069",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100","611080","14647      ",3392,3392,2594,202,6,328,0,101,161,76.47,5.96,0.18,9.67,0,2.98,4.75,3392,3080,2489,185,6,328,0,11,61,312,105,17,0,0,0,90,100,90.8,73.38,5.45,0.18,9.67,0,0.32,1.8,9.2,3.1,0.5,0,0,0,2.65,2.95,3392,14376.58,0.235939317093361,0.2415946,0.2359393,0.005655238,97.66,2.34,2435,167,2268,6.86,93.14,156,135,21,86.54,13.46,6,0,6,0,100,328,114,214,34.76,65.24,0,0,0,,,101,39,62,38.61,61.39,138,0,138,0,100,266,83,183,31.2,68.8,2353,140,2213,5.95,94.05,103069.092639594,130416.795685279,6253.36294416244,,17994.241751269,,20438.6230964467,8076.20558375634,80711.421319797,126681.234137056,3392,60,120,9,32,114,45,69,276,538,403,150,142,81,207,175,132,167,84,69,142,152,156,69,1.77,3.54,0.27,0.94,3.36,1.33,2.03,8.14,15.86,11.88,4.42,4.19,2.39,6.1,5.16,3.89,4.92,2.48,2.03,4.19,4.48,4.6,2.03,83386
"25017354200","Census Tract 3542, Middlesex County, Massachusetts","Census Tract 3542, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004070",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200","1577438","55542      ",3581,3581,3344,41,0,121,0,11,64,93.38,1.14,0,3.38,0,0.31,1.79,3581,3521,3301,41,0,121,0,11,47,60,43,0,0,0,0,0,17,98.32,92.18,1.14,0,3.38,0,0.31,1.31,1.68,1.2,0,0,0,0,0,0.47,3581,5879.627,0.609052242713094,0.6304972,0.6090522,0.02144489,96.6,3.4,3344,250,3094,7.48,92.52,41,32,9,78.05,21.95,0,0,0,,,121,76,45,62.81,37.19,0,0,0,,,11,0,11,0,100,64,17,47,26.56,73.44,60,17,43,28.33,71.67,3301,250,3051,7.57,92.43,132821.935279188,139082.893401015,,,49563.597715736,,,61247.5126903553,37855.6313451777,140255.08248731,3581,148,230,249,94,23,0,70,18,227,169,248,242,248,230,188,114,185,186,65,214,260,110,63,4.13,6.42,6.95,2.62,0.64,0,1.95,0.5,6.34,4.72,6.93,6.76,6.93,6.42,5.25,3.18,5.17,5.19,1.82,5.98,7.26,3.07,1.76,150910
"25017373100","Census Tract 3731, Middlesex County, Massachusetts","Census Tract 3731, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004140",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100","1735412","0          ",4709,4709,3910,112,0,443,0,150,94,83.03,2.38,0,9.41,0,3.19,2,4709,4597,3847,112,0,443,0,101,94,112,63,0,0,0,0,49,0,97.62,81.69,2.38,0,9.41,0,2.14,2,2.38,1.34,0,0,0,0,1.04,0,4709,7027.872,0.670046347705086,0.6700463,0.6700463,0,100,0,3910,333,3577,8.52,91.48,112,17,95,15.18,84.82,0,0,0,,,443,0,443,0,100,0,0,0,,,150,49,101,32.67,67.33,94,0,94,0,100,112,49,63,43.75,56.25,3847,333,3514,8.66,91.34,58755.0285532995,62615.9105329949,34293.4930203046,,52977.6300761421,,26852.7506345178,5431.81789340101,32436.4720812183,62747.5602791878,4709,253,424,236,104,36,13,96,393,234,466,414,297,481,324,187,100,187,90,53,123,62,28,108,5.37,9,5.01,2.21,0.76,0.28,2.04,8.35,4.97,9.9,8.79,6.31,10.21,6.88,3.97,2.12,3.97,1.91,1.13,2.61,1.32,0.59,2.29,112261
"25017373500","Census Tract 3735, Middlesex County, Massachusetts","Census Tract 3735, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004144",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500","3378102","7598       ",5573,5573,5005,132,0,333,0,29,74,89.81,2.37,0,5.98,0,0.52,1.33,5573,5343,4775,132,0,333,0,29,74,230,230,0,0,0,0,0,0,95.87,85.68,2.37,0,5.98,0,0.52,1.33,4.13,4.13,0,0,0,0,0,0,5573,4272.814,1.30429252954068,1.307226,1.304293,0.002933604,99.78,0.22,4356,304,4052,6.98,93.02,115,0,115,0,100,0,0,0,,,279,47,232,16.85,83.15,0,0,0,,,29,0,29,0,100,55,0,55,0,100,176,79,97,44.89,55.11,4180,225,3955,5.38,94.62,80093.6802030457,81167.1319796954,145623.607233503,,51343.4010152284,,,51376.3134517766,17914.4923857868,84212.7982233503,5573,229,394,329,259,783,227,63,104,259,297,159,373,434,433,297,146,219,73,132,122,69,121,51,4.11,7.07,5.9,4.65,14.05,4.07,1.13,1.87,4.65,5.33,2.85,6.69,7.79,7.77,5.33,2.62,3.93,1.31,2.37,2.19,1.24,2.17,0.92,187291
"25017373600","Census Tract 3736, Middlesex County, Massachusetts","Census Tract 3736, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004145",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600","3300242","58050      ",10055,10055,8409,377,0,821,169,127,152,83.63,3.75,0,8.17,1.68,1.26,1.51,10055,9715,8160,377,0,821,169,36,152,340,249,0,0,0,0,91,0,96.62,81.15,3.75,0,8.17,1.68,0.36,1.51,3.38,2.48,0,0,0,0,0.91,0,10055,7891.036,1.2742306141959,1.296644,1.274231,0.02241323,98.27,1.73,2409,245,2164,10.17,89.83,0,0,0,,,0,0,0,,,261,27,234,10.34,89.66,0,0,0,,,0,0,0,,,54,21,33,38.89,61.11,24,0,24,0,100,2385,245,2140,10.27,89.73,39839.2385786802,43478.5945431472,1583.59454314721,,40498.7531725888,4365.96129441624,300.009517766497,2255.76776649746,7763.53743654822,44487.4873096447,10055,213,198,196,291,3111,1316,1984,721,184,271,220,211,221,227,144,40,99,93,64,35,118,63,35,2.12,1.97,1.95,2.89,30.94,13.09,19.73,7.17,1.83,2.7,2.19,2.1,2.2,2.26,1.43,0.4,0.98,0.92,0.64,0.35,1.17,0.63,0.35,145158
"25021400300","Census Tract 4003, Norfolk County, Massachusetts","Census Tract 4003, Norfolk County, Massachusetts","ma","140","00","ACSSF","0004191",,,,,"25","021",,,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300","531959","0          ",3987,3987,3187,106,0,602,0,26,66,79.93,2.66,0,15.1,0,0.65,1.66,3987,3879,3132,78,0,595,0,8,66,108,55,28,0,7,0,18,0,97.29,78.56,1.96,0,14.92,0,0.2,1.66,2.71,1.38,0.7,0,0.18,0,0.45,0,3987,19411.8,0.205390526905916,0.2053905,0.2053905,0,100,0,3187,350,2837,10.98,89.02,106,13,93,12.26,87.74,0,0,0,,,602,101,501,16.78,83.22,0,0,0,,,26,0,26,0,100,66,18,48,27.27,72.73,108,7,101,6.48,93.52,3132,350,2782,11.17,88.83,76035.3236040609,85988.8039340102,30994.6541878173,,41676.0057106599,,17901.8337563452,4040.6345177665,34658.0615482233,86844.527284264,3987,163,209,207,131,23,79,39,622,484,276,287,164,199,207,331,89,142,52,50,120,58,39,16,4.09,5.24,5.19,3.29,0.58,1.98,0.98,15.6,12.14,6.92,7.2,4.11,4.99,5.19,8.3,2.23,3.56,1.3,1.25,3.01,1.45,0.98,0.4,148652
"25021400600","Census Tract 4006, Norfolk County, Massachusetts","Census Tract 4006, Norfolk County, Massachusetts","ma","140","00","ACSSF","0004194",,,,,"25","021",,,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600","1216750","0          ",5066,5066,4110,58,0,568,0,81,249,81.13,1.14,0,11.21,0,1.6,4.92,5066,4803,3919,58,0,568,0,29,229,263,191,0,0,0,0,52,20,94.81,77.36,1.14,0,11.21,0,0.57,4.52,5.19,3.77,0,0,0,0,1.03,0.39,5066,10783.55,0.469789821420022,0.4697898,0.4697898,0,100,0,3988,294,3694,7.37,92.63,37,0,37,0,100,0,0,0,,,547,0,547,0,100,0,0,0,,,61,17,44,27.87,72.13,229,0,229,0,100,223,17,206,7.62,92.38,3797,294,3503,7.74,92.26,84811.5513959391,86738.1947969543,,,104083.048857868,,23043.769035533,31708.6008883249,30595.9073604061,89100.2950507614,5066,526,271,176,92,101,52,71,207,711,457,346,351,289,219,329,151,90,73,127,173,142,64,48,10.38,5.35,3.47,1.82,1.99,1.03,1.4,4.09,14.03,9.02,6.83,6.93,5.7,4.32,6.49,2.98,1.78,1.44,2.51,3.41,2.8,1.26,0.95,131438
