"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","% Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income Below Poverty Level","American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income At or Above Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income Below Poverty Level","% American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income Below Poverty Level","Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income Below Poverty Level","% Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2016 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"25017353300","Census Tract 3533, Middlesex County, Massachusetts","Census Tract 3533, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001643",,,,,"25","017",,,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300",,,"474775","50195",3619,3619,2784,222,0,414,0,42,157,76.93,6.13,0,11.44,0,1.16,4.34,3619,3434,2663,222,0,414,0,9,126,185,121,0,0,0,0,33,31,94.89,73.58,6.13,0,11.44,0,0.25,3.48,5.11,3.34,0,0,0,0,0.91,0.86,3619,19742.33,0.183311660131244,0.2026921,0.1833117,0.0193804,90.44,9.56,2784,190,2594,6.82,93.18,222,36,186,16.22,83.78,0,0,0,,,414,35,379,8.45,91.55,0,0,0,,,42,0,42,0,100,157,67,90,42.68,57.32,185,62,123,33.51,66.49,2663,137,2526,5.14,94.86,74215.8064516129,80687.4193548387,31064.1935483871,,80930.1612903226,,,6288.70967741936,27438.8709677419,83080.9677419355,3619,222,135,152,86,14,0,28,186,517,563,273,267,169,238,117,81,63,70,116,119,97,30,76,6.13,3.73,4.2,2.38,0.39,0,0.77,5.14,14.29,15.56,7.54,7.38,4.67,6.58,3.23,2.24,1.74,1.93,3.21,3.29,2.68,0.83,2.1,109001
"25017353900","Census Tract 3539, Middlesex County, Massachusetts","Census Tract 3539, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001649",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900",,,"323192","67863",6287,6287,4044,489,16,1330,6,147,255,64.32,7.78,0.25,21.15,0.1,2.34,4.06,6287,5602,3526,463,16,1321,6,43,227,685,518,26,0,9,0,104,28,89.1,56.08,7.36,0.25,21.01,0.1,0.68,3.61,10.9,8.24,0.41,0,0.14,0,1.65,0.45,6287,50382.61,0.124785134139618,0.1509872,0.1247851,0.02620205,82.65,17.35,1652,363,1289,21.97,78.03,191,51,140,26.7,73.3,0,0,0,,,646,175,471,27.09,72.91,0,0,0,,,64,0,64,0,100,74,18,56,24.32,75.68,297,203,94,68.35,31.65,1394,163,1231,11.69,88.31,22355.9677419355,23426.2903225806,20773.064516129,,22260,,14546.4516129032,14462.9032258065,10287.7419354839,25410,6287,190,33,15,7,1111,874,1089,718,860,665,223,134,56,32,40,57,20,20,23,82,0,28,10,3.02,0.52,0.24,0.11,17.67,13.9,17.32,11.42,13.68,10.58,3.55,2.13,0.89,0.51,0.64,0.91,0.32,0.32,0.37,1.3,0,0.45,0.16,61238
"25017354100","Census Tract 3541, Middlesex County, Massachusetts","Census Tract 3541, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001651",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100",,,"587524","51685",2791,2791,2331,71,0,273,0,19,97,83.52,2.54,0,9.78,0,0.68,3.48,2791,2655,2224,71,0,273,0,0,87,136,107,0,0,0,0,19,10,95.13,79.68,2.54,0,9.78,0,0,3.12,4.87,3.83,0,0,0,0,0.68,0.36,2791,12303.59,0.226844294259278,0.2468,0.2268443,0.01995569,91.91,8.09,2097,90,2007,4.29,95.71,50,10,40,20,80,0,0,0,,,229,19,210,8.3,91.7,0,0,0,,,0,0,0,,,79,20,59,25.32,74.68,76,3,73,3.95,96.05,2021,87,1934,4.3,95.7,107776.290322581,118674.838709677,29416.935483871,,69479.5161290323,,,30520,45624.1935483871,121689.35483871,2791,71,100,23,15,172,62,29,187,415,299,180,89,90,77,124,76,156,44,217,112,77,87,89,2.54,3.58,0.82,0.54,6.16,2.22,1.04,6.7,14.87,10.71,6.45,3.19,3.22,2.76,4.44,2.72,5.59,1.58,7.77,4.01,2.76,3.12,3.19,128679
"25017354200","Census Tract 3542, Middlesex County, Massachusetts","Census Tract 3542, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001652",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200",,,"1572738","59756",3408,3408,3074,17,0,176,8,82,51,90.2,0.5,0,5.16,0.23,2.41,1.5,3408,3297,3063,17,0,176,0,0,41,111,11,0,0,0,8,82,10,96.74,89.88,0.5,0,5.16,0,0,1.2,3.26,0.32,0,0,0,0.23,2.41,0.29,3408,5612.301,0.607237562490637,0.6303095,0.6072376,0.02307192,96.34,3.66,3040,164,2876,5.39,94.61,17,0,17,0,100,0,0,0,,,176,0,176,0,100,8,0,8,0,100,82,0,82,0,100,45,0,45,0,100,111,0,111,0,100,3029,164,2865,5.41,94.59,129170.322580645,136326.129032258,,,58920.8064516129,,,58085.3225806452,142593.387096774,134081.612903226,3408,155,308,190,116,66,23,16,15,104,318,121,338,160,151,301,143,176,59,177,183,128,57,103,4.55,9.04,5.58,3.4,1.94,0.67,0.47,0.44,3.05,9.33,3.55,9.92,4.69,4.43,8.83,4.2,5.16,1.73,5.19,5.37,3.76,1.67,3.02,170457
"25017373100","Census Tract 3731, Middlesex County, Massachusetts","Census Tract 3731, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001725",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100",,,"1656432","61372",4942,4942,3597,285,0,822,0,22,216,72.78,5.77,0,16.63,0,0.45,4.37,4942,4799,3524,285,0,822,0,19,149,143,73,0,0,0,0,3,67,97.11,71.31,5.77,0,16.63,0,0.38,3.01,2.89,1.48,0,0,0,0,0.06,1.36,4942,7727.284,0.639551997924315,0.6632479,0.639552,0.02369586,96.43,3.57,3581,173,3408,4.83,95.17,285,58,227,20.35,79.65,0,0,0,,,821,0,821,0,100,0,0,0,,,19,0,19,0,100,215,0,215,0,100,138,14,124,10.14,89.86,3510,159,3351,4.53,95.47,60346.7741935484,68336.935483871,54007.2580645161,,34165.6451612903,,,34831.7741935484,13990.9677419355,69329.3548387097,4942,137,313,324,291,36,32,0,142,342,442,263,357,548,303,233,121,227,183,109,148,149,76,166,2.77,6.33,6.56,5.89,0.73,0.65,0,2.87,6.92,8.94,5.32,7.22,11.09,6.13,4.71,2.45,4.59,3.7,2.21,2.99,3.01,1.54,3.36,94171
"25017373500","Census Tract 3735, Middlesex County, Massachusetts","Census Tract 3735, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001729",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500",,,"3382829","10729",6367,6367,5212,136,0,664,0,158,197,81.86,2.14,0,10.43,0,2.48,3.09,6367,5964,5017,136,0,647,0,12,152,403,195,0,0,17,0,146,45,93.67,78.8,2.14,0,10.16,0,0.19,2.39,6.33,3.06,0,0,0.27,0,2.29,0.71,6367,4874.752,1.30611763452186,1.31026,1.306118,0.00414249,99.68,0.32,4650,207,4443,4.45,95.55,114,1,113,0.88,99.12,0,0,0,,,467,14,453,3,97,0,0,0,,,136,2,134,1.47,98.53,142,0,142,0,100,302,20,282,6.62,93.38,4513,187,4326,4.14,95.86,98916.7741935484,107281.774193548,53858.2258064516,,85969.0322580645,,11365.9677419355,22578.3870967742,32827.7419354839,109802.903225806,6367,329,476,444,366,633,168,134,218,239,99,177,428,349,486,374,191,244,177,200,225,123,149,138,5.17,7.48,6.97,5.75,9.94,2.64,2.1,3.42,3.75,1.55,2.78,6.72,5.48,7.63,5.87,3,3.83,2.78,3.14,3.53,1.93,2.34,2.17,212634
"25017373600","Census Tract 3736, Middlesex County, Massachusetts","Census Tract 3736, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001730",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600",,,"3008077","92136",6196,6196,4833,326,0,736,0,115,186,78,5.26,0,11.88,0,1.86,3,6196,5659,4473,273,0,736,0,6,171,537,360,53,0,0,0,109,15,91.33,72.19,4.41,0,11.88,0,0.1,2.76,8.67,5.81,0.86,0,0,0,1.76,0.24,6196,5334.825,1.16142507223972,1.196999,1.161425,0.03557391,97.03,2.97,2275,189,2086,8.31,91.69,131,28,103,21.37,78.63,0,0,0,,,162,11,151,6.79,93.21,0,0,0,,,10,0,10,0,100,45,14,31,31.11,68.89,137,11,126,8.03,91.97,2159,189,1970,8.75,91.25,49491.1290322581,57876.4516129032,32195.4838709677,,18643.7096774194,,11756.6129032258,7304.83870967742,27436.6129032258,59579.0322580645,6196,79,212,225,121,1772,510,816,490,213,112,82,144,272,185,210,80,139,80,80,203,75,46,50,1.28,3.42,3.63,1.95,28.6,8.23,13.17,7.91,3.44,1.81,1.32,2.32,4.39,2.99,3.39,1.29,2.24,1.29,1.29,3.28,1.21,0.74,0.81,188810
"25021400300","Census Tract 4003, Norfolk County, Massachusetts","Census Tract 4003, Norfolk County, Massachusetts","ma","140","00","ACSSF","0001783",,,,,"25","021",,,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300",,,"526027","0",4354,4354,3302,28,0,748,17,91,168,75.84,0.64,0,17.18,0.39,2.09,3.86,4354,4110,3135,26,0,748,17,24,160,244,167,2,0,0,0,67,8,94.4,72,0.6,0,17.18,0.39,0.55,3.67,5.6,3.84,0.05,0,0,0,1.54,0.18,4354,21437.7,0.203100168803871,0.2031002,0.2031002,0,100,0,3262,250,3012,7.66,92.34,28,4,24,14.29,85.71,0,0,0,,,748,92,656,12.3,87.7,17,0,17,0,100,91,45,46,49.45,50.55,168,8,160,4.76,95.24,244,47,197,19.26,80.74,3095,250,2845,8.08,91.92,67026.1290322581,75509.6774193548,103624.838709677,,40948.8709677419,,20710.9677419355,36840.3225806452,27379.0322580645,77789.1935483871,4354,193,262,155,162,51,84,77,485,545,520,252,188,271,139,245,29,119,193,133,117,47,49,38,4.43,6.02,3.56,3.72,1.17,1.93,1.77,11.14,12.52,11.94,5.79,4.32,6.22,3.19,5.63,0.67,2.73,4.43,3.05,2.69,1.08,1.13,0.87,143061
"25021400600","Census Tract 4006, Norfolk County, Massachusetts","Census Tract 4006, Norfolk County, Massachusetts","ma","140","00","ACSSF","0001786",,,,,"25","021",,,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600",,,"1226100","553",5323,5323,4230,190,12,707,0,20,164,79.47,3.57,0.23,13.28,0,0.38,3.08,5323,5012,3954,175,12,707,0,0,164,311,276,15,0,0,0,20,0,94.16,74.28,3.29,0.23,13.28,0,0,3.08,5.84,5.19,0.28,0,0,0,0.38,0,5323,11244.19,0.473399876756186,0.4736134,0.4733999,0.0002135145,99.95,0.05,4191,530,3661,12.65,87.35,178,0,178,0,100,12,0,12,0,100,702,0,702,0,100,0,0,0,,,20,0,20,0,100,160,0,160,0,100,304,10,294,3.29,96.71,3915,520,3395,13.28,86.72,72759.3548387097,79986.2903225807,39904.5161290323,,50322.0967741936,,,30800,48215.3225806452,81828.8709677419,5323,282,335,310,133,90,198,174,302,398,438,481,350,333,330,330,108,128,47,153,123,86,49,145,5.3,6.29,5.82,2.5,1.69,3.72,3.27,5.67,7.48,8.23,9.04,6.58,6.26,6.2,6.2,2.03,2.4,0.88,2.87,2.31,1.62,0.92,2.72,118808
