"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","% Total Population: Not Hispanic or Latino","% Total Population: Not Hispanic or Latino: White Alone","% Total Population: Not Hispanic or Latino: Black or African American Alone","% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Not Hispanic or Latino: Asian Alone","% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Not Hispanic or Latino: Some Other Race Alone","% Total Population: Not Hispanic or Latino: Two or More Races","% Total Population: Hispanic or Latino","% Total Population: Hispanic or Latino: White Alone","% Total Population: Hispanic or Latino: Black or African American Alone","% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","% Total Population: Hispanic or Latino: Asian Alone","% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Hispanic or Latino: Some Other Race Alone","% Total Population: Hispanic or Latino: Two or More Races","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","% Area Total: Area (Land)","% Area Total: Area (Water)","White Alone Population for Whom Poverty Status Is  Determined:","White Alone Population for Whom Poverty Status Is  Determined: Income in 2012 Below Poverty Level","White Alone Population for Whom Poverty Status Is  Determined: Income in 2012 At or Above Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2012 Below Poverty Level","% White Alone Population for Whom Poverty Status Is  Determined: Income in 2012 At or Above Poverty Level","Black or African American Alone Population for  Whom Poverty Status Is Determined:","Black or African American Alone Population for  Whom<br /> Poverty Status Is Determined: Income in 2012 Below Poverty Level","Black or African American Alone Population for  Whom<br /> Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","% Black or African American Alone Population for  Whom<br /> Poverty Status Is Determined: Income in 2012 Below Poverty Level","% Black or African American Alone Population for  Whom<br /> Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:","American Indian and Alaska Native Alone  Population For<br /> Whom Poverty Status Is Determined: Income in 2012 Below Poverty Level","American Indian and Alaska Native Alone  Population For<br /> Whom Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","% American Indian and Alaska Native Alone  Population For<br /> Whom Poverty Status Is Determined: Income in 2012 Below Poverty Level","% American Indian and Alaska Native Alone  Population For<br /> Whom Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined:","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2012 Below Poverty Level","Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2012 At or Above Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2012 Below Poverty Level","% Asian Alone Population for Whom Poverty Status Is  Determined: Income in 2012 At or Above Poverty Level","Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:","Native Hawaiian and Other Pacific Islander Alone <br /> Population for Whom Poverty Status Is Determined: Income in 2012 Below Poverty Level","Native Hawaiian and Other Pacific Islander Alone <br /> Population for Whom Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","% Native Hawaiian and Other Pacific Islander Alone <br /> Population for Whom Poverty Status Is Determined: Income in 2012 Below Poverty Level","% Native Hawaiian and Other Pacific Islander Alone <br /> Population for Whom Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined:","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2012 Below Poverty Level","Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2012 At or Above Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2012 Below Poverty Level","% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income in 2012 At or Above Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined:","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2012 Below Poverty Level","Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2012 At or Above Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2012 Below Poverty Level","% Two or More Races Population for Whom Poverty  Status Is Determined: Income in 2012 At or Above Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined:","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2012 Below Poverty Level","Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2012 At or Above Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2012 Below Poverty Level","% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income in 2012 At or Above Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population  for Whom<br /> Poverty Status Is Determined: Income in 2012 Below Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom<br /> Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom<br /> Poverty Status Is Determined: Income in 2012 Below Poverty Level","% White Alone, Not Hispanic or Latino Population  for Whom<br /> Poverty Status Is Determined: Income in 2012 At or Above Poverty Level","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Per Capita Income (In 2012 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]","Total:","Total: Under 5 Years","Total: 5 to 9 Years","Total: 10 to 14 Years","Total: 15 to 17 Years","Total: 18 and 19 Years","Total: 20 Years","Total: 21 Years","Total: 22 to 24 Years","Total: 25 to 29 Years","Total: 30 to 34 Years","Total: 35 to 39 Years","Total: 40 to 44 Years","Total: 45 to 49 Years","Total: 50 to 54 Years","Total: 55 to 59 Years","Total: 60 and 61 Years","Total: 62 to 64 Years","Total: 65 and 66 Years","Total: 67 to 69 Years","Total: 70 to 74 Years","Total: 75 to 79 Years","Total: 80 to 84 Years","Total: 85 Years and Over","% Total: Under 5 Years","% Total: 5 to 9 Years","% Total: 10 to 14 Years","% Total: 15 to 17 Years","% Total: 18 and 19 Years","% Total: 20 Years","% Total: 21 Years","% Total: 22 to 24 Years","% Total: 25 to 29 Years","% Total: 30 to 34 Years","% Total: 35 to 39 Years","% Total: 40 to 44 Years","% Total: 45 to 49 Years","% Total: 50 to 54 Years","% Total: 55 to 59 Years","% Total: 60 and 61 Years","% Total: 62 to 64 Years","% Total: 65 and 66 Years","% Total: 67 to 69 Years","% Total: 70 to 74 Years","% Total: 75 to 79 Years","% Total: 80 to 84 Years","% Total: 85 Years and Over","Median Household Income (In 2021 Inflation Adjusted Dollars) [Dollars adjusted for inflation to match value in 2021]"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,PCT_SE_A00003_002,PCT_SE_A00003_003,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,PCT_SE_A13001A_002,PCT_SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,PCT_SE_A13001B_002,PCT_SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,PCT_SE_A13001C_002,PCT_SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,PCT_SE_A13001D_002,PCT_SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,PCT_SE_A13001E_002,PCT_SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,PCT_SE_A13001F_002,PCT_SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,PCT_SE_A13001G_002,PCT_SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,PCT_SE_A13001H_002,PCT_SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,PCT_SE_A13001I_002,PCT_SE_A13001I_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_C01001_001,SE_C01001_002,SE_C01001_003,SE_C01001_004,SE_C01001_005,SE_C01001_006,SE_C01001_007,SE_C01001_008,SE_C01001_009,SE_C01001_010,SE_C01001_011,SE_C01001_012,SE_C01001_013,SE_C01001_014,SE_C01001_015,SE_C01001_016,SE_C01001_017,SE_C01001_018,SE_C01001_019,SE_C01001_020,SE_C01001_021,SE_C01001_022,SE_C01001_023,SE_C01001_024,PCT_SE_C01001_002,PCT_SE_C01001_003,PCT_SE_C01001_004,PCT_SE_C01001_005,PCT_SE_C01001_006,PCT_SE_C01001_007,PCT_SE_C01001_008,PCT_SE_C01001_009,PCT_SE_C01001_010,PCT_SE_C01001_011,PCT_SE_C01001_012,PCT_SE_C01001_013,PCT_SE_C01001_014,PCT_SE_C01001_015,PCT_SE_C01001_016,PCT_SE_C01001_017,PCT_SE_C01001_018,PCT_SE_C01001_019,PCT_SE_C01001_020,PCT_SE_C01001_021,PCT_SE_C01001_022,PCT_SE_C01001_023,PCT_SE_C01001_024,SE_A14006_001
"25017353300","Census Tract 3533, Middlesex County, Massachusetts","Census Tract 3533, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003457",,,,,"25","017",,,,"353300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353300",,,"474790","50244",3971,3971,3101,212,0,264,0,232,162,78.09,5.34,0,6.65,0,5.84,4.08,3971,3609,2993,169,0,264,0,32,151,362,108,43,0,0,0,200,11,90.88,75.37,4.26,0,6.65,0,0.81,3.8,9.12,2.72,1.08,0,0,0,5.04,0.28,3971,21661.88,0.183317451663869,0.2027168,0.1833175,0.01939932,90.43,9.57,3101,207,2894,6.68,93.32,212,23,189,10.85,89.15,0,0,0,,,264,0,264,0,100,0,0,0,,,232,85,147,36.64,63.36,162,0,162,0,100,362,107,255,29.56,70.44,2993,195,2798,6.52,93.48,61948.4444444444,66832.2044444444,39087.8133333333,,66394.7822222222,,19896.8,51338,42356.6577777778,66264.7377777778,3971,135,85,161,50,20,7,144,152,810,483,300,298,319,237,157,116,133,111,19,89,55,36,54,3.4,2.14,4.05,1.26,0.5,0.18,3.63,3.83,20.4,12.16,7.55,7.5,8.03,5.97,3.95,2.92,3.35,2.8,0.48,2.24,1.39,0.91,1.36,119394
"25017353900","Census Tract 3539, Middlesex County, Massachusetts","Census Tract 3539, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003463",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017353900",,,"323188","67860",5003,5003,3283,324,4,1036,9,40,307,65.62,6.48,0.08,20.71,0.18,0.8,6.14,5003,4637,2970,324,4,1036,9,0,294,366,313,0,0,0,0,40,13,92.68,59.36,6.48,0.08,20.71,0.18,0,5.88,7.32,6.26,0,0,0,0,0.8,0.26,5003,40093.41,0.124783589730918,0.1509845,0.1247836,0.02620089,82.65,17.35,1653,271,1382,16.39,83.61,131,88,43,67.18,32.82,4,0,4,0,100,626,128,498,20.45,79.55,9,9,0,100,0,0,0,0,,,151,25,126,16.56,83.44,165,65,100,39.39,60.61,1496,206,1290,13.77,86.23,24060.5866666667,25952.1422222222,8562.83555555556,,26329.2711111111,,2003.86666666667,15853.6,14705.6622222222,27042.1511111111,5003,178,43,12,5,892,736,565,361,914,634,153,118,72,36,29,47,24,37,33,28,37,31,18,3.56,0.86,0.24,0.1,17.83,14.71,11.29,7.22,18.27,12.67,3.06,2.36,1.44,0.72,0.58,0.94,0.48,0.74,0.66,0.56,0.74,0.62,0.36,52285
"25017354100","Census Tract 3541, Middlesex County, Massachusetts","Census Tract 3541, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003465",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354100",,,"587464","51689",2876,2876,2229,165,7,302,0,58,115,77.5,5.74,0.24,10.5,0,2.02,4,2876,2663,2131,165,7,302,0,0,58,213,98,0,0,0,0,58,57,92.59,74.1,5.74,0.24,10.5,0,0,2.02,7.41,3.41,0,0,0,0,2.02,1.98,2876,12679.59,0.226821128128779,0.2467784,0.2268211,0.01995724,91.91,8.09,2106,152,1954,7.22,92.78,138,103,35,74.64,25.36,7,0,7,0,100,254,90,164,35.43,64.57,0,0,0,,,49,29,20,59.18,40.82,100,10,90,10,90,184,67,117,36.41,63.59,2025,114,1911,5.63,94.37,113621.013333333,137669.777777778,15526.1244444444,,45429.2533333333,,24787.6533333333,11116.4355555556,73625.2533333333,137549.191111111,2876,64,72,0,17,76,12,44,241,531,376,126,102,52,140,164,62,153,61,106,203,80,119,75,2.23,2.5,0,0.59,2.64,0.42,1.53,8.38,18.46,13.07,4.38,3.55,1.81,4.87,5.7,2.16,5.32,2.12,3.69,7.06,2.78,4.14,2.61,89677
"25017354200","Census Tract 3542, Middlesex County, Massachusetts","Census Tract 3542, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003466",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017354200",,,"1572559","59367",3304,3304,3096,55,0,62,0,15,76,93.7,1.66,0,1.88,0,0.45,2.3,3304,3286,3096,55,0,62,0,15,58,18,0,0,0,0,0,0,18,99.46,93.7,1.66,0,1.88,0,0.45,1.76,0.54,0,0,0,0,0,0,0.54,3304,5441.653,0.607168450201314,0.6300902,0.6071684,0.02292173,96.36,3.64,3094,42,3052,1.36,98.64,55,31,24,56.36,43.64,0,0,0,,,62,0,62,0,100,0,0,0,,,15,0,15,0,100,60,0,60,0,100,18,0,18,0,100,3094,42,3052,1.36,98.64,168614.444444444,176801.333333333,18631.8222222222,,26735.9555555556,,,92673.2177777778,,176801.333333333,3304,130,219,317,71,29,17,11,0,147,155,94,272,288,208,167,147,176,141,113,209,218,80,95,3.93,6.63,9.59,2.15,0.88,0.51,0.33,0,4.45,4.69,2.85,8.23,8.72,6.3,5.05,4.45,5.33,4.27,3.42,6.33,6.6,2.42,2.88,182383
"25017373100","Census Tract 3731, Middlesex County, Massachusetts","Census Tract 3731, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003539",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373100",,,"1655248","68991",4701,4701,3700,259,0,622,0,12,108,78.71,5.51,0,13.23,0,0.26,2.3,4701,4555,3566,259,0,622,0,0,108,146,134,0,0,0,0,12,0,96.89,75.86,5.51,0,13.23,0,0,2.3,3.11,2.85,0,0,0,0,0.26,0,4701,7355.716,0.639094852949126,0.6657324,0.6390948,0.02663757,96,4,3694,319,3375,8.64,91.36,259,91,168,35.14,64.86,0,0,0,,,622,11,611,1.77,98.23,0,0,0,,,11,11,0,100,0,107,0,107,0,100,145,13,132,8.97,91.03,3560,317,3243,8.9,91.1,56046.7911111111,61670.6222222222,45725.9911111111,,34559.9022222222,,,18080.9066666667,18332.72,63238.2488888889,4701,156,307,233,106,80,20,17,326,407,350,362,314,402,413,171,79,223,108,105,98,125,57,242,3.32,6.53,4.96,2.25,1.7,0.43,0.36,6.93,8.66,7.45,7.7,6.68,8.55,8.79,3.64,1.68,4.74,2.3,2.23,2.08,2.66,1.21,5.15,84726
"25017373500","Census Tract 3735, Middlesex County, Massachusetts","Census Tract 3735, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003543",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373500",,,"3382830","10727",5638,5638,4623,166,0,645,0,15,189,82,2.94,0,11.44,0,0.27,3.35,5638,5446,4500,166,0,645,0,0,135,192,123,0,0,0,0,15,54,96.59,79.82,2.94,0,11.44,0,0,2.39,3.41,2.18,0,0,0,0,0.27,0.96,5638,4316.608,1.30611802062403,1.31026,1.306118,0.004141718,99.68,0.32,4070,148,3922,3.64,96.36,100,0,100,0,100,0,0,0,,,586,103,483,17.58,82.42,0,0,0,,,9,9,0,100,0,110,0,110,0,100,93,9,84,9.68,90.32,3994,148,3846,3.71,96.29,91011.0133333333,96847.6444444445,136011.12,,58152.3288888889,,,27729.0222222222,27062.2488888889,98687.1822222222,5638,160,343,375,390,494,192,86,189,159,342,114,308,387,486,467,204,195,87,119,166,135,77,163,2.84,6.08,6.65,6.92,8.76,3.41,1.53,3.35,2.82,6.07,2.02,5.46,6.86,8.62,8.28,3.62,3.46,1.54,2.11,2.94,2.39,1.37,2.89,182653
"25017373600","Census Tract 3736, Middlesex County, Massachusetts","Census Tract 3736, Middlesex County, Massachusetts","ma","140","00","ACSSF","0003544",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25017373600",,,"3008901","92136",6923,6923,5694,347,0,646,42,42,152,82.25,5.01,0,9.33,0.61,0.61,2.2,6923,6562,5443,307,0,646,42,5,119,361,251,40,0,0,0,37,33,94.79,78.62,4.43,0,9.33,0.61,0.07,1.72,5.21,3.63,0.58,0,0,0,0.53,0.48,6923,5959.148,1.16174322043191,1.197317,1.161743,0.03557391,97.03,2.97,2368,278,2090,11.74,88.26,10,0,10,0,100,0,0,0,,,120,3,117,2.5,97.5,0,0,0,,,0,0,0,,,25,0,25,0,100,80,4,76,5,95,2299,274,2025,11.92,88.08,44980.0088888889,52868.9777777778,6379.27111111111,,10946.1955555556,6004.50666666667,697.511111111111,5185.22666666667,14690.2933333333,54376.3111111111,6923,139,175,193,185,1584,972,1167,699,198,227,77,132,200,229,162,48,155,57,101,64,38,68,53,2.01,2.53,2.79,2.67,22.88,14.04,16.86,10.1,2.86,3.28,1.11,1.91,2.89,3.31,2.34,0.69,2.24,0.82,1.46,0.92,0.55,0.98,0.77,160114
"25021400300","Census Tract 4003, Norfolk County, Massachusetts","Census Tract 4003, Norfolk County, Massachusetts","ma","140","00","ACSSF","0003597",,,,,"25","021",,,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400300",,,"525897","0",4081,4081,3262,72,0,626,0,40,81,79.93,1.76,0,15.34,0,0.98,1.98,4081,3942,3188,47,0,626,0,0,81,139,74,25,0,0,0,40,0,96.59,78.12,1.15,0,15.34,0,0,1.98,3.41,1.81,0.61,0,0,0,0.98,0,4081,20098.5,0.203049975521122,0.20305,0.20305,0,100,0,3215,290,2925,9.02,90.98,72,13,59,18.06,81.94,0,0,0,,,626,71,555,11.34,88.66,0,0,0,,,40,0,40,0,100,81,0,81,0,100,139,0,139,0,100,3141,290,2851,9.23,90.77,74273.1111111111,82377.2444444445,35526.96,,48342.2488888889,,9555.90222222222,14732.8533333333,40278.3111111111,83049.9288888889,4081,154,265,209,132,29,66,50,459,533,476,241,196,183,195,235,136,164,94,37,104,85,14,24,3.77,6.49,5.12,3.23,0.71,1.62,1.23,11.25,13.06,11.66,5.91,4.8,4.48,4.78,5.76,3.33,4.02,2.3,0.91,2.55,2.08,0.34,0.59,137206
"25021400600","Census Tract 4006, Norfolk County, Massachusetts","Census Tract 4006, Norfolk County, Massachusetts","ma","140","00","ACSSF","0003600",,,,,"25","021",,,,"400600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US25021400600",,,"1224958","2054",5267,5267,4132,47,0,803,0,170,115,78.45,0.89,0,15.25,0,3.23,2.18,5267,4956,3938,28,0,803,0,72,115,311,194,19,0,0,0,98,0,94.1,74.77,0.53,0,15.25,0,1.37,2.18,5.9,3.68,0.36,0,0,0,1.86,0,5267,11136.27,0.472958948072346,0.473752,0.472959,0.0007930539,99.83,0.17,4021,497,3524,12.36,87.64,19,0,19,0,100,0,0,0,,,803,13,790,1.62,98.38,0,0,0,,,170,0,170,0,100,105,0,105,0,100,299,16,283,5.35,94.65,3839,481,3358,12.53,87.47,87753.9911111111,95008.1066666667,8340.57777777778,,76972.1244444444,,32189.5466666667,17025.1822222222,23736.6577777778,98444.8266666667,5267,279,377,206,95,165,204,123,281,593,502,232,275,308,264,314,153,124,141,135,207,113,142,34,5.3,7.16,3.91,1.8,3.13,3.87,2.34,5.34,11.26,9.53,4.4,5.22,5.85,5.01,5.96,2.9,2.35,2.68,2.56,3.93,2.15,2.7,0.65,154732
