Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
250173539002,15000US250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts","Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007261,,,,,25,017,,,,353900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657,1657,36050.62,0.0459631473196015,0.06282616,0.04596315,0.01686301,1657,220,1069,347,21,1657,925,163,0,467,0,43,59,919,171,235,271,300,395,447,470,490,533,607,709,760,818,853,900,919,745,684,647,618,523,471,449,429,386,311,209,158,101,66,19,37530,30737.6840101523,39984.8128172589,11710.4980964467,28747.7474619289,919,125,794,1801,1657,477,371,848,809,1657,1552,840,163,0,467,0,23,59,105,85,0,0,0,0,20,0,919,169,65,37,28,95,52,23,19,43,74,102,51,58,35,47,19
250173539003,15000US250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts","Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007262,,,,,25,017,,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,302,7048.603,0.042845372256551,0.04284537,0.04284537,0,302,0,275,27,0,302,188,36,0,54,0,0,24,52,25,32,32,32,32,32,32,32,32,39,39,39,39,40,41,52,26,20,20,20,20,20,20,20,20,13,13,13,13,12,11,7912,17636.0025380711,6644.51459390863,58906.932106599,10795.2791878173,52,12,40,930,54,32,0,32,22,302,245,155,36,0,54,0,0,0,57,33,0,0,0,0,0,24,52,25,7,0,0,0,0,0,0,0,7,0,0,0,1,1,11
250173540001,15000US250173540001,"Block Group 1, Census Tract 3540, Middlesex County, Massachusetts","Block Group 1, Census Tract 3540, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007263,,,,,25,017,,,,354000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228,1228,25707.7,0.0477677888855084,0.04776779,0.04776779,0,1228,158,338,601,131,1228,985,0,0,114,0,85,44,684,65,96,122,135,148,152,152,156,186,215,261,376,419,439,472,684,618,588,561,549,536,532,532,528,498,469,423,307,265,245,211,93070,115318.848350254,148080.647208122,66431.2214467005,16852.4333756345,684,445,239,1623,1228,100,70,170,1058,1228,1042,884,0,0,114,0,0,44,186,101,0,0,0,0,85,0,684,64,32,27,13,13,4,0,4,30,29,46,115,43,20,33,212
250173540002,15000US250173540002,"Block Group 2, Census Tract 3540, Middlesex County, Massachusetts","Block Group 2, Census Tract 3540, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007264,,,,,25,017,,,,354000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1725,26109.51,0.066067873673546,0.06606787,0.06606787,0,1725,89,1100,390,146,1725,1457,70,0,116,0,17,65,762,100,137,156,156,176,191,218,262,262,323,381,480,534,588,623,762,660,624,606,606,585,571,544,500,500,439,380,281,227,174,138,75590,61926.0152284264,72470.6535532995,26269.1878172589,15227.0653553299,762,255,507,1877,1357,246,116,362,995,1725,1666,1406,62,0,116,0,17,65,59,51,8,0,0,0,0,0,762,99,38,19,0,20,15,27,44,0,61,58,99,54,54,35,139
250173540003,15000US250173540003,"Block Group 3, Census Tract 3540, Middlesex County, Massachusetts","Block Group 3, Census Tract 3540, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007265,,,,,25,017,,,,354000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,1038,13879.23,0.0747879912957126,0.07478799,0.07478799,0,1038,52,581,235,170,1038,702,64,0,255,0,0,17,693,105,142,163,187,210,232,251,269,314,351,413,481,522,554,575,693,587,551,530,505,483,461,442,424,379,342,280,212,171,138,117,61041,62703.2550761421,69894.6224619289,61094.3432741117,38730.3426395939,693,82,611,1868,1038,220,59,279,759,1038,983,647,64,0,255,0,0,17,55,55,0,0,0,0,0,0,693,104,38,21,24,23,22,19,18,45,37,62,68,41,32,21,118
250173541001,15000US250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts","Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007266,,,,,25,017,,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,1001,13758.77,0.0727536189356862,0.07275362,0.07275362,0,1001,82,437,276,206,1001,676,115,0,102,0,77,31,484,89,122,143,174,176,176,179,187,187,217,223,273,280,296,338,484,394,362,341,310,308,308,304,297,297,267,261,211,203,187,146,85898,156504.965101523,211262.398477157,,142352.617385787,484,267,217,1768,1001,340,72,412,589,1001,843,632,98,0,102,0,11,0,158,44,17,0,0,0,66,31,484,88,33,21,31,2,0,3,8,0,30,6,50,7,16,41,146
250173541002,15000US250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts","Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007267,,,,,25,017,,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,655,8456.039,0.0774594322444737,0.08311467,0.07745943,0.005655238,655,55,99,256,245,655,579,0,0,6,0,24,46,322,11,14,14,14,14,19,24,25,36,47,76,115,139,141,189,322,311,308,308,308,308,303,298,297,286,275,245,207,183,181,133,182974,132410.529822335,145427.398477157,,19974.0513959391,322,225,97,2053,655,14,24,38,617,655,585,579,0,0,6,0,0,0,70,0,0,0,0,0,24,46,322,11,3,0,0,0,5,5,1,10,11,30,38,24,2,48,133
250173541003,15000US250173541003,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts","Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007268,,,,,25,017,,,,354100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,1736,20250.5,0.0857262659132011,0.08572627,0.08572627,0,1736,84,909,522,221,1736,1339,87,6,220,0,0,84,912,53,67,80,148,161,175,192,208,226,285,412,654,673,705,762,912,858,845,831,763,751,737,720,703,685,627,498,258,239,207,149,79591,61186.7512690355,76361.9162436548,21696.8908629442,15381.5006345178,912,360,552,1894,1508,101,143,244,1264,1736,1652,1278,87,6,220,0,0,61,84,61,0,0,0,0,0,23,912,52,15,13,67,14,14,17,17,18,58,128,241,19,32,57,150
250173542001,15000US250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts","Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007269,,,,,25,017,,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,763,6375.988,0.11966773591229,0.1196677,0.1196677,0,763,141,112,290,220,763,697,32,0,9,0,0,25,321,0,4,12,12,37,46,46,48,67,75,88,110,117,145,174,321,321,317,309,309,284,275,275,272,253,246,233,211,203,176,147,173378,214189.073604061,229076.887690355,,,321,291,30,2533,763,44,12,56,707,763,763,697,32,0,9,0,0,25,0,0,0,0,0,0,0,0,321,0,4,8,0,25,9,0,2,19,7,14,22,7,28,29,147
250173542002,15000US250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts","Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007270,,,,,25,017,,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,1272,3645.235,0.348948720997935,0.3703936,0.3489487,0.02144489,1272,307,255,384,326,1272,1180,9,0,33,0,11,39,556,23,49,87,104,111,113,117,126,134,183,214,253,271,286,359,556,533,507,469,452,445,443,439,430,422,373,342,302,285,270,197,128960,105481.827411168,109180.67893401,138005.644035533,,556,334,222,2106,1272,184,40,224,1048,1272,1255,1180,9,0,33,0,11,22,17,0,0,0,0,0,0,17,556,23,26,38,17,7,2,4,9,8,49,30,40,17,15,73,197
250173542004,15000US250173542004,"Block Group 4, Census Tract 3542, Middlesex County, Massachusetts","Block Group 4, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007271,,,,,25,017,,,,354200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546,1546,11008.59,0.140435785802869,0.1404358,0.1404358,0,1546,273,140,781,352,1546,1467,0,0,79,0,0,0,624,10,13,13,13,22,31,37,40,66,111,143,214,249,310,399,624,614,611,611,611,602,593,587,583,557,513,481,410,374,313,224,150443,115159.349619289,122529.203680203,18265.1364213198,49106.6211928934,624,539,85,2167,1546,147,57,204,1342,1546,1503,1424,0,0,79,0,0,0,43,43,0,0,0,0,0,0,624,10,3,0,0,9,9,6,3,26,44,32,71,36,61,89,225
250173703001,15000US250173703001,"Block Group 1, Census Tract 3703, Middlesex County, Massachusetts","Block Group 1, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007538,,,,,25,017,,,,370300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,1492,3467.566,0.430273036014066,0.4315093,0.430273,0.001236299,1492,138,254,668,432,1492,1433,13,0,30,0,16,0,697,13,22,32,32,44,80,110,114,146,182,268,420,501,567,653,697,684,675,665,665,653,616,587,583,551,515,429,276,195,129,44,88505,49496.5069796954,49105.3553299492,,63483.0266497462,697,318,379,1354,1245,60,203,263,982,1492,1446,1403,13,0,30,0,0,0,46,30,0,0,0,0,16,0,697,12,9,10,0,12,37,30,4,32,36,86,153,81,66,86,44
250173703002,15000US250173703002,"Block Group 2, Census Tract 3703, Middlesex County, Massachusetts","Block Group 2, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007539,,,,,25,017,,,,370300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,355,954.925,0.371756934781165,0.373045,0.3717569,0.001288037,355,14,33,142,166,355,325,30,0,0,0,0,0,265,36,78,136,136,136,143,150,150,150,150,164,211,233,235,253,265,229,186,129,129,129,122,115,115,115,115,101,54,31,30,12,18731,43420.3648477157,44112.7918781726,,,265,99,166,314,355,45,120,165,190,355,355,325,30,0,0,0,0,0,0,0,0,0,0,0,0,0,265,35,43,58,0,0,7,7,0,0,0,14,47,22,2,18,12
250173703003,15000US250173703003,"Block Group 3, Census Tract 3703, Middlesex County, Massachusetts","Block Group 3, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007540,,,,,25,017,,,,370300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,995,9993.361,0.0995660983757454,0.0995661,0.0995661,0,995,234,282,456,23,995,734,0,10,127,0,124,0,368,0,6,20,42,54,62,71,85,110,126,173,243,278,319,368,368,368,362,348,326,314,306,297,283,258,242,194,125,89,49,0,83072,33679.5494923858,37267.0050761421,30012.3445431472,20689.2639593909,368,160,208,1635,995,60,269,329,666,995,950,689,0,10,127,0,124,0,45,45,0,0,0,0,0,0,368,0,6,14,21,13,8,9,14,24,17,47,70,36,41,49,0
250173703004,15000US250173703004,"Block Group 4, Census Tract 3703, Middlesex County, Massachusetts","Block Group 4, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007541,,,,,25,017,,,,370300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,1211,17557.03,0.0689752230512265,0.06897523,0.06897523,0,1211,161,325,461,264,1211,1190,0,0,15,0,0,6,479,53,67,67,67,121,141,155,189,210,227,288,332,405,419,470,479,425,412,412,412,357,338,324,290,269,252,191,146,73,60,9,64492,30562.9949238579,30887.0558375635,,8487.61104060914,479,172,307,1806,1211,67,319,386,825,1211,1169,1148,0,0,15,0,0,6,42,42,0,0,0,0,0,0,479,52,15,0,0,54,20,14,34,21,17,61,44,73,14,51,9
250173703005,15000US250173703005,"Block Group 5, Census Tract 3703, Middlesex County, Massachusetts","Block Group 5, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007542,,,,,25,017,,,,370300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,433,6811.535,0.0635686342948307,0.06356864,0.06356864,0,433,0,239,67,127,433,433,0,0,0,0,0,0,207,0,0,2,14,15,23,31,34,57,76,76,136,148,158,164,207,207,207,205,193,192,184,176,173,150,131,131,71,59,48,43,86557,56460.019035533,56460.019035533,,,207,129,78,2028,433,0,81,81,352,433,433,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,2,12,1,8,8,3,23,19,0,60,12,10,5,43
250173703006,15000US250173703006,"Block Group 6, Census Tract 3703, Middlesex County, Massachusetts","Block Group 6, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007543,,,,,25,017,,,,370300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,723,11268.54,0.0641609150312666,0.06416091,0.06416091,0,723,145,166,287,125,723,633,39,0,11,0,0,40,357,7,9,11,23,34,54,73,81,81,96,120,188,255,305,357,357,350,348,346,334,323,303,284,276,276,261,237,168,101,51,0,105225,47717.9695431472,52690.2791878173,,,357,100,257,2061,723,19,151,170,553,723,714,633,39,0,11,0,0,31,9,0,0,0,0,0,0,9,357,7,2,2,12,11,20,19,8,0,15,24,68,67,50,52,0
250173703007,15000US250173703007,"Block Group 7, Census Tract 3703, Middlesex County, Massachusetts","Block Group 7, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007544,,,,,25,017,,,,370300,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,772,13078.78,0.0590269144104143,0.05902692,0.05902692,0,772,125,300,254,93,772,743,29,0,0,0,0,0,340,10,19,32,45,46,46,46,46,46,79,127,170,205,220,284,340,330,321,308,295,294,294,294,294,294,261,212,170,134,120,55,99335,52970.0348984772,52385.2062182741,,,340,82,258,2213,772,108,73,181,591,772,772,743,29,0,0,0,0,0,0,0,0,0,0,0,0,0,340,10,9,13,13,1,0,0,0,0,33,49,42,36,14,64,56
250173704001,15000US250173704001,"Block Group 1, Census Tract 3704, Middlesex County, Massachusetts","Block Group 1, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007545,,,,,25,017,,,,370400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,906,12282.54,0.0737632761232871,0.07376327,0.07376327,0,906,152,250,314,190,906,879,0,0,27,0,0,0,361,25,40,57,77,86,89,93,103,113,114,137,181,244,273,330,361,335,321,304,284,275,272,268,258,248,247,224,179,116,88,31,97740,50737.0526649746,47828.0996192893,,,361,202,159,1836,906,76,33,109,797,906,879,852,0,0,27,0,0,0,27,27,0,0,0,0,0,0,361,25,15,17,20,10,3,4,10,9,1,23,44,63,29,57,31
250173704002,15000US250173704002,"Block Group 2, Census Tract 3704, Middlesex County, Massachusetts","Block Group 2, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007546,,,,,25,017,,,,370400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,7184.544,0.162153647043925,0.1621536,0.1621536,0,1165,142,261,538,224,1165,1108,22,0,13,0,22,0,529,10,13,17,41,42,53,75,103,112,119,148,284,375,418,482,529,519,516,511,488,487,476,454,426,417,410,381,244,153,110,46,88459,57637.2715736041,57348.654822335,,70383.2455583756,529,364,165,1741,1143,13,77,90,1053,1165,1082,1069,0,0,13,0,0,0,83,39,22,0,0,0,22,0,529,10,3,4,23,2,11,22,28,9,7,29,136,91,43,64,47
250173704003,15000US250173704003,"Block Group 3, Census Tract 3704, Middlesex County, Massachusetts","Block Group 3, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007547,,,,,25,017,,,,370400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,337,6207.645,0.0542878963145775,0.0542879,0.0542879,0,337,55,136,113,33,337,238,0,0,0,0,99,0,158,0,0,0,0,28,38,38,40,58,60,60,81,95,103,107,158,158,158,158,158,130,120,120,118,100,98,98,77,63,55,51,95116,91607.9695431472,136430.910532995,,15587.8362944162,158,114,44,1477,337,77,24,101,236,337,212,212,0,0,0,0,0,0,125,26,0,0,0,0,99,0,158,0,0,0,0,28,10,0,2,17,2,0,21,14,8,4,51
250173704004,15000US250173704004,"Block Group 4, Census Tract 3704, Middlesex County, Massachusetts","Block Group 4, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007548,,,,,25,017,,,,370400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,919,5731.911,0.160330472573618,0.2073963,0.1603305,0.04706585,919,114,478,304,23,919,790,28,0,74,0,0,27,211,0,5,13,13,13,18,22,22,22,22,47,82,100,123,149,211,211,206,198,198,198,193,189,189,189,189,164,128,111,88,62,131175,46793.8895939086,43054.5304568528,,,211,133,78,1106,528,34,37,71,457,919,919,790,28,0,74,0,0,27,0,0,0,0,0,0,0,0,211,0,5,8,0,0,5,4,0,0,0,25,35,17,23,26,62
250173704005,15000US250173704005,"Block Group 5, Census Tract 3704, Middlesex County, Massachusetts","Block Group 5, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007549,,,,,25,017,,,,370400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,827,16255.85,0.0508739808833091,0.05087398,0.05087398,0,827,149,298,286,94,827,655,85,0,87,0,0,0,291,14,18,22,45,57,61,66,77,77,116,130,160,200,239,267,291,277,273,269,246,234,230,225,214,214,175,161,131,91,52,24,90795,35639.1053299492,31195.9263959391,81362.0748730964,,291,122,169,1843,827,104,43,147,680,827,827,655,85,0,87,0,0,0,0,0,0,0,0,0,0,0,291,14,4,4,22,13,4,5,11,0,39,14,30,40,39,28,24
250173704006,15000US250173704006,"Block Group 6, Census Tract 3704, Middlesex County, Massachusetts","Block Group 6, Census Tract 3704, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007550,,,,,25,017,,,,370400,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,1281,14058.72,0.0911177966847723,0.0911178,0.0911178,0,1281,241,461,456,123,1281,1257,0,0,0,0,0,24,599,9,20,38,46,47,53,63,73,73,87,157,313,421,507,560,599,590,579,561,552,552,546,536,526,526,512,441,285,177,91,39,99292,49866.1389593909,48747.1161167513,,,599,307,292,1801,1281,96,71,167,1114,1281,1281,1257,0,0,0,0,0,24,0,0,0,0,0,0,0,0,599,9,11,18,9,1,6,10,10,0,14,70,156,108,86,53,39
250173731001,15000US250173731001,"Block Group 1, Census Tract 3731, Middlesex County, Massachusetts","Block Group 1, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007551,,,,,25,017,,,,373100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,897,4794.492,0.187089669913529,0.1870897,0.1870897,0,897,162,417,306,12,897,796,0,0,0,0,101,0,334,9,12,12,12,12,12,12,12,12,35,103,114,152,164,229,334,324,322,322,322,322,322,322,322,322,298,230,219,181,170,105,151904,74574.5177664975,79682.2747461929,,,334,205,129,1828,897,12,0,12,885,897,886,785,0,0,0,0,101,0,11,11,0,0,0,0,0,0,334,9,3,0,0,0,0,0,0,0,24,68,11,38,12,65,105
250173731002,15000US250173731002,"Block Group 2, Census Tract 3731, Middlesex County, Massachusetts","Block Group 2, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007552,,,,,25,017,,,,373100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,901,9365.485,0.0962043067381007,0.0962043,0.0962043,0,901,261,177,393,70,901,665,17,0,160,0,0,59,383,35,44,48,71,72,86,98,101,122,125,125,176,238,243,312,383,348,339,335,312,311,297,285,282,261,258,258,206,144,140,71,110424,67289.4765228426,77972.0939086294,57584.1053299492,56267.6078680203,383,172,211,1675,901,85,44,129,772,901,849,613,17,0,160,0,0,59,52,52,0,0,0,0,0,0,383,34,10,4,22,2,14,12,3,21,3,0,51,62,5,69,71
250173731003,15000US250173731003,"Block Group 3, Census Tract 3731, Middlesex County, Massachusetts","Block Group 3, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007553,,,,,25,017,,,,373100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,785,6894.643,0.113856512076504,0.1138565,0.1138565,0,785,120,134,303,228,785,740,14,0,31,0,0,0,434,65,103,144,166,177,181,181,184,206,215,221,295,314,346,391,434,368,331,290,268,257,253,253,250,228,219,213,139,120,88,42,62239,46887.5634517766,46392.6110406091,,,434,113,321,1924,785,96,99,195,590,785,785,740,14,0,31,0,0,0,0,0,0,0,0,0,0,0,434,64,39,41,21,12,4,0,3,22,9,6,74,19,32,46,43
250173731004,15000US250173731004,"Block Group 4, Census Tract 3731, Middlesex County, Massachusetts","Block Group 4, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007554,,,,,25,017,,,,373100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,834,5453.309,0.15293468541167,0.1529347,0.1529347,0,834,141,239,381,73,834,674,0,0,147,0,0,13,324,0,0,0,0,11,15,15,15,15,15,15,27,89,131,252,324,324,324,324,324,313,309,309,309,309,309,309,296,234,192,71,168099,65008.3914974619,69551.5736040609,49771.1992385787,,324,211,113,2104,834,46,12,58,776,834,834,674,0,0,147,0,0,13,0,0,0,0,0,0,0,0,324,0,0,0,0,11,4,0,0,0,0,0,12,62,42,121,72
250173731005,15000US250173731005,"Block Group 5, Census Tract 3731, Middlesex County, Massachusetts","Block Group 5, Census Tract 3731, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007555,,,,,25,017,,,,373100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292,1292,10770.15,0.119961173565283,0.1199612,0.1199612,0,1292,333,271,607,81,1292,1035,81,0,105,0,49,22,476,21,36,53,53,64,68,68,69,79,105,157,241,318,364,392,476,455,440,423,423,412,408,408,407,397,371,319,234,157,111,84,97471,44991.3007614213,48149.6288071066,53008.010786802,,476,320,156,2041,1292,160,0,160,1132,1292,1243,1035,81,0,105,0,0,22,49,0,0,0,0,0,49,0,476,20,15,17,0,11,4,0,1,9,26,52,84,77,46,28,84
250173735001,15000US250173735001,"Block Group 1, Census Tract 3735, Middlesex County, Massachusetts","Block Group 1, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007565,,,,,25,017,,,,373500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,556,3378.512,0.164569488352842,0.1645695,0.1645695,0,556,126,14,322,94,556,556,0,0,0,0,0,0,232,0,3,8,8,8,8,8,8,8,8,8,17,67,75,98,232,232,229,224,224,224,224,224,224,224,224,224,214,164,157,133,260768,134411.859137056,136125.837563452,,,232,218,14,1860,556,22,0,22,534,556,549,549,0,0,0,0,0,0,7,7,0,0,0,0,0,0,232,0,3,5,0,0,0,0,0,0,0,0,9,50,8,23,134
250173735002,15000US250173735002,"Block Group 2, Census Tract 3735, Middlesex County, Massachusetts","Block Group 2, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007566,,,,,25,017,,,,373500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692,1692,3839.406,0.440693161512717,0.4436268,0.4406932,0.002933604,1692,325,540,653,174,1692,1557,17,0,63,0,0,55,637,31,42,47,47,47,53,64,79,98,112,138,189,275,312,348,637,606,595,590,590,590,584,573,558,539,525,499,447,361,324,288,155747,101007.001903553,97185.3616751269,131290.241116751,5620.43147208122,637,471,166,1542,1692,225,21,246,1446,1692,1605,1470,17,0,63,0,0,55,87,87,0,0,0,0,0,0,637,30,11,5,0,0,6,11,15,20,14,26,51,85,38,36,289
250173735003,15000US250173735003,"Block Group 3, Census Tract 3735, Middlesex County, Massachusetts","Block Group 3, Census Tract 3735, Middlesex County, Massachusetts",ma,150,00,ACSSF,0007567,,,,,25,017,,,,373500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,1040,6662.645,0.156094159509619,0.1560942,0.1560942,0,1040,318,248,404,70,1040,869,0,0,142,0,29,0,365,23,36,49,49,49,49,57,75,75,75,88,146,159,178,217,365,342,329,316,316,316,316,308,290,290,290,277,218,206,186,148,151025,61255.1078680203,71952.9156091371,32751.6719543147,24375.4568527919,365,268,97,2203,1040,104,130,234,806,1040,967,796,0,0,142,0,29,0,73,73,0,0,0,0,0,0,365,23,14,13,0,0,0,8,18,0,0,13,59,13,19,38,148
