Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A10066_001,SE_A10066_002,SE_A10066_003,SE_A10066_004,SE_A10066_005,SE_A10066_006,SE_A10066_007,SE_A10066_008
250173537001,"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",ACSSF,ma,150,0,5043,,,,,25,17,,,353700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173537001,Block Group 1,,,,1044,1044,21656.7,0.0482067870584729,0.04820679,0.04820679,0,1044,124,330,387,203,1044,855,62,0,92,0,0,35,1044,1020,848,47,0,92,0,0,33,24,538,15,16,30,39,41,46,52,77,105,121,194,257,308,332,365,538,523,522,508,499,497,491,486,461,433,417,343,281,230,206,173,538,39,69,93,56,281,115921,83585.8945435467,87108.0220356768,109819.202518363,89675.5640083945,538,235,303,2160,1037,26,51,77,960,538,188,250,60,27,13,0,0
250173537002,"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",ACSSF,ma,150,0,5044,,,,,25,17,,,353700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173537002,Block Group 2,,,,1175,1175,20639.94,0.0569284490893394,0.05692845,0.05692845,0,1175,80,628,280,187,1175,916,11,0,145,0,25,78,1175,1067,864,0,0,145,0,0,58,108,572,18,27,42,50,59,90,106,113,122,158,225,279,333,361,427,572,554,545,530,522,513,482,466,459,450,413,346,293,238,211,145,572,49,71,106,53,293,99235,66255.7712486884,72342.3006295908,71713.2371458552,31995.3620146905,572,164,408,2442,1146,123,133,256,890,572,244,206,37,28,41,16,0
250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",ACSSF,ma,150,0,5045,,,,,25,17,,,353700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173537003,Block Group 3,,,,1571,1571,38281.57,0.0410380279754192,0.04103803,0.04103803,0,1571,8,1563,0,0,1571,1025,71,0,313,9,29,124,1571,1447,960,60,0,303,9,8,107,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9911.15162644281,12501.7208814271,4876.55036726128,8258.42077649528,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
250173537004,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",ACSSF,ma,150,0,5046,,,,,25,17,,,353700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173537004,Block Group 4,,,,1434,1434,70946.38,0.0202124488607669,0.02021245,0.02021245,0,1434,0,1124,201,109,1434,913,74,0,358,0,20,69,1434,1200,716,67,0,358,0,13,46,234,228,0,42,66,81,89,91,101,106,114,135,147,149,169,175,218,228,228,185,162,147,139,137,127,122,114,93,81,79,59,53,9,228,80,38,27,4,79,51113,20080.8368310598,16947.0330535152,34616.2854144806,16198.6463798531,228,0,228,2104,461,49,82,131,330,228,119,56,53,0,0,0,0
250173537005,"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",ACSSF,ma,150,0,5047,,,,,25,17,,,353700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173537005,Block Group 5,,,,804,804,20586.76,0.0390542350003166,0.03905423,0.03905423,0,804,72,571,117,44,804,474,51,0,236,0,13,30,804,680,374,44,0,236,0,0,26,124,291,22,43,61,72,80,82,90,94,110,147,171,187,204,250,274,291,269,248,230,219,211,209,201,197,180,143,119,103,87,40,17,291,70,49,49,19,104,54679,31581.9176285414,41737.9958027282,19506.2014690451,39947.1012591815,291,7,284,2259,509,65,52,117,392,291,156,108,20,4,0,0,3
250173539001,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",ACSSF,ma,150,0,5052,,,,,25,17,,,353900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173539001,Block Group 1,,,,2115,2115,54059.79,0.03912334728964,0.03912335,0.03912335,0,2115,161,1536,260,158,2115,1456,99,0,402,0,60,98,2115,1909,1311,99,0,402,0,9,88,206,565,67,120,135,141,151,181,207,220,253,289,309,356,383,416,465,565,498,445,430,424,413,384,358,345,311,276,256,209,182,149,99,565,135,131,43,47,209,60970,52939.721930745,75380.8551941238,16121.1909758657,9554.22875131165,565,117,448,2093,981,144,116,260,721,565,300,193,27,45,0,0,0
250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",ACSSF,ma,150,0,5053,,,,,25,17,,,353900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173539002,Block Group 2,,,,1989,1989,45938.81,0.0432967256991152,0.06359141,0.04329672,0.02029469,1989,279,1205,425,80,1989,769,40,75,848,0,122,135,1989,1776,679,40,75,848,0,79,55,213,882,106,160,191,202,204,218,260,300,314,362,425,575,680,728,775,882,774,721,691,680,678,664,621,581,568,519,457,305,201,154,107,882,194,110,117,154,307,78783,39734.6222455404,51273.3840503673,31962.9144805876,28999.721930745,882,81,801,2661,1910,596,95,691,1219,882,221,424,135,50,52,0,0
250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ACSSF,ma,150,0,5054,,,,,25,17,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173539003,Block Group 3,,,,2155,2155,50867.39,0.0423650611508625,0.04236506,0.04236506,0,2155,30,2080,22,23,2155,1325,137,16,485,8,82,102,2155,2030,1250,119,16,485,8,50,102,125,28,0,0,0,0,0,0,0,0,0,7,9,16,17,17,17,28,28,28,28,28,28,28,28,28,28,21,19,12,11,11,11,28,0,0,8,8,12,,18080.6033578174,24829.6904512067,9690.29905561385,9169.04512067156,28,0,28,1898,50,0,10,10,40,28,9,19,0,0,0,0,0
250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ACSSF,ma,150,0,5058,,,,,25,17,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173541001,Block Group 1,,,,960,960,9206.425,0.104275000501933,0.104275,0.104275,0,960,144,372,163,281,960,666,20,0,243,0,10,21,960,867,595,20,0,243,0,9,0,93,440,37,39,39,39,51,61,64,72,78,82,160,190,246,285,329,440,403,401,401,401,389,379,376,368,362,358,279,250,193,155,110,440,37,37,94,22,250,120545,77650.0891920252,102589.682581322,37477.9485834208,44481.3824763903,440,214,226,3296,819,61,13,74,745,440,201,168,5,66,0,0,0
250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ACSSF,ma,150,0,5059,,,,,25,17,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173541002,Block Group 2,,,,1659,1659,11809.2,0.140483662472567,0.1586953,0.1404837,0.01821167,1659,147,834,290,388,1659,1450,27,10,113,0,33,26,1659,1547,1381,27,0,113,0,0,26,112,767,22,23,23,23,23,29,67,98,108,133,204,286,362,426,482,767,745,744,744,744,744,738,699,669,659,633,562,480,404,341,284,767,22,80,105,79,481,141423,92784.2471143757,96329.4018887723,33469.1080797482,47358.7460650577,767,338,429,2329,1462,63,20,83,1379,767,330,266,126,33,12,0,0
250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ACSSF,ma,150,0,5060,,,,,25,17,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173542001,Block Group 1,,,,1246,1246,8738.823,0.142582127793642,0.1425821,0.1425821,0,1246,289,119,491,347,1246,1038,3,0,35,0,38,132,1246,1228,1038,3,0,35,0,20,132,18,507,0,0,6,7,10,11,17,21,24,34,55,87,118,138,210,507,507,507,501,500,497,496,489,486,483,473,451,419,389,369,296,507,7,19,31,31,420,218498,139267.956453305,122634.931794334,91666.3772298006,,507,422,85,2815,1246,0,7,7,1239,507,84,259,57,78,23,6,0
250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ACSSF,ma,150,0,5061,,,,,25,17,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173542002,Block Group 2,,,,1101,1101,3192.222,0.344900825795332,0.3784736,0.3449008,0.03357274,1101,277,143,352,329,1101,890,64,0,17,9,107,14,1101,1038,859,64,0,17,0,84,14,63,421,6,6,6,14,16,22,28,29,45,65,82,111,164,194,253,421,415,415,415,407,405,399,393,392,376,356,339,309,256,227,167,421,15,39,28,29,310,173431,122964.640608604,143827.358342078,211721.206715635,108420.818467996,421,343,78,2676,1058,13,33,46,1012,421,99,169,54,50,30,19,0
250173542003,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",ACSSF,ma,150,0,5062,,,,,25,17,,,354200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173542003,Block Group 3,,,,910,910,7598.726,0.119756925514713,0.1197569,0.1197569,0,910,212,67,318,313,910,607,60,0,44,0,21,178,910,667,563,60,0,44,0,0,0,243,466,15,16,36,40,47,66,78,81,81,94,104,231,275,295,331,466,451,450,430,426,419,400,387,385,385,372,362,233,191,170,135,466,38,39,24,130,235,88695,84747.7256033578,86935.3174186778,,57718.9296956978,466,331,135,3199,883,40,33,73,810,466,271,85,14,96,0,0,0
250173594001,"Block Group 1, Census Tract 3594, Middlesex County, Massachusetts",ACSSF,ma,150,0,5196,,,,,25,17,,,359400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173594001,Block Group 1,,,,1408,1408,22900.96,0.0614821381411806,0.06660765,0.06148214,0.005125506,1408,297,628,326,157,1408,875,214,5,229,0,16,69,1408,1389,875,214,5,229,0,16,50,19,495,0,0,8,16,18,54,76,108,135,160,186,223,266,324,375,495,495,495,487,479,477,440,419,387,360,334,308,271,228,171,120,495,17,112,56,38,272,109466,51222.0960125918,59042.9984260231,42379.6196222455,,495,256,239,2473,1408,161,136,297,1111,495,65,239,71,78,42,0,0
250173594002,"Block Group 2, Census Tract 3594, Middlesex County, Massachusetts",ACSSF,ma,150,0,5197,,,,,25,17,,,359400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173594002,Block Group 2,,,,1960,1960,37950.25,0.0516465713354656,0.05695895,0.05164657,0.00531238,1960,316,775,755,114,1960,920,357,100,375,0,40,168,1960,1768,835,345,100,375,0,0,113,192,856,22,72,96,107,124,129,139,144,144,171,209,382,481,537,667,856,834,783,760,748,732,727,717,712,712,685,646,472,374,318,187,856,104,36,67,174,474,107837,61909.8950682057,76360.5613850997,72936.8231899265,52006.0703043022,856,240,616,2188,1960,171,99,270,1690,856,243,337,160,87,29,0,0
250173594003,"Block Group 3, Census Tract 3594, Middlesex County, Massachusetts",ACSSF,ma,150,0,5198,,,,,25,17,,,359400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173594003,Block Group 3,,,,1829,1829,35784.83,0.0511110476187534,0.05111105,0.05111105,0,1829,480,495,577,277,1829,958,617,24,44,0,0,186,1829,1687,882,617,0,44,0,0,144,142,718,4,4,4,10,62,80,84,91,99,117,185,369,460,503,591,718,714,714,714,708,656,638,633,627,618,601,532,347,257,215,126,718,11,84,94,179,349,95184,53593.9060860441,82200.0708289612,,40891.2198321091,718,381,337,1938,1829,183,194,377,1452,718,148,141,214,126,67,22,0
250173594004,"Block Group 4, Census Tract 3594, Middlesex County, Massachusetts",ACSSF,ma,150,0,5199,,,,,25,17,,,359400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173594004,Block Group 4,,,,1061,1061,36017.79,0.029457665440921,0.02945767,0.02945767,0,1061,62,515,357,127,1061,821,18,0,153,0,0,69,1061,1036,821,18,0,153,0,0,44,25,651,36,67,101,140,156,165,188,217,245,278,335,363,405,463,510,651,615,583,550,510,495,485,463,434,406,372,315,288,246,187,141,651,142,106,89,26,288,70870,80193.5571878279,84516.4060860441,92635.6164742917,,651,138,513,2314,1061,124,146,270,791,651,304,286,50,0,11,0,0
250173594005,"Block Group 5, Census Tract 3594, Middlesex County, Massachusetts",ACSSF,ma,150,0,5200,,,,,25,17,,,359400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173594005,Block Group 5,,,,685,685,23603.92,0.0290205977788314,0.0290206,0.0290206,0,685,35,328,176,146,685,429,47,0,176,0,0,33,685,631,408,47,0,176,0,0,0,54,438,46,48,48,48,48,48,68,80,89,96,181,275,313,332,348,438,392,390,390,390,390,390,369,358,349,342,256,162,125,106,90,438,46,46,99,84,163,83387,76142.8488982162,78555.4800629591,85780.8132214061,24585.8105981112,438,188,250,2549,685,93,16,109,576,438,262,140,16,20,0,0,0
250173703011,"Block Group 1, Census Tract 3703.01, Middlesex County, Massachusetts",ACSSF,ma,150,0,5343,,,,,25,17,,,370301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173703011,Block Group 1,,,,600,600,6572.211,0.0912934731743931,0.09129348,0.09129348,0,600,202,114,261,23,600,509,0,0,91,0,0,0,600,413,322,0,0,91,0,0,0,187,224,0,45,52,52,52,52,52,67,78,78,93,108,124,128,198,224,224,179,172,172,172,172,172,156,146,146,131,116,100,96,25,224,49,26,19,13,116,123278,43572.851521511,56194.9422875131,81024.6327387198,,224,73,151,1792,600,198,19,217,383,224,15,105,18,86,0,0,0
250173703012,"Block Group 2, Census Tract 3703.01, Middlesex County, Massachusetts",ACSSF,ma,150,0,5344,,,,,25,17,,,370301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173703012,Block Group 2,,,,881,881,10581.67,0.0832571425041352,0.08325715,0.08325715,0,881,101,376,289,115,881,640,0,0,175,0,0,66,881,881,640,0,0,175,0,0,66,0,429,12,50,56,66,69,79,83,83,83,92,128,166,257,337,369,429,417,379,373,363,360,350,346,346,346,336,300,263,171,91,60,429,66,16,49,36,263,121296,54584.0792235047,52858.0797481637,58081.0860440714,,429,174,255,2256,881,43,70,113,768,429,157,105,153,14,0,0,0
250173703013,"Block Group 3, Census Tract 3703.01, Middlesex County, Massachusetts",ACSSF,ma,150,0,5345,,,,,25,17,,,370301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173703013,Block Group 3,,,,1367,1367,3572.181,0.382679379209479,0.385423,0.3826794,0.002743642,1367,157,298,519,393,1367,1151,14,0,202,0,0,0,1367,1347,1131,14,0,202,0,0,0,20,625,0,0,0,12,55,98,120,146,178,193,245,346,393,415,503,625,625,625,625,613,569,527,505,479,447,432,380,278,232,210,121,625,14,163,74,95,279,100455,55076.0257082896,54860.406610703,51549.7114375656,,625,440,185,1911,1367,13,214,227,1140,625,193,270,73,55,34,0,0
250173703014,"Block Group 4, Census Tract 3703.01, Middlesex County, Massachusetts",ACSSF,ma,150,0,5346,,,,,25,17,,,370301,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173703014,Block Group 4,,,,540,540,10383.8,0.0520041019495071,0.0520041,0.0520041,0,540,44,139,139,218,540,460,0,0,26,0,17,37,540,492,429,0,0,26,0,0,37,48,275,0,32,46,48,79,90,90,99,105,115,141,194,204,232,269,275,275,243,229,227,196,185,185,176,170,160,134,81,71,42,5,275,46,54,41,53,81,71715,41716.0152151102,41990.2492130115,,,275,92,183,1876,540,37,11,48,492,275,118,103,10,44,0,0,0
250173703015,"Block Group 5, Census Tract 3703.01, Middlesex County, Massachusetts",ACSSF,ma,150,0,5347,,,,,25,17,,,370301,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173703015,Block Group 5,,,,784,784,17408.4,0.0450357298952736,0.04503573,0.04503573,0,784,114,194,424,52,784,546,0,0,167,0,0,71,784,752,514,0,0,167,0,0,71,32,447,15,16,16,49,102,157,175,175,175,215,252,311,374,419,444,447,432,431,431,397,344,290,272,272,272,231,194,136,72,27,3,447,56,109,83,63,136,56718,42551.277544596,40765.6164742917,49645.7738719832,,447,159,288,1810,784,16,60,76,708,447,248,81,101,17,0,0,0
250173703021,"Block Group 1, Census Tract 3703.02, Middlesex County, Massachusetts",ACSSF,ma,150,0,5348,,,,,25,17,,,370302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173703021,Block Group 1,,,,181,181,1039.505,0.174121270059938,0.1951627,0.1741213,0.02104141,181,26,0,79,76,181,181,0,0,0,0,0,0,181,181,181,0,0,0,0,0,0,0,142,35,37,98,111,111,124,130,130,130,130,130,140,142,142,142,142,106,105,44,31,31,18,12,12,12,12,12,2,0,0,0,142,105,23,2,10,2,18995,17869.1710388248,17869.1710388248,,,142,0,142,746,181,37,74,111,70,142,130,0,0,12,0,0,0
250173703022,"Block Group 2, Census Tract 3703.02, Middlesex County, Massachusetts",ACSSF,ma,150,0,5349,,,,,25,17,,,370302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173703022,Block Group 2,,,,1501,1501,5495.78,0.273118639931922,0.284248,0.2731186,0.0111294,1501,243,394,660,204,1501,926,0,0,83,0,51,441,1501,1194,849,0,0,83,0,0,262,307,683,34,36,68,91,96,140,161,161,161,213,324,464,502,551,592,683,648,647,615,592,587,542,522,522,522,469,357,217,181,132,90,683,91,64,170,139,219,70519,43784.2838405037,57505.4039874082,53043.3447009444,25364.5514165792,683,305,378,2234,1442,126,259,385,1057,683,193,266,49,134,41,0,0
250173704021,"Block Group 1, Census Tract 3704.02, Middlesex County, Massachusetts",ACSSF,ma,150,0,5352,,,,,25,17,,,370402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173704021,Block Group 1,,,,929,929,6262.833,0.14833543630318,0.2024778,0.1483354,0.05414234,929,121,587,206,15,929,784,0,0,0,0,30,115,929,726,726,0,0,0,0,0,0,203,263,0,2,2,2,2,2,2,2,2,13,17,57,140,162,162,263,263,261,261,261,261,261,261,261,261,250,246,205,122,101,101,263,2,0,13,42,206,114305,65406.9018887723,74780.0524658972,,31889.6458551941,263,123,140,2783,806,57,0,57,749,263,31,77,116,30,9,0,0
250173704022,"Block Group 2, Census Tract 3704.02, Middlesex County, Massachusetts",ACSSF,ma,150,0,5353,,,,,25,17,,,370402,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173704022,Block Group 2,,,,960,960,12105.46,0.0793030701300547,0.07930307,0.07930307,0,960,59,322,305,274,960,714,0,0,180,0,66,0,960,883,703,0,0,180,0,0,0,77,445,0,0,0,0,0,11,16,16,55,117,128,140,195,260,314,445,445,445,445,445,445,434,429,429,389,328,317,305,250,185,130,445,0,79,43,18,305,131892,69682.6495278069,59039.8583420776,105596.836306401,82891.9359916055,445,325,120,1524,960,51,0,51,909,445,63,224,145,13,0,0,0
250173731001,"Block Group 1, Census Tract 3731, Middlesex County, Massachusetts",ACSSF,ma,150,0,5356,,,,,25,17,,,373100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173731001,Block Group 1,,,,528,528,3224.857,0.163728171713537,0.1903912,0.1637282,0.02666306,528,110,66,293,59,528,368,71,0,0,0,7,82,528,521,368,71,0,0,0,0,82,7,217,12,13,13,13,13,23,27,27,27,27,36,50,73,102,128,217,205,204,204,204,204,194,190,190,190,190,181,166,144,115,89,217,12,13,12,13,167,143676,78377.5419727177,85604.9685204617,,,217,156,61,3446,528,20,0,20,508,217,76,44,40,42,15,0,0
250173731002,"Block Group 2, Census Tract 3731, Middlesex County, Massachusetts",ACSSF,ma,150,0,5357,,,,,25,17,,,373100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173731002,Block Group 2,,,,1126,1126,12135.53,0.0927853719785574,0.09278537,0.09278537,0,1126,250,233,454,189,1126,979,0,0,97,0,1,49,1126,1039,894,0,0,97,0,0,48,87,471,13,14,14,14,14,24,29,29,29,67,131,156,190,234,294,471,458,457,457,457,457,447,442,442,442,404,339,315,280,236,177,471,13,14,102,26,315,142151,76040.2728226653,81142.9092339979,53654.6143756558,65101.2670514166,471,266,205,1873,1126,21,80,101,1025,471,148,93,165,53,12,0,0
250173731003,"Block Group 3, Census Tract 3731, Middlesex County, Massachusetts",ACSSF,ma,150,0,5358,,,,,25,17,,,373100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173731003,Block Group 3,,,,784,784,7079.974,0.110734875991703,0.1107349,0.1107349,0,784,68,178,332,206,784,706,1,0,59,0,2,16,784,723,656,1,0,59,0,0,7,61,474,0,0,0,39,51,51,60,65,86,132,252,366,395,411,416,474,474,474,474,434,423,423,414,409,387,341,221,107,79,63,58,474,48,51,160,107,108,70013,63413.9952780693,68998.111227702,,,474,240,234,1883,776,0,178,178,598,474,302,85,51,36,0,0,0
250173731004,"Block Group 4, Census Tract 3731, Middlesex County, Massachusetts",ACSSF,ma,150,0,5359,,,,,25,17,,,373100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173731004,Block Group 4,,,,719,719,4752.078,0.151302245415809,0.1513022,0.1513022,0,719,174,70,280,195,719,559,14,0,102,0,0,44,719,719,559,14,0,102,0,0,44,0,239,0,0,0,0,0,0,9,22,36,42,42,42,87,123,174,239,239,239,239,239,239,239,230,217,203,197,197,197,152,115,65,239,0,38,4,0,197,153365,64348.6935991605,70807.8462749213,59618.6804826863,,239,239,0,,719,20,0,20,699,239,14,109,44,47,25,0,0
250173731005,"Block Group 5, Census Tract 3731, Middlesex County, Massachusetts",ACSSF,ma,150,0,5360,,,,,25,17,,,373100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173731005,Block Group 5,,,,1322,1322,11199.12,0.118044948470804,0.118045,0.118045,0,1322,190,468,607,57,1322,680,168,3,249,0,180,42,1322,1139,680,168,0,249,0,0,42,183,461,0,8,9,9,9,9,9,9,9,21,48,75,148,204,257,461,461,453,452,452,452,452,452,452,452,439,413,386,312,256,203,461,9,0,39,27,386,159359,67100.4538300105,55967.8095487933,61754.9842602308,106018.654249738,461,231,230,1986,1322,30,0,30,1292,461,69,78,193,121,0,0,0
250173735001,"Block Group 1, Census Tract 3735, Middlesex County, Massachusetts",ACSSF,ma,150,0,5370,,,,,25,17,,,373500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173735001,Block Group 1,,,,1013,1013,4832.592,0.209618345722065,0.2096183,0.2096183,0,1013,191,160,349,313,1013,864,28,0,99,0,0,22,1013,991,864,28,0,99,0,0,0,22,328,8,17,18,18,18,18,18,23,31,41,67,87,123,137,179,328,320,311,310,310,310,310,310,305,297,287,261,241,204,191,148,328,17,16,35,19,241,190515,133884.80587618,143276.796956978,87795.7004197272,133343.664742917,328,272,56,2296,1013,93,16,109,904,328,9,163,35,71,35,15,0
250173735002,"Block Group 2, Census Tract 3735, Middlesex County, Massachusetts",ACSSF,ma,150,0,5371,,,,,25,17,,,373500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173735002,Block Group 2,,,,2333,2333,5073.875,0.459806377481286,0.4598064,0.4598064,0,2333,466,924,725,218,2333,1729,134,0,329,0,68,73,2333,2213,1686,128,0,329,0,11,59,120,543,0,0,0,0,7,20,25,30,38,61,77,93,132,149,197,543,543,543,543,543,536,523,518,513,505,481,465,450,410,394,346,543,0,37,37,19,450,211589,66904.721930745,87306.8940188877,15875.2177334732,3523.17418677859,543,511,32,,1468,60,57,117,1351,543,80,254,95,70,26,18,0
250173735003,"Block Group 3, Census Tract 3735, Middlesex County, Massachusetts",ACSSF,ma,150,0,5372,,,,,25,17,,,373500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173735003,Block Group 3,,,,2642,2642,4148.546,0.636849668801554,0.6409922,0.6368496,0.00414249,2642,627,439,995,581,2642,2315,18,0,230,0,0,79,2642,2563,2236,18,0,230,0,0,79,79,947,7,7,7,14,28,33,33,55,92,146,182,251,330,377,500,947,940,940,940,933,918,914,914,891,855,800,765,695,616,570,445,947,15,85,76,74,696,195274,92020.1600209864,95539.147429171,86087.4947534103,61401.2014690451,947,784,163,2316,2642,32,202,234,2408,947,122,379,160,217,49,20,0
250173736001,"Block Group 1, Census Tract 3736, Middlesex County, Massachusetts",ACSSF,ma,150,0,5373,,,,,25,17,,,373600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250173736001,Block Group 1,,,,1153,1153,1596.712,0.722108751083017,0.7576827,0.7221087,0.03557391,1153,439,87,474,153,1153,849,42,0,72,0,1,189,1153,1143,849,42,0,69,0,0,183,10,383,0,0,0,10,13,13,21,25,25,25,25,34,61,88,170,383,383,383,383,373,370,370,362,358,358,358,358,349,322,294,212,383,12,12,1,9,349,215148,116955.566631689,130757.282266527,175045.026232949,,383,250,133,,1153,27,53,80,1073,383,83,58,67,99,51,11,14
