Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A10066_001,SE_A10066_002,SE_A10066_003,SE_A10066_004,SE_A10066_005,SE_A10066_006,SE_A10066_007,SE_A10066_008
250173534002,15000US250173534002,Block Group 2,"Block Group 2, Census Tract 3534, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004848,,,,,25,017,,,,353400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684,1684,32606.23,0.0516465713354656,0.05695895,0.05164657,0.00531238,1684,165,845,558,116,1684,819,388,57,282,0,37,101,1684,1563,765,373,57,282,0,0,86,121,735,0,53,83,100,123,135,144,161,167,216,308,408,472,522,583,735,735,681,652,634,612,600,590,574,568,518,427,326,262,213,152,735,98,60,143,107,327,90156,53233.8074634938,66378.7966468361,53704.2347214711,53581.2330989724,735,227,508,2077,1684,226,296,522,1162,735,283,214,103,76,50,9,0
250173535001,15000US250173535001,Block Group 1,"Block Group 1, Census Tract 3535, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004849,,,,,25,017,,,,353500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,1117,37918.82,0.029457665440921,0.02945767,0.02945767,0,1117,75,494,379,169,1117,839,85,0,106,0,0,87,1117,1069,813,85,0,106,0,0,65,48,613,48,75,88,121,155,173,183,199,223,250,284,336,412,466,500,613,565,537,525,492,458,440,430,414,389,363,329,277,200,147,113,613,127,97,61,51,277,88228,62369.3753380206,63229.3077339102,109182.282314765,35979.0535424554,613,203,410,2083,1117,94,155,249,868,613,285,238,57,20,13,0,0
250173535002,15000US250173535002,Block Group 2,"Block Group 2, Census Tract 3535, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004850,,,,,25,017,,,,353500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,1673,32732.65,0.0511110476187534,0.05111105,0.05111105,0,1673,400,563,559,151,1673,1070,423,13,104,0,24,39,1673,1608,1028,423,0,104,0,24,29,65,664,17,19,25,34,86,135,146,156,175,187,218,320,409,474,557,664,646,645,639,630,577,529,518,508,489,476,446,342,254,190,107,664,35,119,63,102,344,101889,49786.525148729,65581.4440237966,23997.1849648459,45954.0535424554,664,286,378,1976,1673,62,221,283,1390,664,190,191,130,87,56,10,0
250173537001,15000US250173537001,Block Group 1,"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004856,,,,,25,017,,,,353700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,975,20224.23,0.0482094897736978,0.04820949,0.04820949,0,975,77,389,317,192,975,836,27,0,89,0,0,23,975,943,821,10,0,89,0,0,23,32,522,44,48,69,84,87,95,108,125,151,166,227,284,322,358,397,522,477,474,453,438,435,427,414,396,371,355,294,238,199,164,125,522,80,71,88,45,238,80922,75115.1487290427,76095.9248242293,90278.8750676041,64434.5078420768,522,253,269,2256,970,69,72,141,829,522,226,186,100,10,0,0,0
250173537002,15000US250173537002,Block Group 2,"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004857,,,,,25,017,,,,353700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,1223,21484.42,0.0569249741697645,0.05692497,0.05692497,0,1223,73,537,338,275,1223,1014,20,0,136,0,23,30,1223,1127,951,10,0,136,0,0,30,96,626,31,41,54,76,86,109,133,139,155,197,247,314,368,400,470,626,594,585,572,550,540,517,493,486,471,429,379,311,257,225,155,626,79,71,88,75,312,93959,81607.2606814494,85923.1070849108,100737.249864792,38650.5624661979,626,270,356,2215,1198,144,96,240,958,626,239,292,51,31,0,13,0
250173537003,15000US250173537003,Block Group 3,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004858,,,,,25,017,,,,353700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,1536,32187.82,0.0477199122158095,0.04771991,0.04771991,0,1536,18,1499,19,0,1536,957,69,0,337,5,71,97,1536,1378,894,50,0,332,5,0,97,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7020.80313683072,5556.65224445646,11668.9697133586,9632.96917252569,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
250173537004,15000US250173537004,Block Group 4,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004859,,,,,25,017,,,,353700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365,1365,67532.64,0.0202124488607669,0.02021245,0.02021245,0,1365,18,1165,113,69,1365,922,40,0,286,0,42,75,1365,1148,785,36,0,286,0,0,41,217,198,44,75,82,98,111,114,119,127,133,156,160,173,183,186,194,198,153,123,116,100,87,84,79,71,65,42,38,25,15,12,3,198,98,45,14,15,25,,17495.3623580314,19708.3126014062,15944.8945375879,16408.84802596,198,0,198,1826,388,141,44,185,203,198,142,27,20,9,0,0,0
250173537005,15000US250173537005,Block Group 5,"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004860,,,,,25,017,,,,353700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,784,20074.65,0.0390542350003166,0.03905423,0.03905423,0,784,83,499,113,89,784,442,135,0,171,0,17,19,784,703,385,128,0,171,0,0,19,81,270,24,33,48,59,66,74,81,91,102,116,141,150,168,198,238,270,246,237,222,211,203,196,189,179,168,154,128,120,102,72,31,270,57,39,43,11,120,69397,35529.1265548945,54305.2163331531,27815.6300703083,25084.7782585181,270,19,251,2155,482,83,56,139,343,270,144,112,0,1,0,0,13
250173539001,15000US250173539001,Block Group 1,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004865,,,,,25,017,,,,353900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133,2133,54520.95,0.03912257508529,0.03912257,0.03912257,0,2133,71,1689,191,182,2133,1293,145,0,583,0,36,76,2133,1935,1133,133,0,583,0,10,76,198,559,98,138,190,213,233,262,278,285,310,349,378,440,467,482,512,559,459,420,369,346,325,297,281,274,249,210,181,118,92,77,47,559,199,126,57,59,119,46059,26770.1162790698,33212.5959978367,20298.5045970795,17478.0989724175,559,41,518,1730,837,163,190,353,484,559,336,196,9,18,0,0,0
250173539002,15000US250173539002,Block Group 2,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004866,,,,,25,017,,,,353900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1752,40463.87,0.0432978840056402,0.06294045,0.04329788,0.01964256,1752,192,1256,275,29,1752,1071,123,0,436,0,39,83,1752,1526,882,123,0,436,0,39,46,226,724,155,176,206,224,235,264,305,327,327,347,417,533,587,603,631,724,567,548,518,500,489,460,419,397,397,377,306,190,137,121,93,724,210,102,111,110,191,64738,38108.9237425636,46762.1957815035,33834.0778799351,18462.1119524067,724,75,649,2340,1653,507,221,728,925,724,188,285,186,53,12,0,0
250173539003,15000US250173539003,Block Group 3,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004867,,,,,25,017,,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232,2232,52684.92,0.0423650611508625,0.04236506,0.04236506,0,2232,58,2138,18,18,2232,1424,175,16,470,7,50,90,2232,2060,1345,149,16,463,7,0,80,172,19,0,0,0,0,0,0,0,0,0,6,10,10,10,10,10,19,19,19,19,19,19,19,19,19,19,13,9,9,9,9,9,19,0,0,8,2,9,,9333.01784748513,10358.0313683072,9007.1714440238,8637.08761492699,19,0,19,,28,0,0,0,28,19,10,9,0,0,0,0,0
250173541001,15000US250173541001,Block Group 1,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004871,,,,,25,017,,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,367,29257.74,0.0125436874611002,0.01254369,0.01254369,0,367,16,160,132,59,367,268,56,0,33,0,0,10,367,300,254,13,0,33,0,0,0,67,226,26,41,45,56,63,70,77,80,87,87,92,112,128,145,175,226,200,185,181,169,163,156,149,145,139,139,134,114,97,81,51,226,58,25,10,19,114,93735,73400.6787452677,80238.0584099513,41056.6468361276,67759.8674959438,226,66,160,2200,367,80,17,97,270,226,107,111,0,8,0,0,0
250173541002,15000US250173541002,Block Group 2,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004872,,,,,25,017,,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,557,8467.889,0.0657779109401279,0.08339923,0.06577791,0.01762132,557,80,48,211,218,557,532,6,0,10,0,0,9,557,557,532,6,0,10,0,0,9,0,296,0,0,0,0,0,0,8,22,28,36,48,83,132,162,203,296,296,296,296,296,296,296,288,274,268,260,248,212,164,134,92,296,0,24,22,37,213,133072,105911.949702542,91991.1871281774,,,296,205,91,3113,557,8,0,8,549,296,143,90,32,18,13,0,0
250173541003,15000US250173541003,Block Group 3,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004873,,,,,25,017,,,,354100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116,1116,14658.3,0.0761343295799054,0.07613433,0.07613433,0,1116,84,606,279,147,1116,876,41,0,135,0,35,29,1116,1006,801,41,0,135,0,0,29,110,522,45,49,55,58,69,81,92,110,130,150,189,272,354,394,424,522,476,473,467,464,453,441,430,411,392,371,332,249,168,128,98,522,53,66,68,85,250,98755,54665.5895078421,62102.8718226068,29790.1297998918,44289.2157923202,522,175,347,2022,918,64,50,114,804,522,233,227,48,14,0,0,0
250173541004,15000US250173541004,Block Group 4,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004874,,,,,25,017,,,,354100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,815,11258.71,0.0723883662781449,0.07238837,0.07238837,0,815,82,338,142,253,815,552,0,0,228,0,9,26,815,760,519,0,0,228,0,0,13,55,391,12,13,13,13,23,34,39,39,39,44,61,79,124,183,233,391,379,378,378,378,368,357,352,352,352,347,330,312,266,208,158,391,12,23,27,18,312,151803,141570.55164954,183801.108707409,80878.9616008653,28119.8972417523,391,167,224,2955,675,53,15,68,607,391,203,146,0,42,0,0,0
250173542001,15000US250173542001,Block Group 1,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004875,,,,,25,017,,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,1362,9552.597,0.142579038976242,0.142579,0.142579,0,1362,371,119,614,258,1362,1253,0,0,56,0,21,32,1362,1362,1253,0,0,56,0,21,32,0,536,9,10,15,17,20,28,33,33,35,47,68,109,130,154,263,536,527,526,521,519,516,508,503,503,501,489,468,427,406,382,271,536,16,22,32,39,427,193014,129369.653866955,136290.113574905,81758.3153055706,,536,434,102,2744,1362,10,37,47,1315,536,109,233,59,91,44,0,0
250173542002,15000US250173542002,Block Group 2,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004876,,,,,25,017,,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,1213,3516.949,0.344901211897507,0.3770454,0.3449012,0.03214416,1213,274,235,415,289,1213,1068,75,0,37,10,16,7,1213,1187,1068,75,0,37,0,0,7,26,503,0,0,8,24,31,31,36,47,53,63,84,118,207,263,318,503,503,503,495,479,472,472,467,456,450,440,419,384,294,240,184,503,29,21,33,36,385,134466,111344.521362899,120411.03569497,60966.7252568956,,503,320,183,2680,1191,8,89,97,1094,503,135,178,100,72,2,16,0
250173542003,15000US250173542003,Block Group 3,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",ma,150,00,ACSSF,0004877,,,,,25,017,,,,354200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,881,7356.568,0.119756925514713,0.1197569,0.1197569,0,881,198,129,352,202,881,782,62,0,37,0,0,0,881,833,734,62,0,37,0,0,0,48,354,15,16,38,47,47,52,58,58,61,72,76,93,112,137,200,354,339,338,316,307,307,302,296,296,293,281,278,260,242,217,154,354,43,22,9,19,261,192206,150767.620335316,152072.084910763,111841.922660898,,354,261,93,2894,855,19,32,51,804,354,113,121,41,58,8,13,0
250173703001,15000US250173703001,Block Group 1,"Block Group 1, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0005140,,,,,25,017,,,,370300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,62,212.6638,0.291539960802907,0.2942836,0.29154,0.002743642,62,0,25,37,0,62,62,0,0,0,0,0,0,62,62,62,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,15,24,24,37,37,37,37,37,37,37,37,37,37,37,37,37,22,13,13,37,0,0,0,0,37,,94922.7257977285,94922.7257977285,,,37,24,13,,62,0,0,0,62,37,11,26,0,0,0,0,0
250173703002,15000US250173703002,Block Group 2,"Block Group 2, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0005141,,,,,25,017,,,,370300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,1435,3159.295,0.454215231885244,0.4855968,0.4542152,0.03138161,1435,113,308,584,430,1435,1208,0,0,161,0,66,0,1435,1344,1183,0,0,161,0,0,0,91,792,56,70,126,157,163,174,185,185,185,236,330,447,535,625,688,792,735,722,666,634,629,618,607,607,607,555,461,344,256,166,104,792,150,32,141,124,345,96320,56194.4780962683,48242.5310978908,104406.798269335,74270.3217955652,792,393,399,1749,1435,86,117,203,1232,792,385,316,23,30,38,0,0
250173703003,15000US250173703003,Block Group 3,"Block Group 3, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0005142,,,,,25,017,,,,370300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,805,7716.743,0.104318630047707,0.1043186,0.1043186,0,805,219,178,376,32,805,723,0,0,82,0,0,0,805,648,566,0,0,82,0,0,0,157,312,0,33,48,51,51,51,51,62,87,97,97,112,136,186,257,312,312,279,264,261,261,261,261,249,224,215,215,200,176,126,55,312,47,43,7,15,200,136557,50374.5592212007,56501.9821525149,97875.8436992969,,312,162,150,1960,805,170,9,179,626,312,42,114,91,65,0,0,0
250173703004,15000US250173703004,Block Group 4,"Block Group 4, Census Tract 3703, Middlesex County, Massachusetts",ma,150,00,ACSSF,0005143,,,,,25,017,,,,370300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,808,11504.73,0.0702319856308215,0.07023199,0.07023199,0,808,182,259,281,86,808,736,15,0,31,0,0,26,808,752,680,15,0,31,0,0,26,56,401,9,48,59,59,59,59,59,59,63,95,131,177,258,321,350,401,392,352,342,342,342,342,342,342,338,305,270,224,142,80,51,401,54,17,55,51,224,109170,58971.7252568956,57556.1276365603,,44158.6614386155,401,120,281,1911,808,41,39,80,728,401,186,106,40,69,0,0,0
