Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
250173534002,15000US250173534002,"Block Group 2, Census Tract 3534, Middlesex County, Massachusetts","Block Group 2, Census Tract 3534, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006661,,,,,25,017,,,,353400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372,1372,26565.17,0.0516465713354656,0.05989989,0.05164657,0.00825332,1372,216,447,617,92,1372,608,414,0,240,0,9,101,744,29,71,113,136,166,177,211,233,261,323,372,514,608,645,659,744,714,672,631,607,578,567,533,511,482,421,371,229,135,99,85,72807,49011.3866666667,71868.4711111111,52381.9022222222,38532.1688888889,744,226,518,1399,1372,165,265,430,942,1372,1235,531,398,0,240,0,0,66,137,77,16,0,0,0,9,35,744,29,42,41,24,30,11,34,23,28,62,49,142,95,37,14,85
250173535001,15000US250173535001,"Block Group 1, Census Tract 3535, Middlesex County, Massachusetts","Block Group 1, Census Tract 3535, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006662,,,,,25,017,,,,353500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,1128,38292.74,0.029457279338746,0.02945728,0.02945728,0,1128,99,464,401,164,1128,707,126,0,280,0,0,15,606,18,51,100,143,158,164,165,165,171,182,231,304,380,454,480,606,587,555,505,463,447,441,441,441,435,424,375,302,225,152,126,107601,78400.2488888889,94824.8622222222,77774.8533333333,,606,238,368,1973,1128,150,129,279,849,1128,1062,641,126,0,280,0,0,15,66,66,0,0,0,0,0,0,606,18,32,49,43,15,6,1,0,6,11,49,73,77,74,25,126
250173535002,15000US250173535002,"Block Group 2, Census Tract 3535, Middlesex County, Massachusetts","Block Group 2, Census Tract 3535, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006663,,,,,25,017,,,,353500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,1816,35529.94,0.0511118198231034,0.05111182,0.05111182,0,1816,392,780,472,172,1816,896,607,0,94,0,43,176,730,57,79,103,129,139,200,222,258,277,278,307,367,426,489,575,730,672,651,627,601,590,529,508,472,453,451,422,362,303,241,154,102624,67223.52,125865.288888889,30848.9066666667,34836.5422222222,730,339,391,1892,1807,717,194,911,896,1816,1749,842,607,0,94,0,30,176,67,54,0,0,0,0,13,0,730,57,21,24,26,11,61,22,36,20,1,29,59,59,63,86,155
250173537001,15000US250173537001,"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts","Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006669,,,,,25,017,,,,353700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,1067,22132.57,0.0482094897736978,0.04820949,0.04820949,0,1067,128,430,337,172,1067,865,94,0,63,0,6,39,594,36,63,95,125,150,176,178,193,208,234,268,340,398,455,525,594,557,531,499,468,444,418,416,401,386,360,325,253,196,139,69,85601,65089.6088888889,74910.3288888889,49039.76,17952.0444444444,594,211,383,1629,1057,125,116,241,816,1067,916,814,0,0,63,0,0,39,151,51,94,0,0,0,6,0,594,36,26,32,31,25,26,2,15,15,26,34,72,58,57,70,69
250173537002,15000US250173537002,"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts","Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006670,,,,,25,017,,,,353700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,1405,24681.61,0.0569249741697645,0.05692497,0.05692497,0,1405,78,845,348,134,1405,1276,12,0,65,0,10,42,651,64,104,128,137,170,178,179,192,211,264,340,379,411,433,547,651,586,547,523,514,481,473,472,458,440,386,311,272,240,218,103,69928,58579.1111111111,62268.8266666667,41750.1777777778,42843.7333333333,651,192,459,2039,1405,376,72,448,957,1405,1353,1234,12,0,65,0,0,42,52,42,0,0,0,0,10,0,651,64,40,24,9,33,8,1,13,18,53,76,39,32,22,115,104
250173537003,15000US250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts","Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006671,,,,,25,017,,,,353700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,892,18692.41,0.0477199122158095,0.04771991,0.04771991,0,892,30,862,0,0,892,620,82,0,147,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5123.75111111111,5604.91555555556,6917.18222222222,6000.96,0,0,0,,0,0,0,0,0,892,795,534,82,0,136,0,0,43,97,86,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250173537004,15000US250173537004,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts","Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006672,,,,,25,017,,,,353700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627,1627,80488.8,0.0202139932694669,0.02021399,0.02021399,0,1627,45,1498,83,1,1627,1167,119,10,178,8,46,99,137,29,42,50,50,50,50,50,54,65,83,93,105,107,115,118,137,108,94,87,87,87,87,87,83,72,54,44,32,30,22,19,51454,11491.2,10765.3155555556,21685.5022222222,9946.03555555556,137,0,137,1717,254,89,8,97,157,1627,1473,1070,119,10,178,8,8,80,154,97,0,0,0,0,38,19,137,29,14,8,0,0,0,0,4,11,18,11,12,2,8,3,19
250173537005,15000US250173537005,"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts","Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006673,,,,,25,017,,,,353700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,617,15798.54,0.0390542350003166,0.03905423,0.03905423,0,617,30,402,144,41,617,350,42,28,156,0,8,33,350,92,110,110,110,111,118,140,151,174,217,268,296,328,329,341,350,257,240,240,240,239,232,209,199,176,133,82,53,22,21,9,49587,43013.9733333333,53870.32,27973.7422222222,64385.0044444445,350,54,296,1823,480,155,50,205,275,617,573,342,42,0,156,0,0,33,44,8,0,28,0,0,8,0,350,92,18,0,0,1,8,22,11,23,43,51,29,32,1,12,9
250173539001,15000US250173539001,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts","Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006678,,,,,25,017,,,,353900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924,1924,49178.77,0.03912257508529,0.03912257,0.03912257,0,1924,97,1483,181,163,1924,1447,95,4,189,0,22,167,505,60,80,103,130,140,147,181,202,217,234,272,312,332,358,417,505,445,425,401,374,365,358,323,303,288,271,233,193,173,147,88,66567,31768.6755555556,34966.5866666667,42758.6133333333,20899.3244444444,505,98,407,1974,918,83,188,271,647,1924,1804,1354,95,4,189,0,0,162,120,93,0,0,0,0,22,5,505,60,20,23,27,9,8,34,20,15,18,38,40,20,26,59,88
250173539002,15000US250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts","Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006679,,,,,25,017,,,,353900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593,1593,36791.96,0.0432974979034652,0.06949839,0.0432975,0.02620089,1593,141,1156,275,21,1593,897,94,0,557,0,0,45,888,179,232,255,274,313,362,382,399,443,537,653,731,810,847,871,888,707,656,633,614,574,525,506,489,444,350,234,156,77,41,17,51435,31831.3333333333,36174.8177777778,33030.1066666667,18531.3333333333,888,71,817,2005,1593,399,283,682,911,1593,1456,768,94,0,557,0,0,37,137,129,0,0,0,0,0,8,888,179,53,23,19,39,49,20,17,44,94,116,78,79,37,24,17
250173539003,15000US250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts","Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006680,,,,,25,017,,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,1486,35077.35,0.0423635167421625,0.04236352,0.04236352,0,1486,0,1463,23,0,1486,939,135,0,290,9,18,95,33,8,10,10,10,10,15,15,21,25,25,27,33,33,33,33,33,24,23,23,23,23,18,18,12,8,8,6,0,0,0,0,41821,5751.51111111111,6116.81777777778,2753.39555555556,3079.68888888889,33,10,23,1685,63,39,0,39,24,1486,1377,848,135,0,290,9,0,95,109,91,0,0,0,0,18,0,33,8,2,0,0,0,4,0,6,4,0,2,6,0,0,0,0
250173540001,15000US250173540001,"Block Group 1, Census Tract 3540, Middlesex County, Massachusetts","Block Group 1, Census Tract 3540, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006681,,,,,25,017,,,,354000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,1277,27432.4,0.0465507948299374,0.0465508,0.0465508,0,1277,191,332,596,158,1277,881,11,0,239,0,83,63,653,74,95,102,102,103,114,121,128,140,185,212,280,375,417,428,653,578,557,551,551,550,539,532,524,513,468,441,372,278,236,225,113717,121235.706666667,152096.435555556,100083.386666667,21629.9377777778,653,386,267,1662,1269,88,45,133,1136,1277,1139,841,0,0,239,0,0,59,138,40,11,0,0,0,83,4,653,74,22,7,0,1,11,7,7,11,45,27,68,95,42,11,225
250173540002,15000US250173540002,"Block Group 2, Census Tract 3540, Middlesex County, Massachusetts","Block Group 2, Census Tract 3540, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006682,,,,,25,017,,,,354000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636,1636,26338.75,0.0621138012994655,0.0621138,0.0621138,0,1636,27,1205,149,255,1636,1138,68,0,326,0,0,104,653,55,66,78,97,98,111,173,231,271,294,371,455,484,533,577,653,597,587,575,556,555,542,479,421,381,358,281,197,168,120,76,66395,48854.1511111111,66345.1288888889,16893.9555555556,14815.6088888889,653,275,378,1933,938,100,117,217,721,1636,1548,1068,68,0,326,0,0,86,88,70,0,0,0,0,0,18,653,55,11,12,19,1,13,62,58,40,23,77,84,28,49,44,76
250173540003,15000US250173540003,"Block Group 3, Census Tract 3540, Middlesex County, Massachusetts","Block Group 3, Census Tract 3540, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006683,,,,,25,017,,,,354000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,878,12147.29,0.0722794854647975,0.07227948,0.07227948,0,878,11,492,198,177,878,699,14,0,142,0,0,23,688,87,112,133,164,199,210,211,235,274,304,364,439,489,525,560,688,600,576,555,523,489,478,477,452,414,383,323,248,198,163,128,61705,97889.1822222222,97228.32,120792.373333333,86480.7377777778,688,122,566,2002,878,135,109,244,634,878,831,652,14,0,142,0,0,23,47,47,0,0,0,0,0,0,688,87,25,21,32,34,11,1,24,38,31,60,75,50,35,35,128
250173541001,15000US250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts","Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006684,,,,,25,017,,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,296,23597.53,0.0125436874611002,0.01254369,0.01254369,0,296,8,128,63,97,296,279,0,0,0,0,0,17,192,0,0,4,12,19,19,33,44,48,87,110,122,132,147,161,192,192,192,188,180,173,173,159,148,144,105,81,69,60,45,31,65249,78458.1777777778,82049.7688888889,,,192,116,76,2087,296,9,28,37,259,296,288,279,0,0,0,0,0,9,8,0,0,0,0,0,0,8,192,0,0,4,8,7,0,14,11,4,39,24,12,10,15,14,31
250173541002,15000US250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts","Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006685,,,,,25,017,,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,608,9246.481,0.0657547448096285,0.08571198,0.06575474,0.01995724,608,56,81,216,255,608,522,0,0,27,0,20,39,306,8,10,10,10,10,10,10,22,30,31,59,99,111,134,193,306,297,296,296,296,296,296,296,284,276,274,246,207,195,172,112,175426,118030.702222222,131282.231111111,,,306,213,93,2366,608,26,30,56,552,608,549,522,0,0,27,0,0,0,59,0,0,0,0,0,20,39,306,8,2,0,0,0,0,0,12,8,1,28,40,12,23,59,113
250173541003,15000US250173541003,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts","Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006686,,,,,25,017,,,,354100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,1120,14710.84,0.0761343295799054,0.07613433,0.07613433,0,1120,54,648,266,152,1120,886,66,7,122,0,2,37,613,36,81,115,120,139,145,154,157,171,209,260,389,426,481,528,613,576,531,498,493,474,468,459,456,442,403,352,224,186,132,84,80382,61897.6088888889,77804.4088888889,23623.1644444444,13090.7466666667,613,169,444,2048,985,120,72,192,793,1120,1039,817,66,7,122,0,0,27,81,69,0,0,0,0,2,10,613,36,45,34,5,19,7,9,3,14,39,50,129,37,55,47,85
250173541004,15000US250173541004,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts","Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",ma,150,00,ACSSF,0006687,,,,,25,017,,,,354100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,852,11769.85,0.0723883662781449,0.07238837,0.07238837,0,852,35,423,254,140,852,542,99,0,153,0,36,22,424,70,83,83,88,107,107,115,123,133,140,147,183,211,249,293,424,353,341,341,335,317,317,309,300,291,284,277,241,212,175,130,126843,190682.986666667,269259.386666667,57314.1333333333,207030.755555556,424,209,215,1709,765,229,45,274,491,852,787,513,99,0,153,0,0,22,65,29,0,0,0,0,36,0,424,70,13,0,5,19,0,8,8,9,7,7,36,28,38,44,131
