Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006
250173537001,15000US250173537001,"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts","Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4856,,,,,25,17,,,,353700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,963,19975.32,0.0482094897736978,0.04820949,0.04820949,0,963,119,366,356,122,963,771,85,0,74,0,8,25,540,26,60,97,123,145,170,170,192,209,229,262,288,341,414,471,540,514,480,443,416,394,370,370,348,331,310,278,252,198,126,69,88465,62112.3591240876,70926.4729927007,74798.8116788321,19306.9401459854,540,214,326,1666,955,97,116,213,742,963,824,725,0,0,74,0,0,25,139,46,85,0,0,0,8,0,540,124,86,54,26,252
250173537002,15000US250173537002,"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts","Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4857,,,,,25,17,,,,353700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,1251,21976.29,0.0569249741697645,0.05692497,0.05692497,0,1251,75,726,334,116,1251,1133,12,0,56,0,9,41,605,71,92,99,101,108,115,115,125,146,191,269,324,360,374,462,605,534,513,506,504,497,490,490,480,459,413,336,281,245,231,142,88034,68693.2379562044,74416.703649635,40490.6364963504,42415.1562043796,605,189,416,1993,1251,200,62,262,989,1251,1195,1086,12,0,56,0,0,41,56,47,0,0,0,0,9,0,605,102,45,123,55,281
250173537003,15000US250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts","Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4858,,,,,25,17,,,,353700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,1018,21332.81,0.0477199122158095,0.04771991,0.04771991,0,1018,33,985,0,0,1018,694,84,0,179,0,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5136.32408759124,5298.25401459854,5066.42627737226,9753.07445255475,0,0,0,,0,0,0,0,0,1018,917,627,84,0,171,0,0,35,101,67,0,0,8,0,15,11,0,0,0,0,0,0
250173537004,15000US250173537004,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts","Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4859,,,,,25,17,,,,353700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703,1703,84248.57,0.0202139932694669,0.02021399,0.02021399,0,1703,80,1553,69,1,1703,1202,115,8,184,0,108,86,137,19,31,42,47,47,47,47,47,63,76,91,102,108,121,124,137,118,106,95,90,90,90,90,90,74,61,45,35,29,16,12,51279,10648.9313868613,9504.93722627737,25015.2613138686,8166.39416058394,137,0,137,1810,230,63,9,72,158,1703,1485,1095,100,8,184,0,28,70,218,107,15,0,0,0,80,16,137,47,16,28,11,35
250173537005,15000US250173537005,"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts","Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4860,,,,,25,17,,,,353700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,649,16617.92,0.0390542350003166,0.03905423,0.03905423,0,649,45,458,97,49,649,383,39,0,209,0,5,13,333,101,119,119,119,120,128,150,160,193,236,280,302,316,319,333,333,231,214,214,214,213,205,182,172,139,97,53,30,17,14,0,47236,24749.6496350365,30706.1080291971,19898.7416058394,496.274452554745,333,30,303,1860,496,194,55,249,247,649,622,361,39,0,209,0,0,13,27,22,0,0,0,0,5,0,333,119,74,87,22,31
250173539001,15000US250173539001,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts","Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4865,,,,,25,17,,,,353900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170,2170,55466.7,0.03912257508529,0.03912257,0.03912257,0,2170,99,1761,172,138,2170,1587,119,2,259,7,20,176,558,66,91,105,113,122,130,169,181,199,223,254,304,336,366,443,558,491,467,453,445,436,428,389,376,359,335,304,254,221,192,114,86313,34164.8846715328,38463.6,39286.0642335766,22263.6175182482,558,84,474,2006,1042,92,186,278,764,2170,2070,1513,119,2,259,7,0,170,100,74,0,0,0,0,20,6,558,113,87,55,50,254
250173539002,15000US250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts","Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4866,,,,,25,17,,,,353900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640,1640,37877.48,0.0432974979034652,0.06949839,0.0432975,0.02620089,1640,174,1135,300,31,1640,908,64,0,602,0,21,45,876,153,189,222,268,299,337,377,414,446,533,650,726,783,821,850,876,721,687,653,608,577,539,498,462,429,342,225,150,92,54,25,49627,32214.7357664234,36885.0744525547,37312.6160583942,8645.19416058394,876,82,794,2027,1640,407,283,690,950,1640,1384,682,64,0,602,0,0,36,256,226,0,0,0,0,21,9,876,269,178,204,75,151
250173539003,15000US250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts","Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4867,,,,,25,17,,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714,1714,40459.34,0.0423635167421625,0.04236352,0.04236352,0,1714,0,1680,34,0,1714,1105,126,0,352,2,31,98,33,0,0,0,0,1,6,6,13,16,16,21,33,33,33,33,33,33,33,33,33,32,27,27,20,17,17,12,0,0,0,0,70031,6571.55912408759,5787.53868613139,8944.5897810219,4764.70072992701,33,0,33,1636,69,36,0,36,33,1714,1534,958,126,0,352,2,9,87,180,147,0,0,0,0,22,11,33,0,16,5,12,0
250173541001,15000US250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts","Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4871,,,,,25,17,,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,278,22162.54,0.0125436874611002,0.01254369,0.01254369,0,278,10,108,66,94,278,231,11,0,25,0,0,11,176,0,0,5,14,20,20,39,42,42,78,93,112,123,137,138,176,176,176,171,162,156,156,137,134,134,97,82,63,53,39,38,75987,98929.8656934307,112782.446715328,,,176,109,67,1934,278,4,50,54,224,278,276,231,11,0,25,0,0,9,2,0,0,0,0,0,0,2,176,14,28,52,19,63
250173541002,15000US250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts","Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4872,,,,,25,17,,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,651,9900.368,0.0657551309118034,0.08571237,0.06575513,0.01995724,651,104,93,218,236,651,546,0,0,14,0,26,65,305,0,0,0,0,0,0,0,12,17,21,57,99,114,139,185,305,305,305,305,305,305,305,305,293,288,284,248,206,191,166,119,153733,116836.519708029,137094.070072993,,,305,212,93,2331,651,4,21,25,626,651,557,532,0,0,14,0,0,11,94,14,0,0,0,0,26,54,305,0,17,40,43,206
250173541003,15000US250173541003,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts","Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4873,,,,,25,17,,,,354100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182,1182,15525.19,0.0761343295799054,0.07613433,0.07613433,0,1182,27,764,268,123,1182,1043,22,0,59,0,16,42,615,23,46,60,67,86,94,94,94,100,154,216,347,402,463,518,615,592,569,555,548,529,521,521,521,515,461,397,267,212,151,96,85822,64100.9518248175,72458.4,36137.1678832117,19704.1927007299,615,158,457,2046,1019,85,95,180,839,1182,1105,988,22,0,59,0,0,36,77,55,0,0,0,0,16,6,615,67,33,116,131,268
250173541004,15000US250173541004,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts","Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4874,,,,,25,17,,,,354100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,687,9490.526,0.0723879801759699,0.07238798,0.07238798,0,687,28,299,234,126,687,504,41,0,109,0,6,27,386,28,39,43,51,69,69,75,82,84,85,93,121,170,204,256,386,358,347,343,335,317,317,311,304,302,301,293,264,215,181,129,144988,221934.867153285,274573.743065693,93177.2759124088,297554.97810219,386,201,185,1736,586,33,60,93,493,687,642,465,41,0,109,0,0,27,45,39,0,0,0,0,6,0,386,51,33,9,28,265
250173542001,15000US250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts","Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4875,,,,,25,17,,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544,1544,10829.08,0.142579038976242,0.142579,0.142579,0,1544,407,130,678,329,1544,1513,23,0,8,0,0,0,605,8,9,12,33,73,73,73,73,73,91,115,153,181,210,316,605,597,596,593,572,532,532,532,532,532,514,490,451,424,394,289,199176,100450.143065693,101504.435036496,,,605,524,81,2220,1519,120,70,190,1329,1544,1544,1513,23,0,8,0,0,0,0,0,0,0,0,0,0,0,605,33,40,42,39,450
250173542002,15000US250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts","Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4876,,,,,25,17,,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,1132,3282.757,0.344832099608184,0.3677538,0.3448321,0.02292173,1132,266,112,398,356,1132,969,17,0,64,0,65,17,525,13,20,41,66,73,80,107,121,134,142,159,197,225,251,342,525,512,505,484,459,452,445,418,404,391,383,365,327,300,274,182,157166,118193.702189781,122109.144525547,15148.0204379562,206014.475912409,525,328,197,2013,1129,32,49,81,1048,1132,1065,957,17,0,64,0,19,8,67,12,0,0,0,0,46,9,525,67,68,25,38,327
250173542003,15000US250173542003,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts","Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4877,,,,,25,17,,,,354200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,657,5486.095,0.119757311616888,0.1197573,0.1197573,0,657,127,76,306,148,657,532,29,0,28,0,0,68,304,25,29,29,29,30,36,36,36,36,37,56,86,94,101,111,304,279,275,275,275,274,268,268,268,268,267,248,218,210,203,193,278551,247813.366423358,287554.931386861,119421.573722628,,304,233,71,2331,638,36,24,60,578,657,639,532,29,0,28,0,0,50,18,0,0,0,0,0,0,18,304,29,7,19,31,217
250173703001,15000US250173703001,"Block Group 1, Census Tract 3703, Middlesex County, Massachusetts","Block Group 1, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5140,,,,,25,17,,,,370300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,157,538.5197,0.291539960802907,0.2942836,0.29154,0.002743642,157,36,16,94,11,157,84,0,0,73,0,0,0,61,0,0,0,0,0,0,0,0,0,0,3,18,27,29,50,61,61,61,61,61,61,61,61,61,61,61,58,43,34,32,11,155037,54093.9153284672,58005.8627737226,,,61,26,35,,157,0,0,0,157,157,157,84,0,0,73,0,0,0,0,0,0,0,0,0,0,0,61,0,0,3,15,43
250173703002,15000US250173703002,"Block Group 2, Census Tract 3703, Middlesex County, Massachusetts","Block Group 2, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5141,,,,,25,17,,,,370300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703,1703,3748.559,0.454307896407242,0.4816528,0.4543079,0.02734491,1703,236,120,830,517,1703,1263,28,35,272,0,27,78,893,70,101,128,166,230,319,364,393,402,402,419,518,616,671,735,893,822,792,764,727,662,573,529,499,491,491,474,374,276,222,157,85456,59552.9343065693,63609.3372262774,28292.303649635,90327.7751824818,893,439,454,1264,1648,134,517,651,997,1703,1621,1208,28,35,272,0,0,78,82,55,0,0,0,0,27,0,893,166,237,17,99,376
250173703003,15000US250173703003,"Block Group 3, Census Tract 3703, Middlesex County, Massachusetts","Block Group 3, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5142,,,,,25,17,,,,370300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,734,7036.135,0.104318630047707,0.1043186,0.1043186,0,734,109,250,328,47,734,479,33,26,41,0,155,0,265,0,0,12,39,69,91,91,107,113,126,207,224,236,256,265,265,265,265,253,226,196,174,174,158,152,138,58,41,28,9,0,61785,24295.3138686131,31553.0364963504,,9186.90218978102,265,55,210,1134,734,0,421,421,313,734,531,302,33,0,41,0,155,0,203,177,0,26,0,0,0,0,265,39,74,94,17,40
250173703004,15000US250173703004,"Block Group 4, Census Tract 3703, Middlesex County, Massachusetts","Block Group 4, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5143,,,,,25,17,,,,370300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,830,11817.98,0.0702319856308215,0.07023199,0.07023199,0,830,30,173,283,344,830,830,0,0,0,0,0,0,460,61,72,72,80,110,171,199,203,212,231,312,366,403,431,460,460,398,388,388,380,349,289,261,257,248,228,148,93,56,29,0,59281,35124.8145985402,32999.9211678832,,,460,263,197,1784,830,87,166,253,577,830,813,813,0,0,0,0,0,0,17,17,0,0,0,0,0,0,460,80,132,100,54,94
250173703005,15000US250173703005,"Block Group 5, Census Tract 3703, Middlesex County, Massachusetts","Block Group 5, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5144,,,,,25,17,,,,370300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,566,8765.761,0.0645694111324068,0.06456941,0.06456941,0,566,120,129,176,141,566,342,171,0,32,0,0,21,299,38,45,45,45,47,61,61,61,61,67,108,148,170,174,221,299,260,254,254,254,251,238,238,238,238,232,190,151,129,125,77,96963,93321.7313868613,109397.062773723,,,299,148,151,2022,566,90,16,106,460,566,566,342,171,0,32,0,0,21,0,0,0,0,0,0,0,0,299,45,16,48,39,151
250173703006,15000US250173703006,"Block Group 6, Census Tract 3703, Middlesex County, Massachusetts","Block Group 6, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5145,,,,,25,17,,,,370300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,517,8827.836,0.0585647501069503,0.05856475,0.05856475,0,517,166,59,251,41,517,423,0,0,94,0,0,0,241,24,28,28,28,28,28,28,66,81,84,107,146,168,179,241,241,217,213,213,213,213,213,213,174,160,157,134,95,73,61,0,77179,41450.5664233577,47962.7124087591,,,241,70,171,1514,517,117,0,117,400,517,483,389,0,0,94,0,0,0,34,34,0,0,0,0,0,0,241,28,53,26,39,95
