Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006
250173534002,15000US250173534002,"Block Group 2, Census Tract 3534, Middlesex County, Massachusetts","Block Group 2, Census Tract 3534, Middlesex County, Massachusetts",ma,150,0,ACSSF,4847,,,,,25,17,,,,353400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,1606,31095.96,0.0516465713354656,0.05989989,0.05164657,0.00825332,1606,182,773,558,93,1606,761,430,41,221,0,36,117,748,82,99,112,121,124,132,143,161,182,212,292,404,467,512,588,748,665,649,636,627,624,616,605,586,565,535,455,343,281,236,159,86794,58393.5483870968,76673.7096774194,57017.2580645161,51399.1935483871,748,269,479,1730,1606,209,241,450,1156,1606,1509,727,408,41,221,0,9,103,97,34,22,0,0,0,27,14,748,121,62,110,112,344
250173535001,15000US250173535001,"Block Group 1, Census Tract 3535, Middlesex County, Massachusetts","Block Group 1, Census Tract 3535, Middlesex County, Massachusetts",ma,150,0,ACSSF,4848,,,,,25,17,,,,353500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,1025,34795.7,0.029457665440921,0.02945767,0.02945767,0,1025,84,480,292,169,1025,694,155,0,137,0,0,39,535,39,65,80,101,125,126,133,148,157,186,216,288,355,395,464,535,496,469,455,434,410,409,401,386,378,348,318,246,180,140,70,103652,61956.7741935484,68699.3548387097,65079.6774193548,30096.6129032258,535,147,388,1759,1025,114,138,252,773,1025,995,674,155,0,137,0,0,29,30,20,0,0,0,0,0,10,535,101,55,60,72,246
250173535002,15000US250173535002,"Block Group 2, Census Tract 3535, Middlesex County, Massachusetts","Block Group 2, Census Tract 3535, Middlesex County, Massachusetts",ma,150,0,ACSSF,4849,,,,,25,17,,,,353500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,1646,32203.9,0.0511118198231034,0.05111182,0.05111182,0,1646,298,675,510,163,1646,957,299,26,181,0,62,121,701,22,25,38,60,93,143,188,244,251,257,286,395,496,554,606,701,679,676,663,641,608,557,512,456,450,444,415,305,204,147,94,90429,65626.1290322581,99869.6774193548,14413.2258064516,42590.4838709677,701,240,461,1755,1646,229,226,455,1191,1646,1569,926,299,0,181,0,62,101,77,31,0,26,0,0,0,20,701,60,192,35,109,306
250173537001,15000US250173537001,"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts","Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4855,,,,,25,17,,,,353700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,919,19062.64,0.0482094897736978,0.04820949,0.04820949,0,919,58,451,278,132,919,786,8,0,77,0,8,40,491,39,67,79,79,79,81,90,123,136,161,210,273,304,344,420,491,452,424,412,412,412,410,401,368,355,330,280,217,186,146,71,81445,62945.8064516129,63721.4516129032,92389.8387096774,36449.6774193548,491,191,300,2156,917,65,81,146,771,919,894,769,8,0,77,0,0,40,25,17,0,0,0,0,8,0,491,79,57,74,63,218
250173537002,15000US250173537002,"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts","Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4856,,,,,25,17,,,,353700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,1048,18410.2,0.0569249741697645,0.05692497,0.05692497,0,1048,96,495,332,125,1048,882,30,0,119,0,0,17,549,26,40,54,71,84,85,91,91,111,142,209,259,291,318,392,549,522,508,495,478,465,464,458,458,437,407,340,289,258,231,156,112432,86128.2258064516,90134.0322580645,107647.580645161,32238.3870967742,549,209,340,2018,1048,104,86,190,858,1048,992,835,21,0,119,0,0,17,56,47,9,0,0,0,0,0,549,71,40,97,51,289
250173537003,15000US250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts","Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4857,,,,,25,17,,,,353700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,1614,33822.36,0.0477199122158095,0.04771991,0.04771991,0,1614,42,1556,16,0,1614,995,98,0,379,0,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7009.03225806452,5445.32258064516,10896.2903225806,11381.7741935484,0,0,0,,0,0,0,0,0,1614,1428,902,93,0,372,0,0,61,186,93,5,0,7,0,72,9,0,0,0,0,0,0
250173537004,15000US250173537004,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts","Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4858,,,,,25,17,,,,353700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358,1358,67186.32,0.0202124488607669,0.02021245,0.02021245,0,1358,53,1216,72,17,1358,796,97,7,262,0,67,129,157,51,77,91,95,95,95,95,95,95,97,103,111,121,126,132,157,105,80,66,62,62,62,62,62,62,59,54,46,36,31,25,,15580.6451612903,14869.3548387097,27726.7741935484,12650.8064516129,157,0,157,1896,352,158,8,166,186,1358,1196,772,81,7,262,0,14,60,162,24,16,0,0,0,53,69,157,95,0,8,8,46
250173537005,15000US250173537005,"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts","Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4859,,,,,25,17,,,,353700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,815,20868.42,0.0390542350003166,0.03905423,0.03905423,0,815,26,613,87,89,815,495,18,0,265,0,23,14,347,66,96,107,110,117,125,139,152,158,195,231,261,270,281,319,347,280,251,240,237,230,222,208,195,189,151,116,86,77,66,28,54335,32385.1612903226,44131.6129032258,21300.3225806452,4939.51612903226,347,37,310,1944,556,176,79,255,301,815,752,463,10,0,265,0,0,14,63,32,8,0,0,0,23,0,347,110,47,72,30,86
250173539001,15000US250173539001,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts","Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4864,,,,,25,17,,,,353900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267,2267,57946.08,0.03912257508529,0.03912257,0.03912257,0,2267,66,1907,195,99,2267,1535,161,0,452,6,10,103,540,62,81,104,127,144,157,172,180,215,242,284,356,407,426,474,540,477,458,436,413,396,382,368,360,325,298,256,183,133,114,65,69060,27220.9677419355,29166.2903225806,26788.5483870968,16111.2903225806,540,31,509,2076,977,98,248,346,631,2267,2126,1414,151,0,452,6,0,103,141,121,10,0,0,0,10,0,540,126,88,69,72,184
250173539002,15000US250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts","Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4865,,,,,25,17,,,,353900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582,1582,36537.91,0.0432974979034652,0.06949955,0.0432975,0.02620205,1582,177,1032,328,45,1582,959,116,0,411,0,64,32,720,168,201,235,263,276,298,332,357,366,386,448,522,582,613,633,720,550,518,484,457,444,422,387,363,353,333,272,197,138,107,87,45726,37543.7096774194,52030.3225806452,30965.9677419355,9752.58064516129,720,92,628,2238,1582,477,207,684,898,1582,1309,722,116,0,411,0,36,24,273,237,0,0,0,0,28,8,720,263,103,81,74,198
250173539003,15000US250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts","Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4866,,,,,25,17,,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2438,2438,57547.42,0.0423650611508625,0.04236506,0.04236506,0,2438,2,2378,39,19,2438,1550,212,16,467,0,73,120,26,0,0,0,0,0,0,0,0,0,0,7,17,17,17,17,26,26,26,26,26,26,26,26,26,26,26,19,9,9,9,9,,7976.61290322581,7762.09677419355,10216.6129032258,7798.22580645161,26,0,26,,68,32,0,32,36,2438,2167,1390,196,16,458,0,7,100,271,160,16,0,9,0,66,20,26,0,0,7,10,9
250173541001,15000US250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts","Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4870,,,,,25,17,,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,290,23119.2,0.0125436874611002,0.01254369,0.01254369,0,290,9,122,111,48,290,228,21,0,41,0,0,0,172,0,10,16,19,24,26,32,32,39,40,48,71,89,100,115,172,172,161,156,153,148,146,140,140,133,132,123,100,83,72,57,122939,110919.516129032,131329.032258065,25031.7741935484,,172,89,83,2105,290,12,49,61,229,290,275,213,21,0,41,0,0,0,15,15,0,0,0,0,0,0,172,19,20,9,23,101
250173541002,15000US250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts","Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4871,,,,,25,17,,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,519,7890.187,0.0657779109401279,0.0857336,0.06577791,0.01995569,519,67,94,177,181,519,447,10,0,33,0,0,29,263,0,0,0,0,0,0,1,7,7,13,35,58,84,118,178,263,263,263,263,263,263,263,262,256,256,250,227,204,179,144,84,152503,108521.451612903,121477.096774194,,,263,161,102,2735,519,18,21,39,480,519,506,434,10,0,33,0,0,29,13,13,0,0,0,0,0,0,263,0,7,28,23,205
250173541003,15000US250173541003,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts","Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4872,,,,,25,17,,,,354100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,1321,17350.91,0.0761343295799054,0.07613433,0.07613433,0,1321,89,673,338,221,1321,1124,40,0,118,0,9,30,595,29,33,42,54,67,86,94,102,109,149,187,283,388,461,498,595,566,562,553,541,528,509,501,493,486,445,407,310,206,134,97,99591,58976.1290322581,63175,45471.7741935484,42674.0322580645,595,239,356,2005,1122,81,98,179,943,1321,1263,1075,40,0,118,0,0,30,58,49,0,0,0,0,9,0,595,54,55,79,96,311
250173541004,15000US250173541004,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts","Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4873,,,,,25,17,,,,354100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,661,9131.302,0.0723883662781449,0.07238837,0.07238837,0,661,44,275,166,176,661,532,0,0,81,0,10,38,341,18,25,28,32,37,37,38,45,45,50,61,76,103,136,185,341,323,316,313,309,304,304,303,296,296,291,280,265,238,205,156,180469,203339.838709677,243090.806451613,131010.64516129,29526.4516129032,341,159,182,2845,524,28,26,54,470,661,611,502,0,0,81,0,0,28,50,30,0,0,0,0,10,10,341,33,13,16,15,266
250173542001,15000US250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts","Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4874,,,,,25,17,,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485,1485,10415.28,0.142579038976242,0.142579,0.142579,0,1485,386,167,686,246,1485,1388,17,0,62,0,0,18,567,14,16,20,36,60,78,85,85,85,92,117,151,186,217,284,567,553,551,547,531,507,489,482,482,482,475,450,416,381,350,282,177502,118806.935483871,122248.225806452,87939.1935483871,,567,455,112,2634,1471,139,90,229,1242,1485,1485,1388,17,0,62,0,0,18,0,0,0,0,0,0,0,0,567,36,50,32,33,416
250173542002,15000US250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts","Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4875,,,,,25,17,,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218,1218,3531.442,0.344901597999682,0.3679735,0.3449016,0.02307192,1218,246,291,413,268,1218,1013,0,0,98,8,82,17,529,0,6,14,28,45,51,52,64,78,93,116,174,242,308,377,529,529,523,515,500,483,478,477,465,451,436,413,355,286,221,151,127110,102775.806451613,106489.193548387,14929.1935483871,148447.419354839,529,290,239,2211,1213,16,91,107,1106,1218,1117,1002,0,0,98,0,0,17,101,11,0,0,0,8,82,0,529,29,50,38,58,355
250173542003,15000US250173542003,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts","Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4876,,,,,25,17,,,,354200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,705,5886.925,0.119756925514713,0.1197569,0.1197569,0,705,137,84,291,193,705,673,0,0,16,0,0,16,288,7,8,8,8,11,18,18,18,25,28,38,44,60,85,122,288,281,280,280,280,277,270,270,270,263,259,250,244,228,203,166,207460,196597.258064516,199568.870967742,,,288,246,42,3254,684,9,21,30,654,705,695,673,0,0,16,0,0,6,10,0,0,0,0,0,0,10,288,8,17,14,6,244
250173703001,15000US250173703001,"Block Group 1, Census Tract 3703, Middlesex County, Massachusetts","Block Group 1, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5139,,,,,25,17,,,,370300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,339.5761,0.291539960802907,0.2942836,0.29154,0.002743642,99,0,20,79,0,99,99,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,12,28,28,59,59,59,59,59,59,59,59,59,59,59,59,59,47,31,31,228766,106540,106540,,,59,49,10,,99,0,0,0,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59
250173703002,15000US250173703002,"Block Group 2, Census Tract 3703, Middlesex County, Massachusetts","Block Group 2, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5140,,,,,25,17,,,,370300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732,1732,3813.177,0.454214459680894,0.4814026,0.4542145,0.02718816,1732,224,260,657,591,1732,1284,12,20,345,0,71,0,905,39,72,110,139,181,246,246,246,246,280,378,523,667,755,819,905,866,833,795,766,723,659,659,659,659,624,527,380,237,149,86,96479,53152.5806451613,51337.0967741936,47672.2580645161,80599.3548387097,905,456,449,1540,1732,87,350,437,1295,1732,1602,1225,12,20,345,0,0,0,130,59,0,0,0,0,71,0,905,139,107,132,145,382
