Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A10066_001,SE_A10066_002,SE_A10066_003,SE_A10066_004,SE_A10066_005,SE_A10066_006,SE_A10066_007,SE_A10066_008
250173534002,15000US250173534002,"Block Group 2, Census Tract 3534, Middlesex County, Massachusetts","Block Group 2, Census Tract 3534, Middlesex County, Massachusetts",ma,150,0,ACSSF,4847,,,,,25,17,,,,353400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,1493,28908.02,0.0516465713354656,0.05989989,0.05164657,0.00825332,1493,138,731,523,101,1493,702,361,45,238,0,41,106,1493,1439,678,361,45,238,0,11,106,54,691,30,54,77,92,107,125,138,157,166,202,294,374,422,465,547,691,661,637,614,599,584,566,553,534,525,488,397,316,268,226,143,691,87,65,132,89,317,91361,58338,77189.3684210526,49002.9473684211,42151.4210526316,691,253,438,2068,1493,191,233,424,1069,691,299,199,86,62,39,6,0
250173535001,15000US250173535001,"Block Group 1, Census Tract 3535, Middlesex County, Massachusetts","Block Group 1, Census Tract 3535, Middlesex County, Massachusetts",ma,150,0,ACSSF,4848,,,,,25,17,,,,353500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,938,31843.14,0.029456893236571,0.02945689,0.02945689,0,938,72,404,312,150,938,718,108,0,92,0,0,20,938,910,700,108,0,92,0,0,10,28,523,34,56,68,90,112,124,140,158,174,205,228,280,349,393,438,523,488,466,455,432,411,399,383,365,349,318,295,242,173,130,84,523,97,80,46,57,243,96296,61387.4210526316,64003.5789473684,74578.7368421053,19843.8947368421,523,153,370,1977,938,98,89,187,751,523,262,173,61,27,0,0,0
250173535002,15000US250173535002,"Block Group 2, Census Tract 3535, Middlesex County, Massachusetts","Block Group 2, Census Tract 3535, Middlesex County, Massachusetts",ma,150,0,ACSSF,4849,,,,,25,17,,,,353500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696,1696,33181.65,0.0511125920274534,0.05111259,0.05111259,0,1696,357,634,521,184,1696,1059,287,23,155,0,50,122,1696,1624,1028,287,0,155,0,50,104,72,692,15,17,21,33,85,158,195,231,238,241,267,374,468,527,602,692,677,675,671,658,606,534,496,461,454,451,424,316,223,164,89,692,39,160,74,101,318,90351,44827.2631578947,60791.6842105263,15265.8947368421,43258.8947368421,692,279,413,1672,1696,80,356,436,1260,692,156,258,139,118,11,10,0
250173537001,15000US250173537001,"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts","Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4855,,,,,25,17,,,,353700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,826,17133.56,0.0482094897736978,0.04820949,0.04820949,0,826,36,378,229,183,826,757,8,0,51,0,0,10,826,788,719,8,0,51,0,0,10,38,468,31,55,74,84,87,93,108,122,137,164,220,285,316,345,393,468,437,412,394,384,381,375,359,346,331,304,247,183,152,123,74,468,78,63,88,55,183,80953,64037.8421052632,64278.7894736842,85493.2105263158,46923.9473684211,468,225,243,2160,823,51,78,129,694,468,225,170,59,14,0,0,0
250173537002,15000US250173537002,"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts","Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4856,,,,,25,17,,,,353700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152,1152,20237.03,0.0569253602719395,0.05692536,0.05692536,0,1152,100,522,338,192,1152,951,18,0,137,0,21,25,1152,1078,907,9,0,137,0,0,25,74,586,37,47,57,73,84,93,111,114,136,174,237,293,326,348,415,586,549,539,529,512,502,493,475,471,450,412,349,292,260,238,171,586,76,62,95,61,293,92440,82919.052631579,86639.3684210526,100818.789473684,33686.2105263158,586,261,325,2151,1129,135,78,213,916,586,253,231,50,40,0,12,0
250173537003,15000US250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts","Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4857,,,,,25,17,,,,353700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,1606,33654.44,0.0477202983179845,0.0477203,0.0477203,0,1606,32,1557,17,0,1606,1023,86,0,337,4,78,78,1606,1424,949,68,0,333,4,0,70,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7005.15789473684,5673.31578947369,10389.4736842105,11358.7894736842,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
250173537004,15000US250173537004,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts","Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4858,,,,,25,17,,,,353700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1285,63571.04,0.0202136071672919,0.02021361,0.02021361,0,1285,58,1111,70,46,1285,775,80,0,272,0,76,82,1285,1096,711,62,0,272,0,15,36,189,162,36,55,81,93,96,100,100,100,101,121,125,135,146,149,157,162,126,107,81,69,66,62,62,62,61,41,37,26,16,13,5,162,84,29,10,12,27,,13630.1052631579,14838.1578947368,14113.1052631579,15691.4210526316,162,0,162,1794,312,111,39,150,162,162,118,16,20,8,0,0,0
250173537005,15000US250173537005,"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts","Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",ma,150,0,ACSSF,4859,,,,,25,17,,,,353700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,772,19767.77,0.0390534627959666,0.03905346,0.03905346,0,772,23,584,72,93,772,457,27,0,257,0,14,17,772,698,407,17,0,257,0,0,17,74,312,69,82,93,102,108,114,119,121,134,165,204,229,243,261,292,312,242,230,219,210,204,198,193,191,178,147,108,83,69,51,20,312,94,50,61,24,83,55570,31115.3684210526,43618.1052631579,17916.3157894737,21417.7894736842,312,39,273,2086,510,157,79,236,274,312,153,137,15,7,0,0,0
250173539001,15000US250173539001,"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts","Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4864,,,,,25,17,,,,353900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126,2126,54341.49,0.039122961187465,0.03912296,0.03912296,0,2126,53,1712,171,190,2126,1307,164,0,576,6,17,56,2126,1973,1182,153,0,576,6,0,56,153,560,76,104,149,183,201,221,240,248,297,319,349,426,466,475,509,560,484,456,410,376,359,338,320,312,263,241,211,133,94,85,51,560,174,117,65,70,134,48796,25456.4210526316,29784.6315789474,21555.9473684211,13295.2105263158,560,28,532,1996,860,130,202,332,528,560,329,187,30,14,0,0,0
250173539002,15000US250173539002,"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts","Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4865,,,,,25,17,,,,353900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743,1743,40256.37,0.0432974979034652,0.06949839,0.0432975,0.02620089,1743,195,1210,281,57,1743,1116,113,0,397,0,57,60,1743,1468,882,113,0,397,0,37,39,275,735,175,207,234,253,265,285,318,368,376,398,459,550,607,624,652,735,558,528,501,482,470,450,417,367,359,336,275,184,128,111,83,735,231,121,103,96,185,44364,36439.4210526316,44946.6315789474,33486.1578947368,12019.7368421053,735,94,641,2303,1645,527,228,755,890,735,216,298,155,56,10,0,0
250173539003,15000US250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts","Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4866,,,,,25,17,,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2302,2302,54340.2,0.0423627445378125,0.04236275,0.04236275,0,2302,25,2225,32,20,2302,1456,171,19,473,9,64,110,2302,2047,1312,146,19,464,9,8,89,255,19,0,0,0,0,0,0,0,0,0,0,5,9,9,9,9,19,19,19,19,19,19,19,19,19,19,19,14,10,10,10,10,19,0,0,6,3,10,,8308.26315789474,8066.21052631579,10923.3157894737,8508.31578947369,19,0,19,,61,32,0,32,29,19,9,10,0,0,0,0,0
250173541001,15000US250173541001,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts","Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4870,,,,,25,17,,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,359,28617.33,0.0125448457676252,0.01254485,0.01254485,0,359,37,106,170,46,359,280,22,0,47,0,0,10,359,336,267,22,0,47,0,0,0,23,199,0,11,16,16,16,19,26,27,35,35,45,65,82,97,125,199,199,187,183,183,183,180,173,172,164,164,154,134,117,102,74,199,14,17,17,16,134,156303,103986.473684211,115500,25333.7368421053,,199,76,123,2278,359,10,44,54,305,199,78,97,10,14,0,0,0
250173541002,15000US250173541002,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts","Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4871,,,,,25,17,,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,612,9307.149,0.0657559031161534,0.08571314,0.0657559,0.01995724,612,81,106,218,207,612,559,10,0,24,0,0,19,612,600,547,10,0,24,0,0,19,12,298,0,0,0,0,0,0,2,11,19,27,50,84,119,151,199,298,298,298,298,298,298,298,296,287,279,270,248,214,178,147,99,298,0,15,33,36,214,145373,108106.894736842,114395.842105263,,,298,194,104,2907,612,9,0,9,603,298,109,117,47,0,25,0,0
250173541003,15000US250173541003,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts","Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4872,,,,,25,17,,,,354100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,1208,15867.09,0.0761323990690304,0.0761324,0.0761324,0,1208,79,671,296,162,1208,979,38,0,134,0,32,25,1208,1102,905,38,0,134,0,0,25,106,561,24,27,32,36,44,58,70,89,104,127,187,286,372,421,471,561,536,534,528,525,517,503,491,472,457,434,374,274,189,139,89,561,32,58,91,104,275,97862,58489.4210526316,65209.4210526316,36968.8421052632,42635.5263157895,561,187,374,1989,1009,56,89,145,864,561,259,217,60,25,0,0,0
250173541004,15000US250173541004,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts","Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4873,,,,,25,17,,,,354100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,641,8854.967,0.0723887523803199,0.07238875,0.07238875,0,641,26,239,128,248,641,529,0,0,79,0,11,22,641,590,499,0,0,79,0,0,12,51,327,11,18,21,26,35,41,41,41,41,49,60,72,88,119,174,327,316,309,306,301,292,286,286,286,286,278,267,255,239,207,153,327,28,11,15,18,255,185270,159717.157894737,180508.263157895,150125.684210526,8727.15789473684,327,173,154,2723,501,31,38,69,432,327,192,121,0,14,0,0,0
250173542001,15000US250173542001,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts","Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4874,,,,,25,17,,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,1480,10377.29,0.142619193602441,0.1426192,0.1426192,0,1480,423,141,681,235,1480,1370,13,0,51,0,18,28,1480,1480,1370,13,0,51,0,18,28,0,561,9,10,10,28,52,67,73,73,73,86,106,138,171,202,285,561,552,551,551,533,508,494,488,488,488,475,454,423,389,358,275,561,40,33,34,31,423,178881,121613.210526316,127032.315789474,85005.7894736842,,561,471,90,2763,1467,147,75,222,1245,561,99,221,84,116,41,0,0
250173542002,15000US250173542002,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts","Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4875,,,,,25,17,,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,1210,3508.954,0.344832099608184,0.3677538,0.3448321,0.02292173,1210,243,288,390,289,1210,1010,0,0,96,9,89,6,1210,1100,998,0,0,96,0,0,6,110,512,0,0,6,19,28,28,31,42,57,69,90,149,220,282,355,512,512,512,506,492,484,484,481,469,455,443,422,362,291,229,156,512,25,32,35,56,363,134474,104885.052631579,108331.263157895,17154.7894736842,149583,512,291,221,2396,1205,8,82,90,1115,512,124,216,101,48,4,19,0
250173542003,15000US250173542003,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts","Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4876,,,,,25,17,,,,354200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,784,6546.573,0.119757311616888,0.1197573,0.1197573,0,784,174,88,322,200,784,711,45,0,28,0,0,0,784,775,702,45,0,28,0,0,0,9,304,5,6,6,6,6,9,15,16,24,27,31,35,58,79,127,304,299,298,298,298,298,295,289,288,280,277,273,269,246,225,177,304,5,15,9,6,269,206622,183471.473684211,178521,152818.105263158,,304,243,61,3336,761,8,1,9,752,304,64,133,47,41,7,12,0
250173703001,15000US250173703001,"Block Group 1, Census Tract 3703, Middlesex County, Massachusetts","Block Group 1, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5139,,,,,25,17,,,,370300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,301.8454,0.291539960802907,0.2942836,0.29154,0.002743642,88,0,25,63,0,88,88,0,0,0,0,0,0,88,88,88,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,16,31,31,53,53,53,53,53,53,53,53,53,53,53,53,53,37,22,22,53,0,0,0,0,53,,102366.157894737,102366.157894737,,,53,41,12,,88,0,0,0,88,53,19,34,0,0,0,0,0
250173703002,15000US250173703002,"Block Group 2, Census Tract 3703, Middlesex County, Massachusetts","Block Group 2, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5140,,,,,25,17,,,,370300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,1383,3043.679,0.45438434463789,0.4818806,0.4543844,0.02749627,1383,127,321,457,478,1383,1201,12,0,117,0,53,0,1383,1265,1136,12,0,117,0,0,0,118,753,54,69,93,120,141,157,169,169,169,203,281,409,535,621,679,753,698,684,660,633,612,596,584,584,584,549,472,342,217,131,73,753,121,41,106,141,344,97946,53751.1578947368,47686.5789473684,119247.947368421,52655.8421052632,753,417,336,1592,1383,109,86,195,1188,753,373,286,19,39,36,0,0
