Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A10066_001,SE_A10066_002,SE_A10066_003,SE_A10066_004,SE_A10066_005,SE_A10066_006,SE_A10066_007,SE_A10066_008
250173539003,15000US250173539003,Block Group 3,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",ma,150,0,ACSSF,4864,,,,,25,17,,,,353900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,2143,50586.9,0.0423627445378125,0.04236275,0.04236275,0,2143,27,2078,20,18,2143,1269,192,22,545,8,31,76,2143,1985,1171,171,22,537,8,0,76,158,27,0,0,0,0,0,0,0,0,0,6,9,16,18,18,18,27,27,27,27,27,27,27,27,27,27,21,18,11,9,9,9,27,0,0,7,8,11,,10582.7729083665,11910.6533864542,10071.96812749,11194.2549800797,27,0,27,1855,46,0,10,10,36,27,9,18,0,0,0,0,0
250173541001,15000US250173541001,Block Group 1,"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4868,,,,,25,17,,,,354100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,372,29653.61,0.0125448457676252,0.01254485,0.01254485,0,372,18,124,172,58,372,270,65,0,25,0,0,12,372,293,254,14,0,25,0,0,0,79,241,26,35,44,61,67,75,81,86,91,91,106,112,123,149,185,241,214,206,197,180,174,165,160,155,150,150,135,129,117,92,55,241,63,25,20,4,129,119076,79220.3107569721,87312.6454183267,,67629.7051792829,241,79,162,2260,372,90,18,108,264,241,134,97,0,10,0,0,0
250173541002,15000US250173541002,Block Group 2,"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4869,,,,,25,17,,,,354100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,548,8333.853,0.0657559031161534,0.08571314,0.0657559,0.01995724,548,72,52,205,219,548,519,7,0,12,0,0,10,548,548,519,7,0,12,0,0,10,0,274,0,0,0,0,0,0,9,20,25,34,46,85,126,143,169,274,274,274,274,274,274,274,265,253,249,240,228,188,148,131,105,274,0,22,23,40,189,121752,113485.561752988,98120.0876494024,,,274,206,68,3636,548,12,0,12,536,274,105,104,40,14,11,0,0
250173541003,15000US250173541003,Block Group 3,"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4870,,,,,25,17,,,,354100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118,1118,14684.94,0.0761323990690304,0.0761324,0.0761324,0,1118,83,642,255,138,1118,878,30,9,149,0,35,17,1118,970,774,30,0,149,0,0,17,148,530,47,50,50,50,50,55,65,81,91,115,165,258,346,400,431,530,483,480,480,480,480,475,465,449,439,415,364,271,183,130,99,530,47,39,80,92,272,101960,63205.203187251,70981.7290836653,37162.6374501992,54277.7768924303,530,138,392,2102,923,63,20,83,840,530,256,193,60,21,0,0,0
250173541004,15000US250173541004,Block Group 4,"Block Group 4, Census Tract 3541, Middlesex County, Massachusetts",ma,150,0,ACSSF,4871,,,,,25,17,,,,354100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,883,12198.03,0.0723887523803199,0.07238875,0.07238875,0,883,101,405,119,258,883,605,17,0,239,0,10,12,883,823,567,17,0,239,0,0,0,60,396,0,0,0,0,11,22,26,30,34,34,52,75,124,166,210,396,396,396,396,396,385,374,370,366,362,362,343,320,271,230,185,396,0,30,26,20,321,183187,126157.123505976,176289.115537849,39420.9880478088,32370.3984063745,396,168,228,3317,743,43,15,58,685,396,159,184,0,53,0,0,0
250173542001,15000US250173542001,Block Group 1,"Block Group 1, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4872,,,,,25,17,,,,354200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,1357,9514.849,0.142619193602441,0.1426192,0.1426192,0,1357,315,84,614,344,1357,1245,0,0,56,0,24,32,1357,1357,1245,0,0,56,0,24,32,0,558,0,0,5,6,9,18,22,22,25,36,70,101,124,151,243,558,558,558,553,552,549,540,536,536,533,522,488,457,434,406,314,558,6,21,47,28,457,228257,130473.529880478,136576.693227092,109793.354581673,,558,454,104,2850,1357,0,37,37,1320,558,80,310,44,95,27,2,0
250173542002,15000US250173542002,Block Group 2,"Block Group 2, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4873,,,,,25,17,,,,354200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,1054,3056.56,0.344832099608184,0.3677538,0.3448321,0.02292173,1054,249,152,336,317,1054,947,48,0,19,11,11,18,1054,1019,934,48,0,19,0,0,18,35,425,0,0,0,15,21,28,35,37,42,62,85,108,159,184,250,425,425,425,425,410,404,397,390,388,383,363,339,317,265,241,174,425,20,25,40,24,317,185623,129975.442231076,139152.972111554,217462.948207171,,425,318,107,2691,1033,8,61,69,964,425,119,167,49,45,29,16,0
250173542003,15000US250173542003,Block Group 3,"Block Group 3, Census Tract 3542, Middlesex County, Massachusetts",ma,150,0,ACSSF,4874,,,,,25,17,,,,354200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,808,6746.979,0.119757311616888,0.1197573,0.1197573,0,808,170,92,318,228,808,616,74,0,28,0,26,64,808,675,573,74,0,28,0,0,0,133,359,14,15,40,47,56,67,71,71,71,84,90,101,122,152,189,359,345,344,319,312,303,292,288,288,288,275,269,258,237,207,169,359,44,24,19,14,258,170428,116181.593625498,131481.362549801,,22912.03187251,359,223,136,3208,780,18,46,64,716,359,130,122,51,56,0,0,0
250173703001,15000US250173703001,Block Group 1,"Block Group 1, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5137,,,,,25,17,,,,370300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,139,476.7786,0.291539960802907,0.2942836,0.29154,0.002743642,139,0,70,18,51,139,115,0,0,24,0,0,0,139,139,115,0,0,24,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,12,17,26,30,44,48,48,48,48,48,48,48,48,48,48,48,36,31,22,18,4,48,0,0,14,3,31,123299,42794.2071713147,46566.9561752988,,,48,35,13,,139,0,0,0,139,48,0,30,0,18,0,0,0
250173703002,15000US250173703002,Block Group 2,"Block Group 2, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5138,,,,,25,17,,,,370300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478,1478,3252.753,0.45438434463789,0.4818806,0.4543844,0.02749627,1478,166,255,644,413,1478,1332,0,0,83,0,63,0,1478,1300,1217,0,0,83,0,0,0,178,771,59,75,134,162,166,177,184,184,184,244,329,473,560,629,675,771,711,696,636,609,605,594,587,587,587,526,441,296,210,142,96,771,156,26,141,151,298,94521,50533.6414342629,49508.8525896414,74032.780876494,46584.9721115538,771,393,378,1660,1478,79,117,196,1282,771,366,287,17,37,64,0,0
250173703003,15000US250173703003,Block Group 3,"Block Group 3, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5139,,,,,25,17,,,,370300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,746,7151.167,0.104318630047707,0.1043186,0.1043186,0,746,223,196,296,31,746,614,0,0,93,0,0,39,746,539,407,0,0,93,0,0,39,207,280,0,45,63,66,66,66,66,83,106,114,114,129,145,191,251,280,280,235,217,214,214,214,214,197,174,166,166,151,135,88,28,280,62,46,6,15,151,125612,42957.4103585657,49567.1394422311,99258.2709163347,,280,133,147,1868,746,236,12,248,498,280,31,124,34,91,0,0,0
250173703004,15000US250173703004,Block Group 4,"Block Group 4, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5140,,,,,25,17,,,,370300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,1029,14651.52,0.0702315995286465,0.0702316,0.0702316,0,1029,127,418,345,139,1029,836,16,0,148,0,0,29,1029,980,787,16,0,148,0,0,29,49,503,11,44,50,59,63,73,80,80,80,102,145,217,334,416,449,503,492,459,453,444,440,430,423,423,423,400,357,285,167,86,54,503,59,19,67,73,286,110036,57087.203187251,59467.4262948207,43695.0039840637,44391.2669322709,503,202,301,2055,1029,36,101,137,892,503,226,105,126,46,0,0,0
250173703005,15000US250173703005,Block Group 5,"Block Group 5, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5141,,,,,25,17,,,,370300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,734,11367.68,0.0645690250302318,0.06456903,0.06456903,0,734,101,177,281,175,734,655,0,0,49,0,0,30,734,701,622,0,0,49,0,0,30,33,359,0,0,0,11,32,51,59,68,77,101,166,212,244,265,339,359,359,359,359,348,327,307,300,291,282,257,192,147,115,94,19,359,14,55,99,43,147,73473,47938.2868525896,48159.7768924303,22261.3386454183,,359,239,120,2378,734,18,45,63,671,359,139,78,125,17,0,0,0
250173703006,15000US250173703006,Block Group 6,"Block Group 6, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5142,,,,,25,17,,,,370300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084,1084,18509.43,0.0585647501069503,0.05856475,0.05856475,0,1084,183,424,321,156,1084,749,13,0,88,0,234,0,1084,766,665,13,0,88,0,0,0,318,377,0,0,0,0,10,42,67,81,89,89,151,232,265,310,355,377,377,377,377,377,367,335,310,296,288,288,225,144,111,67,21,377,0,78,84,70,145,81386,37489.0438247012,36955.984063745,69678.2231075697,29686.0239043825,377,94,283,1743,1084,18,125,143,941,377,68,120,42,133,14,0,0
250173703007,15000US250173703007,Block Group 7,"Block Group 7, Census Tract 3703, Middlesex County, Massachusetts",ma,150,0,ACSSF,5143,,,,,25,17,,,,370300,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,745,12845.71,0.0579960216031889,0.05799602,0.05799602,0,745,77,189,260,219,745,581,0,0,125,0,21,18,745,701,558,0,0,125,0,0,18,44,404,14,15,26,40,74,126,151,159,168,209,240,283,325,381,404,404,390,389,378,363,330,277,253,244,236,194,164,120,79,22,0,404,42,111,78,52,121,55083,39234.4701195219,37790.015936255,50070.5258964143,,404,79,325,1763,745,15,30,45,700,404,172,173,39,0,20,0,0
250173704001,15000US250173704001,Block Group 1,"Block Group 1, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5144,,,,,25,17,,,,370400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074,1074,14416.71,0.0744968702557695,0.07449687,0.07449687,0,1074,98,286,482,208,1074,978,0,0,27,0,0,69,1074,1057,961,0,0,27,0,0,69,17,528,34,65,99,108,108,108,108,117,127,161,203,257,332,385,448,528,494,463,428,420,420,420,420,411,401,367,325,271,195,142,80,528,102,23,74,59,271,97586,71893.1235059761,72986.796812749,,,528,252,276,1805,1074,95,75,170,904,528,180,208,124,16,0,0,0
250173704002,15000US250173704002,Block Group 2,"Block Group 2, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5145,,,,,25,17,,,,370400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,1421,8854.905,0.16047603309359,0.160476,0.160476,0,1421,256,351,650,164,1421,1262,59,0,100,0,0,0,1421,1310,1168,42,0,100,0,0,0,111,628,0,0,14,18,18,26,31,31,31,31,94,225,337,393,513,628,628,628,614,610,610,602,597,597,597,597,533,401,290,235,114,628,17,13,75,121,403,113532,64094.3426294821,69601.9203187251,,37477.3864541833,628,302,326,2250,1400,16,45,61,1339,628,161,258,136,73,0,0,0
250173704003,15000US250173704003,Block Group 3,"Block Group 3, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5146,,,,,25,17,,,,370400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,421,7453.891,0.0564805705663501,0.05648057,0.05648057,0,421,56,118,150,97,421,309,19,0,93,0,0,0,421,421,309,19,0,93,0,0,0,0,207,18,19,19,19,19,19,19,19,34,53,71,78,116,144,166,207,189,188,188,188,188,188,188,188,173,154,136,129,91,63,41,207,18,31,25,4,129,115093,61515.9442231076,62663.6653386454,68966.0637450199,,207,90,117,1310,421,40,0,40,381,207,73,77,37,20,0,0,0
250173704004,15000US250173704004,Block Group 4,"Block Group 4, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5147,,,,,25,17,,,,370400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,816,5741.628,0.142119963490178,0.20127,0.14212,0.05915008,816,148,458,192,18,816,646,11,0,0,0,67,92,816,602,591,11,0,0,0,0,0,214,210,0,17,21,21,21,21,21,21,21,33,52,85,121,133,133,210,210,192,189,189,189,189,189,189,189,177,158,125,88,77,77,210,20,1,30,34,125,114719,46087.9442231076,54221.609561753,,25167.203187251,210,95,115,2037,695,125,11,136,559,210,17,71,80,25,17,0,0
250173704005,15000US250173704005,Block Group 5,"Block Group 5, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5148,,,,,25,17,,,,370400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,463,9601.765,0.0482203006345975,0.0482203,0.0482203,0,463,18,68,229,148,463,405,0,0,58,0,0,0,463,463,405,0,0,58,0,0,0,0,229,0,0,0,0,12,29,36,36,36,72,90,118,150,171,190,229,229,229,229,229,217,200,193,193,193,157,139,110,78,58,39,229,0,32,49,38,111,96285,59928.422310757,57013.0199203187,,,229,155,74,,463,0,22,22,441,229,53,138,38,0,0,0,0
250173704006,15000US250173704006,Block Group 6,"Block Group 6, Census Tract 3704, Middlesex County, Massachusetts",ma,150,0,ACSSF,5149,,,,,25,17,,,,370400,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,1270,14416.95,0.0880907556328446,0.09190274,0.08809076,0.003811987,1270,152,369,538,211,1270,1015,0,0,215,0,0,40,1270,1252,997,0,0,215,0,0,40,18,609,35,37,64,119,150,156,166,184,195,225,321,381,467,521,545,609,574,572,545,489,459,453,443,425,414,383,287,227,141,88,64,609,130,58,138,55,228,77228,45276.1673306773,45705.3705179283,46217.235059761,,609,301,308,1914,1270,98,101,199,1071,609,229,169,172,20,19,0,0
250173731001,15000US250173731001,Block Group 1,"Block Group 1, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5150,,,,,25,17,,,,373100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,735,4407.26,0.166770270750289,0.1934078,0.1667703,0.02663757,735,217,27,381,110,735,428,76,0,231,0,0,0,735,735,428,76,0,231,0,0,0,0,263,0,0,0,0,0,9,15,15,15,15,22,114,140,151,167,263,263,263,263,263,263,254,248,248,248,248,241,148,123,112,96,263,0,13,10,90,149,,64546.8605577689,85347.8486055777,,,263,247,16,,735,0,0,0,735,263,58,91,36,18,60,0,0
250173731002,15000US250173731002,Block Group 2,"Block Group 2, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5151,,,,,25,17,,,,373100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,969,10452.29,0.0927069932370343,0.09270699,0.09270699,0,969,263,167,437,102,969,656,0,0,171,0,2,140,969,875,564,0,0,171,0,0,140,94,401,13,14,14,14,14,25,32,32,32,68,120,165,207,254,305,401,388,387,387,387,387,376,369,369,369,333,280,236,194,147,96,401,13,17,87,48,236,110819,60929.8964143426,75502.6693227092,40466.9721115538,66307.1235059761,401,224,177,1929,969,23,59,82,887,401,139,65,116,70,11,0,0
250173731003,15000US250173731003,Block Group 3,"Block Group 3, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5152,,,,,25,17,,,,373100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,846,7669.365,0.110309005292689,0.110309,0.110309,0,846,51,315,277,203,846,778,1,0,63,0,4,0,846,792,728,1,0,63,0,0,0,54,497,0,0,0,40,56,56,63,69,89,142,252,340,376,413,427,497,497,497,497,457,441,441,434,428,408,355,244,157,121,84,70,497,53,55,153,78,157,68011,67929.6175298805,72683.7051792829,,,497,237,260,1883,836,22,103,125,711,497,311,109,27,50,0,0,0
250173731004,15000US250173731004,Block Group 4,"Block Group 4, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5153,,,,,25,17,,,,373100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,1019,6734.864,0.151302245415809,0.1513022,0.1513022,0,1019,227,118,430,244,1019,826,13,0,121,0,18,41,1019,1019,826,13,0,121,0,18,41,0,362,0,0,0,0,0,0,8,20,33,50,68,95,149,190,258,362,362,362,362,362,362,362,354,342,329,312,294,266,212,172,103,362,0,36,31,28,267,152060,67429.4103585657,71541.2828685259,63780.6533864542,,362,316,46,2269,1019,20,30,50,969,362,47,146,62,80,27,0,0
250173731005,15000US250173731005,Block Group 5,"Block Group 5, Census Tract 3731, Middlesex County, Massachusetts",ma,150,0,ACSSF,5154,,,,,25,17,,,,373100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1399,11855.33,0.11800595215113,0.118006,0.118006,0,1399,219,575,499,106,1399,873,209,0,268,0,0,49,1399,1331,805,209,0,268,0,0,49,68,478,0,0,0,0,0,0,0,7,14,14,63,83,142,213,282,478,478,478,478,478,478,478,478,471,464,464,414,395,335,264,195,478,0,12,59,12,395,159276,64894.4621513944,65178.4780876494,62139.0836653386,,478,276,202,2442,1399,30,0,30,1369,478,42,118,177,141,0,0,0
250173736001,15000US250173736001,Block Group 1,"Block Group 1, Census Tract 3736, Middlesex County, Massachusetts",ma,150,0,ACSSF,5168,,,,,25,17,,,,373600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714,2714,5066.07,0.535721014923621,0.5712949,0.535721,0.03557391,2714,360,1927,307,120,2714,2083,91,7,356,0,47,130,2714,2507,1935,91,7,356,0,10,108,207,256,12,13,13,29,35,35,40,44,44,54,68,77,102,118,145,256,244,243,243,227,221,221,216,212,212,202,188,179,154,138,111,256,33,10,23,11,179,163300,25466.0557768924,28952.6693227092,20146.0557768924,20791.4501992032,256,173,83,2887,848,57,133,190,658,256,58,69,6,46,51,8,18
250173736002,15000US250173736002,Block Group 2,"Block Group 2, Census Tract 3736, Middlesex County, Massachusetts",ma,150,0,ACSSF,5169,,,,,25,17,,,,373600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2236,2236,7123.456,0.313892574019648,0.3138926,0.3138926,0,2236,90,1842,194,110,2236,1646,71,0,311,0,51,157,2236,2040,1550,55,0,311,0,0,124,196,140,0,0,0,0,0,0,0,0,0,0,0,5,31,41,46,140,140,140,140,140,140,140,140,140,140,140,140,135,109,99,94,140,0,0,0,5,135,224905,29633.0358565737,37265.4342629482,21489.8326693227,6025.80079681275,140,113,27,,425,56,0,56,369,140,61,33,0,8,19,19,0
250173736003,15000US250173736003,Block Group 3,"Block Group 3, Census Tract 3736, Middlesex County, Massachusetts",ma,150,0,ACSSF,5170,,,,,25,17,,,,373600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,1524,4882.581,0.312130017590815,0.31213,0.31213,0,1524,184,351,646,343,1524,1299,11,0,190,0,10,14,1524,1480,1276,0,0,190,0,0,14,44,589,47,76,89,101,105,105,105,132,161,170,195,215,233,257,304,589,542,513,499,488,484,484,484,456,428,419,394,374,356,332,285,589,99,56,42,19,374,170556,97730.0956175299,101077.880478088,87879.6175298805,74257.4501992032,589,411,178,1457,1524,245,58,303,1221,589,126,265,72,72,42,0,12
250214001001,15000US250214001001,Block Group 1,"Block Group 1, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5331,,,,,25,21,,,,400100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,656,10538.2,0.0622497092650622,0.06224971,0.06224971,0,656,36,488,113,19,656,314,0,0,125,0,131,86,656,439,228,0,0,125,0,0,86,217,212,103,116,117,117,117,117,117,117,117,117,130,135,135,143,158,212,108,96,95,95,95,95,95,95,95,95,82,77,77,69,54,212,110,7,15,3,77,,36628.5179282868,59922.0637450199,26339.2988047809,8146.38247011952,212,70,142,1978,632,408,0,408,224,212,24,30,78,80,0,0,0
250214001002,15000US250214001002,Block Group 2,"Block Group 2, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5332,,,,,25,21,,,,400100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,1029,21360.6,0.0481728100670737,0.05190063,0.04817281,0.003727817,1029,58,514,179,278,1029,755,38,0,194,0,6,36,1029,1019,751,38,0,194,0,0,36,10,528,104,111,111,111,111,120,126,151,177,203,232,285,344,402,465,528,423,417,417,417,417,408,402,377,351,325,295,242,184,125,63,528,104,65,59,57,243,103868,62520.5976095618,70722.0876494024,51570.0876494024,,528,174,354,1904,900,169,35,204,696,528,260,246,0,22,0,0,0
250214001003,15000US250214001003,Block Group 3,"Block Group 3, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5333,,,,,25,21,,,,400100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,1685,19525.26,0.0862984693365375,0.08629847,0.08629847,0,1685,175,837,470,203,1685,1082,0,0,429,0,18,156,1685,1541,973,0,0,429,0,0,139,144,798,70,104,110,136,146,146,156,165,165,174,222,285,344,407,510,798,727,694,688,662,652,652,642,633,633,624,575,513,453,390,287,798,137,25,65,57,513,145339,108090.3187251,138641.107569721,48382.3266932271,109602.597609562,798,309,489,2582,1664,353,97,450,1214,798,330,254,108,73,33,0,0
250214001004,15000US250214001004,Block Group 4,"Block Group 4, Census Tract 4001, Norfolk County, Massachusetts",ma,150,0,ACSSF,5334,,,,,25,21,,,,400100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651,1651,12031.64,0.13722148519607,0.1381103,0.1372215,0.0008888072,1651,260,652,416,323,1651,899,188,0,257,5,194,108,1651,1342,863,188,0,257,5,1,28,309,773,71,76,81,83,83,135,169,199,230,293,339,360,388,472,632,773,701,697,692,690,690,638,604,573,543,479,433,412,385,300,140,773,78,134,113,35,413,130731,65532.4382470119,81784.9322709163,57175.1633466135,25828.4940239044,773,350,423,2489,1605,154,199,353,1252,773,219,321,176,57,0,0,0
250214002001,15000US250214002001,Block Group 1,"Block Group 1, Census Tract 4002, Norfolk County, Massachusetts",ma,150,0,ACSSF,5335,,,,,25,21,,,,400200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,1279,26632.21,0.0480245468318772,0.04802455,0.04802455,0,1279,163,801,277,38,1279,472,0,22,740,0,0,45,1279,1201,394,0,22,740,0,0,45,78,509,266,283,283,283,296,326,353,363,373,404,426,463,489,496,506,509,240,226,226,226,213,182,155,146,136,105,83,45,19,13,3,509,266,108,50,40,46,2648,12716.0717131474,19086.2948207171,8049.94422310757,29635.1553784861,509,44,465,1948,1279,759,151,910,369,509,108,128,225,27,21,0,0
250214002002,15000US250214002002,Block Group 2,"Block Group 2, Census Tract 4002, Norfolk County, Massachusetts",ma,150,0,ACSSF,5336,,,,,25,21,,,,400200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,3266,38464.59,0.0849092737109207,0.08490928,0.08490928,0,3266,374,1174,1136,582,3266,2101,195,0,778,0,75,117,3266,3048,1979,184,0,778,0,44,63,218,1632,163,235,248,283,309,315,391,473,521,564,649,860,999,1113,1235,1632,1468,1396,1384,1349,1323,1317,1240,1159,1110,1068,982,770,632,518,396,1632,279,250,133,198,772,92266,68445.7211155378,80245.0996015936,60480.5577689243,61212.8525896414,1632,945,687,2227,3266,556,187,743,2523,1632,695,606,103,155,55,0,18
250214002003,15000US250214002003,Block Group 3,"Block Group 3, Census Tract 4002, Norfolk County, Massachusetts",ma,150,0,ACSSF,5337,,,,,25,21,,,,400200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055,2055,28206.8,0.0728547777055338,0.07285478,0.07285478,0,2055,521,805,612,117,2055,1520,115,0,251,0,22,147,2055,1850,1432,86,0,251,0,0,81,205,653,39,56,100,112,112,112,112,112,112,140,181,245,298,374,434,653,614,597,553,541,541,541,541,541,541,512,472,407,355,278,218,653,105,7,66,67,408,135025,75887.3625498008,80503.6812749004,22667.2270916335,87390.0079681275,653,336,317,2883,2040,377,313,690,1350,653,171,138,159,44,41,80,20
250214003001,15000US250214003001,Block Group 1,"Block Group 1, Census Tract 4003, Norfolk County, Massachusetts",ma,150,0,ACSSF,5338,,,,,25,21,,,,400300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123,1123,30450.35,0.0368797075507686,0.03687971,0.03687971,0,1123,274,420,384,45,1123,977,2,0,92,0,0,52,1123,1121,977,0,0,92,0,0,52,2,368,0,0,0,9,12,12,17,22,25,46,106,142,152,183,255,368,368,368,368,359,356,356,350,346,343,322,261,226,216,185,112,368,11,16,83,31,226,134879,64856.3107569721,65952.1035856574,80901.0916334661,,368,173,195,2626,1123,98,76,174,949,368,59,85,86,100,38,0,0
